Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_3,9,Test,Test,Good,Sam,`The mystery box contains a grey ball or a green ball.',A-AA-B,a green ball,a green ball and a green ball,a grey ball,green,grey,yellow,blue,Bad,Good,8|6|1|4|7|2|3|5,-2.572816848754883,-2.182191848754883,-2.572816848754883,-2.182191848754883
Deganoetal_2024,Exp_3,10,Test,Control_4,Bad,Sam,`The mystery box does not contain a grey ball or a blue ball.',A-CD-B,a green ball and a yellow ball,a grey ball,a blue ball,grey,blue,green,yellow,Bad,Good,6|1|2|8|3|7|5|4,-2.6637110710144043,-2.5308985710144043,-2.6637110710144043,-2.5308985710144043
Deganoetal_2024,Exp_3,11,Test,Test,Good-Excl,Mia,`The mystery box contains a yellow ball or a grey ball.',A-AB-B,a yellow ball,a grey ball and a yellow ball,a grey ball,grey,yellow,green,blue,Bad,Good,1|3|6|5|2|4|8|7,-2.3743338584899902,-2.3587088584899902,-2.3743338584899902,-2.3587088584899902
Deganoetal_2024,Exp_3,12,Test,Test,Target_1,Mia,`The mystery box contains a grey ball or a green ball.',A-AB-AB,a green ball and a grey ball,a green ball and a grey ball,a green ball,green,grey,blue,yellow,Bad,Good,1|7|2|6|5|8|4|3,-2.2752797603607178,-1.9237172603607178,-2.2752797603607178,-1.9237172603607178
Deganoetal_2024,Exp_3,13,Test,Control_4,Good,Sam,`The mystery box does not contain a blue ball or a grey ball.',C-CD-C,a yellow ball,a yellow ball,a yellow and a green ball,blue,grey,yellow,green,Bad,Good,8|1|2|5|3|6|7|4,-2.5745174884796143,-2.2776424884796143,-2.5745174884796143,-2.2776424884796143
Deganoetal_2024,Exp_3,14,Test,Control_1,Bad,Sam,`The mystery box contains a green ball.',A-CD-C,a green ball,a blue ball,a blue ball and a yellow ball,green,grey,blue,yellow,Bad,Good,6|8|7|5|3|4|2|1,-2.5662448406219482,-2.3162448406219482,-2.5662448406219482,-2.3162448406219482
Deganoetal_2024,Exp_3,15,Test,Test,Target_2,Mia,`The mystery box contains a green ball or a grey ball.',A-AA-A,a grey ball,a grey ball and a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,4|6|1|3|2|7|5|8,-2.2593064308166504,-2.1655564308166504,-2.2593064308166504,-2.1655564308166504
Deganoetal_2024,Exp_3,16,Test,Control_3,Good,Sam,`The mystery box contains a grey ball and a green ball.',AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,3|7|8|6|5|4|2|1,-2.476771354675293,-2.765833854675293,-2.476771354675293,-2.765833854675293
Deganoetal_2024,Exp_3,17,Test,Control_2,Good,Mia,`The mystery box does not contain a blue ball.',C-CD-C,a green ball,a green ball and a yellow ball,a green ball,blue,grey,green,yellow,Bad,Good,7|8|6|2|1|4|3|5,-3.092761278152466,-2.725573778152466,-3.092761278152466,-2.725573778152466
Deganoetal_2024,Exp_3,18,Test,Control_4,Bad,Mia,`The mystery box does not contain a blue ball or a grey ball.',A-CD-B,a blue ball,a grey ball,a green ball and a yellow ball,blue,grey,green,yellow,Bad,Good,3|6|5|2|8|7|4|1,-2.751769781112671,-2.759582281112671,-2.751769781112671,-2.759582281112671
Deganoetal_2024,Exp_3,19,Test,Test,Good-Excl,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,blue,green,Bad,Good,7|1|8|2|4|3|6|5,-2.6048619747161865,-1.8392369747161865,-2.6048619747161865,-1.8392369747161865
Deganoetal_2024,Exp_3,20,Test,Control_3,Good,Mia,`The mystery box contains a grey ball and a green ball.',AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,1|4|3|8|5|6|2|7,-1.8702013492584229,-2.378013849258423,-1.8702013492584229,-2.378013849258423
