Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_6,25,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,13|5|10|8|12|3|19|4|9|24|23|15|1|18|11|2|6|17|14|16|7|20|22|21,-18.583202362060547,-17.411327362060547,-18.583202362060547,-17.411327362060547
Martyetal_2022,Exp_6,26,Test,Low,Positive,FC,Good,Sam,It is possible that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,11|16|13|6|21|4|2|22|3|12|1|17|5|14|18|20|8|15|7|10|24|23|19|9,-18.58895492553711,-17.99227523803711,-18.58895492553711,-17.99227523803711
Martyetal_2022,Exp_6,27,Test,Low,Positive,SI,Good,Mia,It is possible that the mystery box contains a green ball.,A-D-C,a green ball,a grey ball,a blue ball,green,yellow,blue,grey,Bad,Good,15|16|3|21|6|18|1|20|9|23|12|7|14|8|2|24|11|13|19|22|4|5|17|10,-18.78285789489746,-16.78627586364746,-18.78285789489746,-16.78627586364746
Martyetal_2022,Exp_6,28,Test,Low,Positive,DIST,Bad,Sam,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,3|2|15|12|21|8|23|7|13|4|16|5|22|20|19|24|11|6|1|14|9|17|10|18,-18.743680953979492,-16.061063766479492,-18.743680953979492,-16.061063766479492
Martyetal_2022,Exp_6,29,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a grey ball or it contains a blue ball.,D-C-D,a green ball,a yellow ball,a green ball,grey,blue,yellow,green,Bad,Good,9|23|2|17|20|19|7|22|12|21|6|3|18|14|4|16|13|5|8|10|15|24|1|11,-18.872568130493164,-16.734384536743164,-18.872568130493164,-16.734384536743164
Martyetal_2022,Exp_6,30,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a green ball or it contains a blue ball.,A-A-A,a green ball,a green ball,a green ball,green,blue,yellow,grey,Bad,Good,3|2|22|19|12|24|14|20|15|1|16|10|11|8|6|5|9|7|13|21|18|17|23|4,-18.77090072631836,-17.66250228881836,-18.77090072631836,-17.66250228881836
Martyetal_2022,Exp_6,31,Test,Low,Negative,DIST,Bad,Sam,It is certain that either the mystery box does not contain a blue ball or it does not contain a yellow ball.,A-AB-B,a blue ball,a blue ball and a yellow ball,a yellow ball,blue,yellow,green,grey,Bad,Good,2|12|4|16|1|19|8|10|15|7|22|9|5|23|24|17|18|21|11|14|13|3|6|20,-18.499177932739258,-16.839021682739258,-18.499177932739258,-16.839021682739258
Martyetal_2022,Exp_6,32,Test,Low,Negative,DIST,Good,Mia,It is certain that either the mystery box does not contain a green ball or it does not contain a blue ball.,A-B-A,a green ball,a blue ball,a green ball,green,blue,yellow,grey,Bad,Good,16|13|5|8|18|1|23|11|19|21|15|24|6|7|3|9|2|14|10|12|17|4|20|22,-18.538022994995117,-16.954526901245117,-18.538022994995117,-16.954526901245117
Martyetal_2022,Exp_6,33,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a blue ball or it contains a yellow ball.,D-C-D,a grey ball,a green ball,a grey ball,blue,yellow,green,grey,Bad,Good,10|12|23|19|16|3|17|11|24|18|21|5|2|7|13|15|4|14|22|9|20|8|1|6,-19.035125732421875,-17.294403076171875,-19.035125732421875,-17.294403076171875
Martyetal_2022,Exp_6,34,Test,Low,Negative,II,Good,Mia,Either the mystery box does not contain a grey ball or it does not contain a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,13|24|1|3|10|20|2|19|16|11|21|7|12|17|14|22|4|18|15|6|8|23|5|9,-19.225296020507812,-17.448440551757812,-19.225296020507812,-17.448440551757812
Martyetal_2022,Exp_6,35,Test,Low,Positive,DIST,Target,Mia,It is certain that either the mystery box contains a yellow ball or it contains a blue ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,blue,green,grey,Bad,Good,19|3|15|4|7|10|23|18|6|11|14|12|2|20|8|1|5|17|21|13|22|24|9|16,-18.421682357788086,-17.879690170288086,-18.421682357788086,-17.879690170288086
