Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_4,25,Test,High,Negative,SI,Bad,Mia,It is not certain that the mystery box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,grey,blue,Bad,Good,8|2|6|23|15|19|16|5|7|20|22|3|14|9|1|10|13|11|17|4|21|18|12|24,-7.724322,-0.01956847,-7.724322,-0.01956847
Martyetal_2022,Exp_4,26,Test,High,Positive,DIST,Good,Mia,It is certain that the mystery box contains either a grey ball or a blue ball.,A-AB-B,a grey ball,a grey ball and a blue ball,a blue ball,grey,blue,green,yellow,Bad,Good,20|9|8|6|19|21|17|12|24|15|10|1|22|2|18|11|23|13|3|4|14|5|7|16,-0.18353783,-10.344583,-0.18353783,-10.344583
Martyetal_2022,Exp_4,27,Test,High,Negative,FC,Target,Mia,It is not certain that the mystery box contains both a yellow ball and a green ball.,A-AB-A,a yellow ball,a yellow and a green ball,a yellow ball,yellow,green,grey,blue,Bad,Good,6|2|8|13|12|10|20|1|3|4|19|9|16|15|11|21|17|23|7|22|18|24|5|14,-0.05743277,-4.080126,-0.05743277,-4.080126
Martyetal_2022,Exp_4,28,Test,High,Negative,DIST,Good,Sam,It is not possible that the mystery box contains both a blue ball and a yellow ball.,A-B-A,a blue ball,a yellow ball,a blue ball,blue,yellow,green,grey,Bad,Good,5|7|19|9|2|22|15|6|24|14|8|21|16|12|17|18|4|23|3|1|20|13|10|11,-0.092603356,-5.784307,-0.092603356,-5.784307
Martyetal_2022,Exp_4,29,Test,High,Positive,II,Good,Sam,The mystery box contains either a grey ball or a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,22|20|3|19|15|11|5|24|1|16|13|14|9|23|10|8|17|7|4|21|18|12|6|2,-0.039992575,-12.017518,-0.039992575,-12.017518
Martyetal_2022,Exp_4,30,Test,High,Positive,FC,Target,Mia,It is possible that the mystery box contains either a grey ball or a blue ball.,A-C-A,a grey ball,a yellow ball,a grey ball,grey,blue,yellow,green,Bad,Good,3|8|11|9|14|19|2|18|1|13|21|24|20|15|12|7|22|16|10|6|5|17|4|23,-0.46691838,-0.9720148,-0.46691838,-0.9720148
Martyetal_2022,Exp_4,31,Test,High,Positive,II,Target,Sam,The mystery box contains either a grey ball or a green ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,14|18|6|21|4|11|17|23|10|9|15|16|2|8|13|19|22|24|5|7|1|12|20|3,-1.5204494,-0.25981116,-1.5204494,-0.25981116
Martyetal_2022,Exp_4,32,Test,High,Negative,II,Good,Mia,The mystery box does not contain both a grey ball and a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,blue,yellow,Bad,Good,10|23|14|22|17|13|9|6|5|21|8|18|4|16|24|1|3|11|15|2|20|12|7|19,-0.25424644,-8.215041,-0.25424644,-8.215041
Martyetal_2022,Exp_4,33,Test,High,Positive,FC,Target,Sam,It is possible that the mystery box contains either a yellow ball or a green ball.,A-C-A,a yellow ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,21|8|15|23|11|24|14|1|17|19|4|6|7|3|18|12|5|16|20|22|9|13|2|10,-0.12822169,-8.733239,-0.12822169,-8.733239
Martyetal_2022,Exp_4,34,Test,High,Positive,SI,Bad,Mia,It is possible that the mystery box contains a yellow ball.,D-D-D,a green ball,a green ball,a green ball,yellow,blue,grey,green,Bad,Good,2|19|6|11|5|22|21|7|23|14|4|13|9|10|8|16|15|24|1|12|3|20|17|18,-13.2859125,-0.016899865,-13.2859125,-0.016899865
