Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_2,9,Test,Control_2,Bad,Mia,`The mystery box does not contain a grey ball.',A-CD-A,a grey ball,a grey ball,a blue ball and a green ball,grey,yellow,blue,green,Bad,Good,4|7|8|2|5|3|6|1,-4.62890625,-4.47265625,-13.8828125,-13.421875
Deganoetal_2024,Exp_2,10,Test,Control_3,Good,Sam,`The mystery box contains a yellow ball and a blue ball.',AB-AB-AB,a yellow ball and a blue ball,a yellow ball and a blue ball,a yellow ball and a blue ball,yellow,blue,grey,green,Bad,Good,8|1|3|2|4|7|5|6,-4.56640625,-4.625,-13.6953125,-13.8671875
Deganoetal_2024,Exp_2,11,Test,Control_4,Good,Sam,`The mystery box does not contain a grey ball or a blue ball.',C-CD-C,a green ball,a green ball and a yellow ball,a green ball,grey,blue,green,yellow,Bad,Good,3|6|2|8|1|5|7|4,-4.7109375,-4.7421875,-14.1328125,-14.234375
Deganoetal_2024,Exp_2,12,Test,Test,Good,Mia,`The mystery box contains a green ball or a blue ball.',A-AA-B,a green ball and a green ball,a blue ball,a green ball,green,blue,grey,yellow,Bad,Good,5|4|2|3|1|7|8|6,-4.578125,-4.60546875,-13.7421875,-13.8203125
Deganoetal_2024,Exp_2,13,Test,Control_1,Good,Sam,`The mystery box contains a green ball.',A-A-A,a green ball,a green ball,a green ball,green,grey,yellow,blue,Bad,Good,3|1|6|8|7|5|2|4,-4.2265625,-4.3359375,-12.6796875,-13.0078125
Deganoetal_2024,Exp_2,14,Test,Control_4,Good,Mia,`The mystery box does not contain a green ball or a blue ball.',C-CD-C,a grey ball,a grey ball,a grey ball and a yellow ball,green,blue,grey,yellow,Bad,Good,3|1|5|4|7|6|8|2,-4.57421875,-4.52734375,-13.71875,-13.5859375
Deganoetal_2024,Exp_2,15,Test,Test,Good,Mia,`The mystery box contains a blue ball or a green ball.',A-AA-B,a green ball,a blue ball,a blue ball and a blue ball,blue,green,yellow,grey,Bad,Good,4|6|1|2|8|3|7|5,-4.6640625,-4.5546875,-14.0,-13.6640625
Deganoetal_2024,Exp_2,16,Test,Test,Bad,Sam,`The mystery box contains a green ball or a grey ball.',A-CD-B,a green ball,a yellow ball and a blue ball,a grey ball,green,grey,yellow,blue,Bad,Good,8|5|1|7|6|4|3|2,-4.73828125,-4.65234375,-14.2109375,-13.9609375
Deganoetal_2024,Exp_2,17,Test,Control_1,Bad,Mia,`The mystery box contains a green ball.',A-CD-C,a green ball,a grey ball,a grey ball and a yellow ball,green,blue,grey,yellow,Bad,Good,2|1|7|3|6|8|4|5,-4.328125,-4.3984375,-12.9765625,-13.1953125
Deganoetal_2024,Exp_2,18,Test,Control_4,Bad,Mia,`The mystery box does not contain a grey ball or a green ball.',A-CD-B,a grey ball,a green ball,a yellow ball and a blue ball,grey,green,yellow,blue,Bad,Good,7|3|5|8|6|1|4|2,-4.41796875,-4.37890625,-13.25,-13.140625
Deganoetal_2024,Exp_2,19,Test,Control_2,Good,Sam,`The mystery box does not contain a green ball.',C-CD-C,a blue ball,a blue ball and a yellow ball,a blue ball,green,grey,blue,yellow,Bad,Good,7|1|8|3|4|2|5|6,-4.65234375,-4.52734375,-13.9609375,-13.5859375
Deganoetal_2024,Exp_2,20,Test,Test,Target_2,Sam,`The mystery box contains a green ball or a grey ball.',A-AA-AA,a green ball and a green ball,a green ball,a green ball and a green ball,green,grey,yellow,blue,Bad,Good,8|6|5|2|1|4|3|7,-4.5390625,-4.43359375,-13.6171875,-13.3046875
