Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_4,25,Test,High,Negative,SI,Bad,Mia,It is not certain that the mystery box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,grey,blue,Bad,Good,14|23|3|12|7|9|11|16|22|18|24|20|10|8|15|21|4|1|13|19|6|17|5|2,-0.949647068977356,-0.512147068977356,-0.949647068977356,-0.512147068977356
Martyetal_2022,Exp_4,26,Test,High,Positive,DIST,Good,Mia,It is certain that the mystery box contains either a grey ball or a blue ball.,A-AB-B,a grey ball,a grey ball and a blue ball,a blue ball,grey,blue,green,yellow,Bad,Good,3|15|10|11|5|19|18|22|12|24|16|4|7|20|2|17|8|14|23|1|21|13|9|6,-0.7533175945281982,-0.6595675945281982,-0.7533175945281982,-0.6595675945281982
Martyetal_2022,Exp_4,27,Test,High,Negative,FC,Target,Mia,It is not certain that the mystery box contains both a yellow ball and a green ball.,A-AB-A,a yellow ball,a yellow and a green ball,a yellow ball,yellow,green,grey,blue,Bad,Good,4|22|6|16|8|10|5|11|23|19|14|2|20|7|3|12|21|17|1|9|15|24|13|18,-0.9824416637420654,-0.49806666374206543,-0.9824416637420654,-0.49806666374206543
Martyetal_2022,Exp_4,28,Test,High,Negative,DIST,Good,Sam,It is not possible that the mystery box contains both a blue ball and a yellow ball.,A-B-A,a blue ball,a yellow ball,a blue ball,blue,yellow,green,grey,Bad,Good,1|12|22|7|4|20|18|21|15|11|17|10|2|24|6|9|13|23|16|14|5|8|3|19,-0.719500720500946,-0.703875720500946,-0.719500720500946,-0.703875720500946
Martyetal_2022,Exp_4,29,Test,High,Positive,II,Good,Sam,The mystery box contains either a grey ball or a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,10|8|21|16|4|3|12|14|23|5|2|9|15|20|1|6|18|11|7|24|19|13|22|17,-1.0236929655075073,-0.4768179953098297,-1.0236929655075073,-0.4768179953098297
Martyetal_2022,Exp_4,30,Test,High,Positive,FC,Target,Mia,It is possible that the mystery box contains either a grey ball or a blue ball.,A-C-A,a grey ball,a yellow ball,a grey ball,grey,blue,yellow,green,Bad,Good,12|3|4|6|8|10|18|20|5|21|19|13|2|1|24|17|11|7|16|9|23|14|15|22,-0.8123539686203003,-0.6248539686203003,-0.8123539686203003,-0.6248539686203003
Martyetal_2022,Exp_4,31,Test,High,Positive,II,Target,Sam,The mystery box contains either a grey ball or a green ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,21|13|8|11|5|6|19|14|12|2|3|1|20|9|24|22|10|18|23|17|7|4|16|15,-0.8958936929702759,-0.5677686929702759,-0.8958936929702759,-0.5677686929702759
Martyetal_2022,Exp_4,32,Test,High,Negative,II,Good,Mia,The mystery box does not contain both a grey ball and a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,blue,yellow,Bad,Good,8|2|17|11|22|19|10|21|4|9|24|6|3|18|14|15|7|1|23|5|13|16|12|20,-1.0590189695358276,-0.48089396953582764,-1.0590189695358276,-0.48089396953582764
Martyetal_2022,Exp_4,33,Test,High,Positive,FC,Target,Sam,It is possible that the mystery box contains either a yellow ball or a green ball.,A-C-A,a yellow ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,18|21|2|11|22|24|19|3|9|6|15|1|23|12|5|13|16|7|20|4|8|17|14|10,-0.8667146563529968,-0.5698396563529968,-0.8667146563529968,-0.5698396563529968
Martyetal_2022,Exp_4,34,Test,High,Positive,SI,Bad,Mia,It is possible that the mystery box contains a yellow ball.,D-D-D,a green ball,a green ball,a green ball,yellow,blue,grey,green,Bad,Good,21|19|5|14|20|22|1|2|18|3|9|11|16|23|12|17|13|4|24|10|6|8|15|7,-0.7731510996818542,-0.6481510996818542,-0.7731510996818542,-0.6481510996818542
Martyetal_2022,Exp_4,35,Test,High,Positive,SI,Good,Sam,It is possible that the mystery box contains a green ball.,A-D-C,a green ball,a yellow ball,a grey ball,green,blue,grey,yellow,Bad,Good,4|6|12|16|20|11|10|21|9|24|17|2|23|18|13|15|19|5|3|7|8|14|22|1,-0.6727800369262695,-0.7352800369262695,-0.6727800369262695,-0.7352800369262695
Martyetal_2022,Exp_4,36,Test,High,Negative,FC,Target,Sam,It is not certain that the mystery box contains both a green ball and a blue ball.,A-AB-A,a green ball,a green ball and a blue ball,a green ball,green,blue,grey,yellow,Bad,Good,22|10|3|4|19|11|6|5|7|8|2|9|14|24|20|21|12|23|18|15|16|17|1|13,-0.8992307782173157,-0.5398557782173157,-0.8992307782173157,-0.5398557782173157
Martyetal_2022,Exp_4,37,Test,High,Negative,FC,Bad,Sam,It is not certain that the mystery box contains both a blue ball and a grey ball.,AB-AB-AB,a blue ball and a grey ball,a blue ball and a grey ball,a blue ball and a grey ball,blue,grey,yellow,green,Bad,Good,19|18|5|13|7|16|23|10|9|11|4|8|3|2|21|24|15|1|17|12|14|22|6|20,-0.8302425146102905,-0.5958675146102905,-0.8302425146102905,-0.5958675146102905
Martyetal_2022,Exp_4,38,Test,High,Positive,DIST,Target,Mia,It is certain that the mystery box contains either a green ball or a grey ball.,A-A-A,a green ball,a green ball,a green ball,green,grey,blue,yellow,Bad,Good,3|20|21|5|7|12|13|14|16|19|24|18|22|8|11|9|1|17|2|4|6|15|10|23,-1.0866085290908813,-0.43035852909088135,-1.0866085290908813,-0.43035852909088135
Martyetal_2022,Exp_4,39,Test,High,Negative,DIST,Good,Sam,It is not possible that the mystery box contains both a blue ball and a grey ball.,A-B-A,a blue ball,a grey ball,a blue ball,blue,grey,yellow,green,Bad,Good,21|18|19|23|24|14|3|2|1|4|8|12|20|11|22|17|6|9|15|10|13|16|7|5,-0.9541202783584595,-0.5322452783584595,-0.9541202783584595,-0.5322452783584595
Martyetal_2022,Exp_4,40,Test,High,Negative,DIST,Target,Sam,It is not possible that the mystery box contains both a yellow ball and a green ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,grey,blue,Bad,Good,16|8|19|11|5|20|22|9|7|6|1|14|23|21|18|15|4|13|17|12|3|10|24|2,-0.9479267597198486,-0.5104267597198486,-0.9479267597198486,-0.5104267597198486
Martyetal_2022,Exp_4,41,Test,High,Positive,DIST,Bad,Sam,It is certain that the mystery box contains either a green ball or a grey ball.,A-C-B,a green ball,a blue ball,a grey ball,green,grey,blue,yellow,Bad,Good,9|21|5|19|11|3|13|17|10|15|8|12|24|16|20|1|7|14|22|4|6|18|2|23,-1.1300681829452515,-0.41131821274757385,-1.1300681829452515,-0.41131821274757385
Martyetal_2022,Exp_4,42,Test,High,Positive,DIST,Target,Mia,It is certain that the mystery box contains either a yellow ball or a blue ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,blue,green,grey,Bad,Good,24|16|21|6|10|17|13|8|20|9|3|7|18|19|11|22|23|14|12|4|15|5|1|2,-0.8803452849388123,-0.5678452849388123,-0.8803452849388123,-0.5678452849388123
Martyetal_2022,Exp_4,43,Test,High,Negative,FC,Bad,Mia,It is not certain that the mystery box contains both a yellow ball and a grey ball.,AB-AB-AB,a yellow ball and a grey ball,a yellow ball and a grey ball,a yellow ball and a grey ball,yellow,grey,green,blue,Bad,Good,8|15|12|2|1|19|14|7|18|23|4|3|22|24|13|5|20|9|6|17|21|16|11|10,-1.0596085786819458,-0.4502335488796234,-1.0596085786819458,-0.4502335488796234
