Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_6,25,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,14|3|20|4|16|19|1|18|10|2|7|11|6|23|22|12|13|17|5|8|24|21|9|15,-19.802690505981445,-57.25067901611328,-19.802690505981445,-57.25067901611328
Martyetal_2022,Exp_6,26,Test,Low,Positive,FC,Good,Sam,It is possible that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,24|17|3|21|1|8|22|5|20|7|4|6|16|9|19|11|12|2|10|18|13|14|23|15,-63.125221252441406,-61.515628814697266,-63.125221252441406,-61.515628814697266
Martyetal_2022,Exp_6,27,Test,Low,Positive,SI,Good,Mia,It is possible that the mystery box contains a green ball.,A-D-C,a green ball,a grey ball,a blue ball,green,yellow,blue,grey,Bad,Good,1|6|5|24|14|11|9|21|18|19|23|22|10|16|4|2|8|15|20|3|7|12|17|13,-30.71242904663086,-63.7696533203125,-30.71242904663086,-63.7696533203125
Martyetal_2022,Exp_6,28,Test,Low,Positive,DIST,Bad,Sam,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,16|20|3|15|8|22|18|9|4|6|14|10|5|17|2|13|23|1|11|12|7|19|24|21,-66.56395721435547,-46.263572692871094,-66.56395721435547,-46.263572692871094
Martyetal_2022,Exp_6,29,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a grey ball or it contains a blue ball.,D-C-D,a green ball,a yellow ball,a green ball,grey,blue,yellow,green,Bad,Good,21|4|18|22|12|1|2|14|23|10|6|7|3|16|24|19|13|20|17|5|11|15|8|9,-25.202911376953125,-39.693843841552734,-25.202911376953125,-39.693843841552734
Martyetal_2022,Exp_6,30,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a green ball or it contains a blue ball.,A-A-A,a green ball,a green ball,a green ball,green,blue,yellow,grey,Bad,Good,15|6|5|14|4|3|16|18|17|2|9|23|7|12|20|13|11|10|8|1|19|22|21|24,-53.81568145751953,-42.40966033935547,-53.81568145751953,-42.40966033935547
Martyetal_2022,Exp_6,31,Test,Low,Negative,DIST,Bad,Sam,It is certain that either the mystery box does not contain a blue ball or it does not contain a yellow ball.,A-AB-B,a blue ball,a blue ball and a yellow ball,a yellow ball,blue,yellow,green,grey,Bad,Good,20|21|3|23|11|24|22|13|9|8|17|4|14|7|18|1|15|10|19|16|6|2|12|5,-16.61145782470703,-65.31285095214844,-16.61145782470703,-65.31285095214844
Martyetal_2022,Exp_6,32,Test,Low,Negative,DIST,Good,Mia,It is certain that either the mystery box does not contain a green ball or it does not contain a blue ball.,A-B-A,a green ball,a blue ball,a green ball,green,blue,yellow,grey,Bad,Good,4|1|10|9|17|24|5|16|20|12|14|15|22|3|2|23|8|13|21|6|19|18|11|7,-27.866514205932617,-56.797061920166016,-27.866514205932617,-56.797061920166016
Martyetal_2022,Exp_6,33,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a blue ball or it contains a yellow ball.,D-C-D,a grey ball,a green ball,a grey ball,blue,yellow,green,grey,Bad,Good,16|6|14|18|13|24|15|11|8|12|4|23|2|10|1|7|9|20|21|17|19|3|5|22,-21.505901336669922,-61.51616287231445,-21.505901336669922,-61.51616287231445
Martyetal_2022,Exp_6,34,Test,Low,Negative,II,Good,Mia,Either the mystery box does not contain a grey ball or it does not contain a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,24|4|5|3|12|14|22|20|15|17|21|18|6|1|13|8|19|16|23|2|10|9|11|7,-39.563961029052734,-58.062522888183594,-39.563961029052734,-58.062522888183594
