Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_5,25,Test,Intermediate,Negative,SI,Bad,Mia,It is possible that the mystery box does not contain a blue ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,yellow,green,grey,Bad,Good,14|6|8|24|23|15|4|20|19|9|18|10|12|17|1|22|3|21|11|5|16|13|7|2,-1.740234375,-0.55078125,-1.740234375,-0.55078125
Martyetal_2022,Exp_5,26,Test,Intermediate,Positive,DIST,Bad,Mia,It is certain that the mystery box contains either a blue ball or a grey ball.,A-C-B,a blue ball,a green ball,a grey ball,blue,grey,green,yellow,Bad,Good,23|8|2|4|19|10|16|22|21|20|1|18|24|11|12|17|3|13|6|5|14|9|7|15,-1.2265625,-0.74609375,-1.2265625,-0.74609375
Martyetal_2022,Exp_5,27,Test,Intermediate,Positive,II,Good,Mia,The mystery box contains either a yellow ball or a blue ball.,A-B-A,a yellow ball,a blue ball,a yellow ball,yellow,blue,green,grey,Bad,Good,4|24|23|3|16|6|2|14|10|11|12|22|8|18|15|20|13|5|21|1|9|19|17|7,-0.9921875,-0.92919921875,-0.9921875,-0.92919921875
Martyetal_2022,Exp_5,28,Test,Intermediate,Positive,FC,Target,Sam,It is possible that the mystery box contains either a grey ball or a blue ball.,A-C-A,a grey ball,a green ball,a grey ball,grey,blue,green,yellow,Bad,Good,18|8|1|6|10|13|12|20|23|14|17|19|15|24|2|9|3|7|21|11|16|5|4|22,-0.73974609375,-1.544921875,-0.73974609375,-1.544921875
Martyetal_2022,Exp_5,29,Test,Intermediate,Negative,FC,Bad,Mia,It is possible that the mystery box does not contain both a green ball and a yellow ball.,AB-AB-AB,a green ball and a yellow ball,a green ball and a yellow ball,a green ball and a yellow ball,green,yellow,blue,grey,Bad,Good,17|16|14|22|7|1|13|19|24|9|15|6|23|3|12|20|21|8|2|4|18|5|11|10,-0.96435546875,-1.2841796875,-0.96435546875,-1.2841796875
Martyetal_2022,Exp_5,30,Test,Intermediate,Negative,SI,Good,Mia,It is possible that the mystery box does not contain a grey ball.,A-D-A,a grey ball,a blue ball,a grey ball,grey,green,yellow,blue,Bad,Good,14|21|16|23|20|24|12|6|1|18|19|11|4|22|9|17|2|8|5|7|15|3|13|10,-1.3896484375,-0.70263671875,-1.3896484375,-0.70263671875
Martyetal_2022,Exp_5,31,Test,Intermediate,Negative,SI,Target,Sam,It is possible that the mystery box does not contain a yellow ball.,D-D-D,a green ball,a green ball,a green ball,yellow,blue,grey,green,Bad,Good,7|11|4|16|17|8|3|1|14|5|23|18|19|20|12|21|24|9|15|22|10|6|2|13,-1.3984375,-0.6591796875,-1.3984375,-0.6591796875
Martyetal_2022,Exp_5,32,Test,Intermediate,Negative,FC,Good,Sam,It is possible that the mystery box does not contain both a grey ball and a yellow ball.,A-AB-B,a grey ball,a grey ball and a yellow ball,a yellow ball,grey,yellow,blue,green,Bad,Good,7|12|10|21|17|16|22|1|5|8|9|3|18|24|2|14|23|20|13|4|19|6|15|11,-1.8681640625,-0.72607421875,-1.8681640625,-0.72607421875
Martyetal_2022,Exp_5,33,Test,Intermediate,Positive,SI,Good,Mia,It is possible that the mystery box contains a blue ball.,A-D-C,a blue ball,a yellow ball,a grey ball,blue,green,grey,yellow,Bad,Good,8|2|1|6|5|12|22|20|9|23|14|16|15|10|7|19|24|18|4|17|13|3|11|21,-0.8916015625,-0.8740234375,-0.8916015625,-0.8740234375
Martyetal_2022,Exp_5,34,Test,Intermediate,Positive,SI,Target,Mia,It is possible that the mystery box contains a green ball.,A-A-A,a green ball,a green ball,a green ball,green,grey,blue,yellow,Bad,Good,3|2|7|20|5|6|15|9|22|24|10|8|23|21|17|14|11|18|12|4|19|13|16|1,-1.0146484375,-0.78271484375,-1.0146484375,-0.78271484375
Martyetal_2022,Exp_5,35,Test,Intermediate,Positive,DIST,Target,Sam,It is certain that the mystery box contains either a grey ball or a yellow ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,yellow,green,blue,Bad,Good,4|7|21|19|20|3|1|2|9|5|22|14|13|8|12|17|24|15|6|10|18|16|23|11,-1.6796875,-0.6630859375,-1.6796875,-0.6630859375
Martyetal_2022,Exp_5,36,Test,Intermediate,Positive,II,Bad,Sam,The mystery box contains either a grey ball or a green ball.,D-C-D,a yellow ball,a blue ball,a yellow ball,grey,green,blue,yellow,Bad,Good,1|22|23|14|19|9|6|10|8|16|7|3|5|12|13|24|17|15|18|21|2|11|4|20,-0.96484375,-0.91357421875,-0.96484375,-0.91357421875
Martyetal_2022,Exp_5,37,Test,Intermediate,Negative,II,Bad,Mia,The mystery box does not contain both a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,yellow,grey,Bad,Good,16|12|6|4|14|5|21|7|19|20|2|9|1|15|8|11|23|3|13|24|17|22|10|18,-1.515625,-0.75341796875,-1.515625,-0.75341796875
Martyetal_2022,Exp_5,38,Test,Intermediate,Positive,SI,Bad,Sam,It is possible that the mystery box contains a green ball.,D-D-D,a yellow ball,a yellow ball,a yellow ball,green,blue,grey,yellow,Bad,Good,4|24|5|21|8|20|16|17|18|6|19|10|9|14|7|3|13|22|15|12|2|11|1|23,-1.04296875,-0.8193359375,-1.04296875,-0.8193359375
Martyetal_2022,Exp_5,39,Test,Intermediate,Positive,II,Target,Mia,The mystery box contains either a grey ball or a green ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,3|2|5|10|11|19|8|24|1|18|16|15|4|14|6|17|23|20|12|22|7|21|13|9,-1.0,-0.935546875,-1.0,-0.935546875
Martyetal_2022,Exp_5,40,Test,Intermediate,Negative,SI,Target,Sam,It is possible that the mystery box does not contain a blue ball.,D-D-D,a green ball,a green ball,a green ball,blue,yellow,grey,green,Bad,Good,23|3|12|14|8|4|24|15|20|21|10|6|22|2|17|7|16|5|11|18|1|9|19|13,-1.7158203125,-0.560546875,-1.7158203125,-0.560546875
Martyetal_2022,Exp_5,41,Test,Intermediate,Negative,DIST,Bad,Mia,It is certain that the mystery box does not contain both a blue ball and a green ball.,A-AB-B,a blue ball,a blue ball and a green ball,a green ball,blue,green,grey,yellow,Bad,Good,10|21|14|22|24|5|16|15|2|7|11|12|19|8|18|13|23|17|4|1|20|9|3|6,-1.0390625,-0.9658203125,-1.0390625,-0.9658203125
Martyetal_2022,Exp_5,42,Test,Intermediate,Negative,SI,Target,Sam,It is possible that the mystery box does not contain a yellow ball.,D-D-D,a grey ball,a grey ball,a grey ball,yellow,green,blue,grey,Bad,Good,9|6|14|10|19|1|20|24|18|11|4|16|2|12|23|21|15|8|7|22|13|17|3|5,-1.033203125,-0.9736328125,-1.033203125,-0.9736328125
Martyetal_2022,Exp_5,43,Test,Intermediate,Positive,DIST,Bad,Mia,It is certain that the mystery box contains either a blue ball or a yellow ball.,A-C-B,a blue ball,a green ball,a yellow ball,blue,yellow,green,grey,Bad,Good,7|22|5|13|12|23|4|24|2|15|16|8|19|20|10|9|14|21|11|1|3|18|17|6,-1.0185546875,-0.8623046875,-1.0185546875,-0.8623046875
