Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_3,9,Test,Test,Good,Sam,`The mystery box contains a grey ball or a green ball.',A-AA-B,a green ball,a green ball and a green ball,a grey ball,green,grey,yellow,blue,Bad,Good,4|6|8|1|5|2|3|7,-15.641560554504395,-29.11696434020996,-15.641560554504395,-29.11696434020996
Deganoetal_2024,Exp_3,10,Test,Control_4,Bad,Sam,`The mystery box does not contain a grey ball or a blue ball.',A-CD-B,a green ball and a yellow ball,a grey ball,a blue ball,grey,blue,green,yellow,Bad,Good,1|8|4|3|7|2|5|6,-7.994805335998535,-33.77312088012695,-7.994805335998535,-33.77312088012695
Deganoetal_2024,Exp_3,11,Test,Test,Good-Excl,Mia,`The mystery box contains a yellow ball or a grey ball.',A-AB-B,a yellow ball,a grey ball and a yellow ball,a grey ball,grey,yellow,green,blue,Bad,Good,2|3|5|8|7|4|1|6,-16.659282684326172,-28.730979919433594,-16.659282684326172,-28.730979919433594
Deganoetal_2024,Exp_3,12,Test,Test,Target_1,Mia,`The mystery box contains a grey ball or a green ball.',A-AB-AB,a green ball and a grey ball,a green ball and a grey ball,a green ball,green,grey,blue,yellow,Bad,Good,1|6|7|4|8|2|3|5,-17.417177200317383,-31.623882293701172,-17.417177200317383,-31.623882293701172
Deganoetal_2024,Exp_3,13,Test,Control_4,Good,Sam,`The mystery box does not contain a blue ball or a grey ball.',C-CD-C,a yellow ball,a yellow ball,a yellow and a green ball,blue,grey,yellow,green,Bad,Good,2|5|7|1|4|6|8|3,-10.719766616821289,-40.95487976074219,-10.719766616821289,-40.95487976074219
Deganoetal_2024,Exp_3,14,Test,Control_1,Bad,Sam,`The mystery box contains a green ball.',A-CD-C,a green ball,a blue ball,a blue ball and a yellow ball,green,grey,blue,yellow,Bad,Good,6|3|2|1|8|7|4|5,-46.35451126098633,-16.28421974182129,-46.35451126098633,-16.28421974182129
Deganoetal_2024,Exp_3,15,Test,Test,Target_2,Mia,`The mystery box contains a green ball or a grey ball.',A-AA-A,a grey ball,a grey ball and a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,2|5|4|3|1|8|7|6,-20.94170379638672,-24.788501739501953,-20.94170379638672,-24.788501739501953
Deganoetal_2024,Exp_3,16,Test,Control_3,Good,Sam,`The mystery box contains a grey ball and a green ball.',AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,3|4|7|5|1|2|8|6,-6.8986592292785645,-35.37925338745117,-6.8986592292785645,-35.37925338745117
Deganoetal_2024,Exp_3,17,Test,Control_2,Good,Mia,`The mystery box does not contain a blue ball.',C-CD-C,a green ball,a green ball and a yellow ball,a green ball,blue,grey,green,yellow,Bad,Good,3|8|4|5|7|6|1|2,-11.056790351867676,-30.332059860229492,-11.056790351867676,-30.332059860229492
Deganoetal_2024,Exp_3,18,Test,Control_4,Bad,Mia,`The mystery box does not contain a blue ball or a grey ball.',A-CD-B,a blue ball,a grey ball,a green ball and a yellow ball,blue,grey,green,yellow,Bad,Good,2|6|3|8|1|7|4|5,-8.556127548217773,-35.4844970703125,-8.556127548217773,-35.4844970703125
Deganoetal_2024,Exp_3,19,Test,Test,Good-Excl,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,blue,green,Bad,Good,1|2|7|3|4|6|5|8,-14.961456298828125,-32.703643798828125,-14.961456298828125,-32.703643798828125
Deganoetal_2024,Exp_3,20,Test,Control_3,Good,Mia,`The mystery box contains a grey ball and a green ball.',AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,8|7|4|2|3|6|1|5,-8.502963066101074,-30.471059799194336,-8.502963066101074,-30.471059799194336
Deganoetal_2024,Exp_3,21,Test,Control_1,Bad,Mia,`The mystery box contains a blue ball.',A-CD-C,a yellow and a green ball,a yellow ball,a blue ball,blue,grey,yellow,green,Bad,Good,2|6|7|5|1|8|4|3,-29.922067642211914,-18.81621551513672,-29.922067642211914,-18.81621551513672
Deganoetal_2024,Exp_3,22,Test,Test,Target_1,Mia,`The mystery box contains a blue ball or a yellow ball.',A-AB-A,a yellow ball,a yellow ball,a yellow ball and a blue ball,yellow,blue,grey,green,Bad,Good,6|1|3|7|8|4|5|2,-15.255292892456055,-37.02430725097656,-15.255292892456055,-37.02430725097656
Deganoetal_2024,Exp_3,23,Test,Test,Good-Excl,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-B,a yellow ball and a grey ball,a grey ball,a yellow ball,yellow,grey,green,blue,Bad,Good,4|2|5|3|1|8|6|7,-15.201492309570312,-29.63848304748535,-15.201492309570312,-29.63848304748535
Deganoetal_2024,Exp_3,24,Test,Test,Bad,Mia,`The mystery box contains a green ball or a blue ball.',A-CD-B,a green ball,a grey ball and a yellow ball,a blue ball,blue,green,grey,yellow,Bad,Good,5|8|4|1|3|2|7|6,-19.156850814819336,-26.87278175354004,-19.156850814819336,-26.87278175354004
Deganoetal_2024,Exp_3,25,Test,Control_2,Bad,Mia,`The mystery box does not contain a blue ball.',A-CD-A,a blue ball,a blue ball,a grey ball and a green ball,blue,yellow,grey,green,Bad,Good,1|5|8|2|6|3|7|4,-11.188776016235352,-24.548437118530273,-11.188776016235352,-24.548437118530273
Deganoetal_2024,Exp_3,26,Test,Control_1,Good,Sam,`The mystery box contains a blue ball.',A-A-A,a blue ball,a blue ball,a blue ball,blue,grey,green,yellow,Bad,Good,6|2|3|5|1|8|7|4,-8.144088745117188,-25.76601791381836,-8.144088745117188,-25.76601791381836
Deganoetal_2024,Exp_3,27,Test,Test,Target_1,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-A,a yellow ball,a yellow ball and a grey ball,a yellow ball,yellow,grey,green,blue,Bad,Good,8|2|6|4|5|7|3|1,-14.634713172912598,-30.95359992980957,-14.634713172912598,-30.95359992980957
Deganoetal_2024,Exp_3,28,Test,Test,Target_2,Mia,`The mystery box contains a grey ball or a green ball.',A-AA-AA,a green ball and a green ball,a green ball,a green ball and a green ball,green,grey,blue,yellow,Bad,Good,6|3|8|4|5|2|1|7,-19.867502212524414,-24.377199172973633,-19.867502212524414,-24.377199172973633
