Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_3,9,Test,Test,Good,Sam,`The mystery box contains a grey ball or a green ball.',A-AA-B,a green ball,a green ball and a green ball,a grey ball,green,grey,yellow,blue,Bad,Good,6|4|8|1|3|2|5|7,-3.5721898078918457,-3.7883355617523193,-10.716568946838379,-11.365006446838379
Deganoetal_2024,Exp_3,10,Test,Control_4,Bad,Sam,`The mystery box does not contain a grey ball or a blue ball.',A-CD-B,a green ball and a yellow ball,a grey ball,a blue ball,grey,blue,green,yellow,Bad,Good,6|8|5|3|1|2|7|4,-3.703245162963867,-3.7761619091033936,-11.109735488891602,-11.328485488891602
Deganoetal_2024,Exp_3,11,Test,Test,Good-Excl,Mia,`The mystery box contains a yellow ball or a grey ball.',A-AB-B,a yellow ball,a grey ball and a yellow ball,a grey ball,grey,yellow,green,blue,Bad,Good,6|5|8|1|3|4|2|7,-3.594025135040283,-3.804962635040283,-10.782074928283691,-11.414887428283691
Deganoetal_2024,Exp_3,12,Test,Test,Target_1,Mia,`The mystery box contains a grey ball or a green ball.',A-AB-AB,a green ball and a grey ball,a green ball and a grey ball,a green ball,green,grey,blue,yellow,Bad,Good,6|3|1|7|4|8|5|2,-3.6975173950195312,-3.726163387298584,-11.092552185058594,-11.178489685058594
Deganoetal_2024,Exp_3,13,Test,Control_4,Good,Sam,`The mystery box does not contain a blue ball or a grey ball.',C-CD-C,a yellow ball,a yellow ball,a yellow and a green ball,blue,grey,yellow,green,Bad,Good,2|6|8|5|3|1|7|4,-3.773695707321167,-3.883070707321167,-11.321086883544922,-11.649211883544922
Deganoetal_2024,Exp_3,14,Test,Control_1,Bad,Sam,`The mystery box contains a green ball.',A-CD-C,a green ball,a blue ball,a blue ball and a yellow ball,green,grey,blue,yellow,Bad,Good,7|2|4|5|3|1|6|8,-3.7778193950653076,-3.7309443950653076,-11.333457946777344,-11.192832946777344
Deganoetal_2024,Exp_3,15,Test,Test,Target_2,Mia,`The mystery box contains a green ball or a grey ball.',A-AA-A,a grey ball,a grey ball and a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,3|7|1|8|2|6|5|4,-3.7714037895202637,-3.5891120433807373,-11.314210891723633,-10.767335891723633
Deganoetal_2024,Exp_3,16,Test,Control_3,Good,Sam,`The mystery box contains a grey ball and a green ball.',AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,4|1|8|7|2|5|3|6,-3.5637946128845215,-3.7669196128845215,-10.691383361816406,-11.300758361816406
Deganoetal_2024,Exp_3,17,Test,Control_2,Good,Mia,`The mystery box does not contain a blue ball.',C-CD-C,a green ball,a green ball and a yellow ball,a green ball,blue,grey,green,yellow,Bad,Good,5|3|1|7|2|6|4|8,-3.546123504638672,-3.5721652507781982,-10.638370513916016,-10.716495513916016
Deganoetal_2024,Exp_3,18,Test,Control_4,Bad,Mia,`The mystery box does not contain a blue ball or a grey ball.',A-CD-B,a blue ball,a grey ball,a green ball and a yellow ball,blue,grey,green,yellow,Bad,Good,2|8|6|5|1|7|4|3,-3.7678935527801514,-3.6220602989196777,-11.303680419921875,-10.866180419921875
Deganoetal_2024,Exp_3,19,Test,Test,Good-Excl,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,blue,green,Bad,Good,6|1|3|5|8|2|7|4,-3.8241381645202637,-3.8762214183807373,-11.472414016723633,-11.628664016723633
Deganoetal_2024,Exp_3,20,Test,Control_3,Good,Mia,`The mystery box contains a grey ball and a green ball.',AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,6|7|2|1|4|5|3|8,-3.610051155090332,-3.531926155090332,-10.830153465270996,-10.595778465270996
Deganoetal_2024,Exp_3,21,Test,Control_1,Bad,Mia,`The mystery box contains a blue ball.',A-CD-C,a yellow and a green ball,a yellow ball,a blue ball,blue,grey,yellow,green,Bad,Good,2|5|1|6|8|4|7|3,-3.5834412574768066,-3.8230245113372803,-10.750323295593262,-11.469073295593262
Deganoetal_2024,Exp_3,22,Test,Test,Target_1,Mia,`The mystery box contains a blue ball or a yellow ball.',A-AB-A,a yellow ball,a yellow ball,a yellow ball and a blue ball,yellow,blue,grey,green,Bad,Good,3|6|8|7|2|1|5|4,-3.6200530529022217,-3.7919280529022217,-10.860158920288086,-11.375783920288086
Deganoetal_2024,Exp_3,23,Test,Test,Good-Excl,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-B,a yellow ball and a grey ball,a grey ball,a yellow ball,yellow,grey,green,blue,Bad,Good,1|8|2|4|5|6|3|7,-3.583930492401123,-3.6985137462615967,-10.751791000366211,-11.095541000366211
Deganoetal_2024,Exp_3,24,Test,Test,Bad,Mia,`The mystery box contains a green ball or a blue ball.',A-CD-B,a green ball,a grey ball and a yellow ball,a blue ball,blue,green,grey,yellow,Bad,Good,1|4|7|3|5|8|2|6,-3.65704345703125,-3.7612102031707764,-10.97113037109375,-11.28363037109375
Deganoetal_2024,Exp_3,25,Test,Control_2,Bad,Mia,`The mystery box does not contain a blue ball.',A-CD-A,a blue ball,a blue ball,a grey ball and a green ball,blue,yellow,grey,green,Bad,Good,6|5|1|2|7|3|4|8,-3.774303913116455,-3.7326371669769287,-11.322911262512207,-11.197911262512207
Deganoetal_2024,Exp_3,26,Test,Control_1,Good,Sam,`The mystery box contains a blue ball.',A-A-A,a blue ball,a blue ball,a blue ball,blue,grey,green,yellow,Bad,Good,4|5|2|3|7|8|1|6,-3.497614860534668,-3.5496983528137207,-10.492844581604004,-10.649094581604004
Deganoetal_2024,Exp_3,27,Test,Test,Target_1,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-A,a yellow ball,a yellow ball and a grey ball,a yellow ball,yellow,grey,green,blue,Bad,Good,7|2|4|5|1|8|3|6,-3.8092002868652344,-3.7076377868652344,-11.427600860595703,-11.122913360595703
Deganoetal_2024,Exp_3,28,Test,Test,Target_2,Mia,`The mystery box contains a grey ball or a green ball.',A-AA-AA,a green ball and a green ball,a green ball,a green ball and a green ball,green,grey,blue,yellow,Bad,Good,5|8|2|7|1|6|3|4,-3.9741389751434326,-3.8309097290039062,-11.922416687011719,-11.492729187011719
Deganoetal_2024,Exp_3,29,Test,Test,Good,Mia,`The mystery box contains a grey ball or a blue ball.',A-AA-B,a blue ball,a blue ball and a blue ball,a grey ball,blue,grey,green,yellow,Bad,Good,8|5|3|6|4|2|1|7,-3.949275016784668,-3.9284417629241943,-11.847825050354004,-11.785325050354004
Deganoetal_2024,Exp_3,30,Test,Test,Target_1,Sam,`The mystery box contains a yellow ball or a green ball.',A-AB-AB,a green ball and a yellow ball,a green ball,a green ball and a yellow ball,green,yellow,blue,grey,Bad,Good,3|5|2|1|6|4|8|7,-3.6785082817077637,-3.6993415355682373,-11.035524368286133,-11.098024368286133
