Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_2,Deontic,9,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a yellow ball or a green ball.,A-CD-C,a grey ball and a blue ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,60|63|1|6|58|61|62|64|3|8|5|57|4|7|2|59,-0.256591796875,-1.6005859375,-0.256591796875,-1.6005859375
Martyetal_2023,Exp_2,Deontic,10,Test,Block_A,Nominal,Control_4,Bad,Sam,No box contains a green ball or a grey ball.,A-CD-A,a green ball,a yellow ball and a blue ball,a green ball,green,grey,yellow,blue,Bad,Good,2|7|61|58|57|62|59|1|8|4|5|60|3|63|64|6,-0.67333984375,-0.75146484375,-0.67333984375,-0.75146484375
Martyetal_2023,Exp_2,Deontic,11,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a yellow ball or a grey ball.,A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,green,blue,Bad,Good,64|1|59|58|2|4|3|62|7|63|61|60|8|5|57|6,-0.7373046875,-0.6904296875,-0.7373046875,-0.6904296875
Martyetal_2023,Exp_2,Deontic,12,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a green ball or a grey ball.,A-AB-B,a green ball,a green ball and a grey ball,a grey ball,green,grey,yellow,blue,Bad,Good,8|61|64|7|59|62|3|2|60|63|57|5|6|58|1|4,-0.6767578125,-0.7548828125,-0.6767578125,-0.7548828125
Martyetal_2023,Exp_2,Deontic,13,Test,Block_A,Nominal,Test,Target_2,Sam,Every box contains a grey ball or a green ball.,A-AC-AC,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball,grey,green,yellow,blue,Bad,Good,3|62|64|1|2|6|58|5|8|60|7|4|63|61|57|59,-0.2890625,-1.5234375,-0.2890625,-1.5234375
Martyetal_2023,Exp_2,Deontic,14,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a green ball or a blue ball.,A-CD-C,a grey ball,a grey ball and a yellow ball,a green ball,green,blue,grey,yellow,Bad,Good,57|5|60|6|4|64|58|1|63|3|61|59|62|7|8|2,-0.301025390625,-1.42578125,-0.301025390625,-1.42578125
Martyetal_2023,Exp_2,Deontic,15,Test,Block_A,Nominal,Control_2,Good,Mia,Every box contains a grey ball and a yellow ball.,AB-AB-AB,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball and a yellow ball,grey,yellow,blue,green,Bad,Good,59|63|57|64|3|6|8|5|60|4|2|1|58|7|61|62,-0.1798095703125,-1.9453125,-0.1798095703125,-1.9453125
Martyetal_2023,Exp_2,Deontic,16,Test,Block_A,Nominal,Control_4,Good,Mia,No box contains a blue ball or a yellow ball.,C-CD-C,a green ball,a green ball and a grey ball,a green ball,blue,yellow,green,grey,Bad,Good,6|59|5|63|4|2|3|1|62|61|8|57|58|64|7|60,-0.8212890625,-0.6181640625,-0.8212890625,-0.6181640625
Martyetal_2023,Exp_2,Deontic,17,Test,Block_A,Nominal,Control_2,Bad,Mia,Every box contains a grey ball and a green ball.,AB-CD-C,a grey ball and a green ball,a blue ball,a blue ball and a yellow ball,grey,green,blue,yellow,Bad,Good,2|62|4|58|7|3|61|63|64|6|60|1|8|59|5|57,-0.295166015625,-1.498046875,-0.295166015625,-1.498046875
Martyetal_2023,Exp_2,Deontic,18,Test,Block_A,Nominal,Control_3,Bad,Mia,No box contains a grey ball.,A-CD-A,a yellow ball and a blue ball,a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,3|57|59|1|7|61|8|5|58|6|2|62|60|64|63|4,-0.708984375,-0.740234375,-0.708984375,-0.740234375
Martyetal_2023,Exp_2,Deontic,19,Test,Block_A,Nominal,Control_1,Good,Sam,Every box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,3|59|63|2|61|57|1|5|62|60|4|8|64|6|7|58,-0.6953125,-0.7265625,-0.6953125,-0.7265625
Martyetal_2023,Exp_2,Deontic,20,Test,Block_A,Nominal,Control_2,Good,Sam,Every box contains a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,yellow,grey,Bad,Good,5|2|61|4|60|57|6|63|64|59|62|7|1|8|58|3,-0.26220703125,-1.5751953125,-0.26220703125,-1.5751953125
Martyetal_2023,Exp_2,Deontic,21,Test,Block_A,Nominal,Control_4,Bad,Mia,No box contains a blue ball or a green ball.,A-CD-A,a blue ball,a blue ball,a grey ball and a yellow ball,blue,green,grey,yellow,Bad,Good,64|6|8|7|4|61|5|58|59|60|62|63|2|1|57|3,-0.349609375,-1.287109375,-0.349609375,-1.287109375
Martyetal_2023,Exp_2,Deontic,22,Test,Block_A,Nominal,Test,Target_2,Mia,Every box contains a yellow ball or a green ball.,A-AC-AD,a yellow ball,a yellow ball and a grey ball,a yellow ball and a blue ball,yellow,green,blue,grey,Bad,Good,7|8|4|59|61|5|57|1|6|58|62|64|63|3|60|2,-0.6572265625,-0.7978515625,-0.6572265625,-0.7978515625
Martyetal_2023,Exp_2,Deontic,23,Test,Block_A,Nominal,Test,Bad,Mia,Every box contains a green ball or a blue ball.,A-CD-C,a green ball,a grey ball and a yellow ball,a grey ball,green,blue,grey,yellow,Bad,Good,59|4|3|7|62|57|2|8|63|60|58|1|6|5|61|64,-0.51318359375,-0.96630859375,-0.51318359375,-0.96630859375
Martyetal_2023,Exp_2,Deontic,24,Test,Block_A,Nominal,Test,Good,Sam,Every box contains a green ball or a grey ball.,A-AB-B,a grey ball,a green ball,a green ball and a grey ball,green,grey,blue,yellow,Bad,Good,57|61|62|2|1|6|5|58|3|59|8|7|4|63|64|60,-0.38232421875,-1.2109375,-0.38232421875,-1.2109375
