Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_2,9,Test,Control_2,Bad,Mia,`The mystery box does not contain a grey ball.',A-CD-A,a grey ball,a grey ball,a blue ball and a green ball,grey,yellow,blue,green,Bad,Good,7|8|1|3|5|6|2|4,-4.399832725524902,-4.155279636383057,-13.199498176574707,-12.465838432312012
Deganoetal_2024,Exp_2,10,Test,Control_3,Good,Sam,`The mystery box contains a yellow ball and a blue ball.',AB-AB-AB,a yellow ball and a blue ball,a yellow ball and a blue ball,a yellow ball and a blue ball,yellow,blue,grey,green,Bad,Good,2|7|8|6|3|4|1|5,-4.0725789070129395,-4.3616414070129395,-12.21773624420166,-13.08492374420166
Deganoetal_2024,Exp_2,11,Test,Control_4,Good,Sam,`The mystery box does not contain a grey ball or a blue ball.',C-CD-C,a green ball,a green ball and a yellow ball,a green ball,grey,blue,green,yellow,Bad,Good,3|6|8|5|2|7|1|4,-4.116406440734863,-4.381134986877441,-12.349218368530273,-13.143404006958008
Deganoetal_2024,Exp_2,12,Test,Test,Good,Mia,`The mystery box contains a green ball or a blue ball.',A-AA-B,a green ball and a green ball,a blue ball,a green ball,green,blue,grey,yellow,Bad,Good,1|2|6|4|5|3|8|7,-4.449389457702637,-4.219322204589844,-13.348167419433594,-12.657966613769531
Deganoetal_2024,Exp_2,13,Test,Control_1,Good,Sam,`The mystery box contains a green ball.',A-A-A,a green ball,a green ball,a green ball,green,grey,yellow,blue,Bad,Good,3|4|6|2|7|8|1|5,-4.414521217346191,-4.117646217346191,-13.243563652038574,-12.352938652038574
Deganoetal_2024,Exp_2,14,Test,Control_4,Good,Mia,`The mystery box does not contain a green ball or a blue ball.',C-CD-C,a grey ball,a grey ball,a grey ball and a yellow ball,green,blue,grey,yellow,Bad,Good,7|4|6|8|5|3|2|1,-4.339437007904053,-4.1258955001831055,-13.018310546875,-12.377685546875
Deganoetal_2024,Exp_2,15,Test,Test,Good,Mia,`The mystery box contains a blue ball or a green ball.',A-AA-B,a green ball,a blue ball,a blue ball and a blue ball,blue,green,yellow,grey,Bad,Good,2|4|8|1|3|6|7|5,-4.193463325500488,-4.425234317779541,-12.580389976501465,-13.275702476501465
Deganoetal_2024,Exp_2,16,Test,Test,Bad,Sam,`The mystery box contains a green ball or a grey ball.',A-CD-B,a green ball,a yellow ball and a blue ball,a grey ball,green,grey,yellow,blue,Bad,Good,1|3|8|5|6|4|7|2,-4.34683895111084,-4.122852802276611,-13.040515899658203,-12.368557929992676
Deganoetal_2024,Exp_2,17,Test,Control_1,Bad,Mia,`The mystery box contains a green ball.',A-CD-C,a green ball,a grey ball,a grey ball and a yellow ball,green,blue,grey,yellow,Bad,Good,4|6|3|7|8|2|5|1,-4.38122034072876,-4.110386848449707,-13.143660545349121,-12.331160545349121
Deganoetal_2024,Exp_2,18,Test,Control_4,Bad,Mia,`The mystery box does not contain a grey ball or a green ball.',A-CD-B,a grey ball,a green ball,a yellow ball and a blue ball,grey,green,yellow,blue,Bad,Good,7|2|5|4|1|3|8|6,-4.125609874725342,-4.401651382446289,-12.376829147338867,-13.204954147338867
Deganoetal_2024,Exp_2,19,Test,Control_2,Good,Sam,`The mystery box does not contain a green ball.',C-CD-C,a blue ball,a blue ball and a yellow ball,a blue ball,green,grey,blue,yellow,Bad,Good,5|6|4|7|8|2|3|1,-4.051687717437744,-4.286430358886719,-12.155062675476074,-12.859291076660156
