Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_6,25,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,14|4|17|5|2|6|16|24|13|9|18|12|22|7|19|20|10|21|11|23|3|8|1|15,-22.254688262939453,-22.948047637939453,-22.254688262939453,-22.948047637939453
Martyetal_2022,Exp_6,26,Test,Low,Positive,FC,Good,Sam,It is possible that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,19|18|8|16|22|14|24|11|10|4|15|5|21|7|23|6|17|1|13|12|3|9|2|20,-22.49989891052246,-23.28529930114746,-22.49989891052246,-23.28529930114746
Martyetal_2022,Exp_6,27,Test,Low,Positive,SI,Good,Mia,It is possible that the mystery box contains a green ball.,A-D-C,a green ball,a grey ball,a blue ball,green,yellow,blue,grey,Bad,Good,6|3|12|13|10|23|14|22|17|2|15|20|8|21|19|11|24|1|5|9|16|7|4|18,-22.28522491455078,-22.52008819580078,-22.28522491455078,-22.52008819580078
Martyetal_2022,Exp_6,28,Test,Low,Positive,DIST,Bad,Sam,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,5|15|19|8|21|1|23|17|6|24|18|20|3|7|11|22|14|16|10|9|13|2|4|12,-22.645864486694336,-23.459341049194336,-22.645864486694336,-23.459341049194336
Martyetal_2022,Exp_6,29,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a grey ball or it contains a blue ball.,D-C-D,a green ball,a yellow ball,a green ball,grey,blue,yellow,green,Bad,Good,8|22|6|3|19|1|21|11|5|20|12|7|15|14|16|4|18|23|24|10|13|17|2|9,-22.667953491210938,-22.836898803710938,-22.667953491210938,-22.836898803710938
Martyetal_2022,Exp_6,30,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a green ball or it contains a blue ball.,A-A-A,a green ball,a green ball,a green ball,green,blue,yellow,grey,Bad,Good,5|15|24|22|2|20|3|10|7|11|14|16|19|9|18|21|8|6|23|4|13|12|17|1,-22.80470085144043,-22.75880241394043,-22.80470085144043,-22.75880241394043
Martyetal_2022,Exp_6,31,Test,Low,Negative,DIST,Bad,Sam,It is certain that either the mystery box does not contain a blue ball or it does not contain a yellow ball.,A-AB-B,a blue ball,a blue ball and a yellow ball,a yellow ball,blue,yellow,green,grey,Bad,Good,9|11|2|10|3|4|7|8|17|22|12|5|6|23|16|15|13|24|1|18|20|14|19|21,-22.314035415649414,-23.081125259399414,-22.314035415649414,-23.081125259399414
Martyetal_2022,Exp_6,32,Test,Low,Negative,DIST,Good,Mia,It is certain that either the mystery box does not contain a green ball or it does not contain a blue ball.,A-B-A,a green ball,a blue ball,a green ball,green,blue,yellow,grey,Bad,Good,13|5|15|12|4|24|7|21|1|3|8|23|20|14|16|10|6|17|19|9|11|2|18|22,-22.396121978759766,-22.691532135009766,-22.396121978759766,-22.691532135009766
Martyetal_2022,Exp_6,33,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a blue ball or it contains a yellow ball.,D-C-D,a grey ball,a green ball,a grey ball,blue,yellow,green,grey,Bad,Good,19|16|3|24|11|9|4|12|18|21|8|14|23|15|5|2|17|13|22|1|7|6|20|10,-22.531328201293945,-22.764726638793945,-22.531328201293945,-22.764726638793945
Martyetal_2022,Exp_6,34,Test,Low,Negative,II,Good,Mia,Either the mystery box does not contain a grey ball or it does not contain a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,2|17|24|8|6|16|11|3|9|14|4|1|15|22|18|5|23|21|20|19|7|13|12|10,-22.45793342590332,-23.30119514465332,-22.45793342590332,-23.30119514465332
Martyetal_2022,Exp_6,35,Test,Low,Positive,DIST,Target,Mia,It is certain that either the mystery box contains a yellow ball or it contains a blue ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,blue,green,grey,Bad,Good,11|7|21|2|24|9|1|17|4|8|22|13|15|19|3|14|23|12|5|16|6|20|18|10,-22.564987182617188,-23.317428588867188,-22.564987182617188,-23.317428588867188
Martyetal_2022,Exp_6,36,Test,Low,Negative,DIST,Target,Sam,It is certain that either the mystery box does not contain a yellow ball or it does not contain a green ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,blue,grey,Bad,Good,5|14|21|6|17|1|18|20|23|8|2|10|9|15|4|16|3|11|24|13|22|7|19|12,-23.092491149902344,-22.810752868652344,-23.092491149902344,-22.810752868652344
Martyetal_2022,Exp_6,37,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a blue ball or it contains a green ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,green,grey,yellow,Bad,Good,10|8|18|20|5|17|4|14|19|9|2|11|3|23|7|16|6|15|21|24|12|1|13|22,-22.529504776000977,-23.208703994750977,-22.529504776000977,-23.208703994750977
Martyetal_2022,Exp_6,38,Test,Low,Positive,SI,Bad,Sam,It is possible that the mystery box contains a yellow ball.,D-D-D,a blue ball,a blue ball,a blue ball,yellow,green,grey,blue,Bad,Good,6|7|15|16|21|9|20|13|19|14|12|2|3|18|17|11|24|5|23|10|8|22|4|1,-22.343727111816406,-21.946266174316406,-22.343727111816406,-21.946266174316406
Martyetal_2022,Exp_6,39,Test,Low,Negative,II,Bad,Mia,Either the mystery box does not contain a green ball or it does not contain a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,grey,yellow,Bad,Good,16|6|2|17|10|21|13|7|3|1|20|23|4|24|18|5|22|9|15|12|11|19|14|8,-22.3223819732666,-22.6085147857666,-22.3223819732666,-22.6085147857666
Martyetal_2022,Exp_6,40,Test,Low,Positive,SI,Bad,Sam,It is possible that the mystery box contains a blue ball.,D-D-D,a green ball,a green ball,a green ball,blue,grey,yellow,green,Bad,Good,5|14|15|13|16|1|8|20|3|23|12|11|18|19|6|21|2|9|4|22|7|10|17|24,-22.61457061767578,-22.45050811767578,-22.61457061767578,-22.45050811767578
Martyetal_2022,Exp_6,41,Test,Low,Positive,DIST,Target,Mia,It is certain that either the mystery box contains a blue ball or it contains a green ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,green,grey,yellow,Bad,Good,3|13|7|1|22|21|23|15|17|20|4|18|11|5|6|14|10|24|19|9|8|12|16|2,-22.737199783325195,-23.008684158325195,-22.737199783325195,-23.008684158325195
Martyetal_2022,Exp_6,42,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a green ball or it contains a yellow ball.,A-A-A,a green ball,a green ball,a green ball,green,yellow,grey,blue,Bad,Good,16|10|1|18|19|13|4|14|17|7|24|15|5|9|22|12|6|8|21|23|2|20|3|11,-22.45509910583496,-22.92336082458496,-22.45509910583496,-22.92336082458496
Martyetal_2022,Exp_6,43,Test,Low,Positive,II,Good,Mia,Either the mystery box contains a green ball or it contains a grey ball.,A-B-A,a green ball,a grey ball,a green ball,green,grey,blue,yellow,Bad,Good,12|4|13|8|11|19|15|20|14|2|24|10|9|18|23|16|17|21|1|5|7|6|3|22,-22.3542537689209,-22.8073787689209,-22.3542537689209,-22.8073787689209
Martyetal_2022,Exp_6,44,Test,Low,Negative,FC,Target,Sam,It is possible that either the mystery box does not contain a yellow ball or it does not contain a blue ball.,A-AB-A,a yellow ball,a yellow ball and a blue ball,a yellow ball,yellow,blue,green,grey,Bad,Good,11|7|17|13|10|4|24|21|20|8|18|1|14|22|12|15|23|16|19|9|2|5|3|6,-22.316617965698242,-22.611051559448242,-22.316617965698242,-22.611051559448242
Martyetal_2022,Exp_6,45,Test,Low,Positive,DIST,Good,Sam,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-AB-B,a green ball,a green ball and a yellow ball,a yellow ball,green,yellow,grey,blue,Bad,Good,3|17|20|19|2|16|6|22|18|10|21|11|8|23|1|24|12|5|14|13|9|7|15|4,-23.199798583984375,-23.057220458984375,-23.199798583984375,-23.057220458984375
Martyetal_2022,Exp_6,46,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,blue,grey,green,Bad,Good,21|4|16|2|9|11|24|3|14|15|17|7|22|1|8|20|10|6|23|5|13|19|12|18,-22.187210083007812,-22.151077270507812,-22.187210083007812,-22.151077270507812
Martyetal_2022,Exp_6,47,Test,Low,Positive,SI,Target,Sam,It is possible that the mystery box contains a green ball.,A-A-A,a green ball,a green ball,a green ball,green,grey,yellow,blue,Bad,Good,13|4|18|16|1|9|21|19|5|6|10|20|11|24|15|7|3|2|22|17|23|8|12|14,-22.44049644470215,-23.00739097595215,-22.44049644470215,-23.00739097595215
Martyetal_2022,Exp_6,48,Test,Low,Negative,II,Target,Sam,Either the mystery box does not contain a yellow ball or it does not contain a grey ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good,24|12|16|23|7|13|3|6|8|9|1|19|17|10|14|5|20|22|18|2|21|11|4|15,-22.66404914855957,-22.97899055480957,-22.66404914855957,-22.97899055480957
Martyetal_2022,Exp_6,49,Test,Low,Positive,II,Bad,Sam,Either the mystery box contains a green ball or it contains a yellow ball.,D-C-D,a blue ball,a grey ball,a blue ball,green,yellow,grey,blue,Bad,Good,3|7|18|8|13|14|24|2|4|20|9|22|6|11|12|21|5|1|10|19|23|15|16|17,-23.150531768798828,-23.705951690673828,-23.150531768798828,-23.705951690673828
Martyetal_2022,Exp_6,50,Test,Low,Negative,DIST,Bad,Sam,It is certain that either the mystery box does not contain a blue ball or it does not contain a green ball.,A-AB-B,a blue ball,a blue ball and a green ball,a green ball,blue,green,yellow,grey,Bad,Good,13|21|6|19|23|12|18|5|7|1|24|3|11|4|17|8|15|10|14|2|22|16|9|20,-22.647096633911133,-22.966920852661133,-22.647096633911133,-22.966920852661133
Martyetal_2022,Exp_6,51,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a blue ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,grey,green,yellow,Bad,Good,24|19|23|10|13|15|8|5|3|17|18|4|12|11|20|2|7|21|14|1|6|22|16|9,-22.416038513183594,-22.957054138183594,-22.416038513183594,-22.957054138183594
Martyetal_2022,Exp_6,52,Test,Low,Negative,SI,Target,Sam,It is possible that the mystery box does not contain a blue ball.,D-D-D,a green ball,a green ball,a green ball,blue,grey,yellow,green,Bad,Good,11|20|16|13|17|19|24|10|14|1|23|9|8|3|4|22|18|12|7|2|21|6|5|15,-22.146833419799805,-22.754255294799805,-22.146833419799805,-22.754255294799805
Martyetal_2022,Exp_6,53,Test,Low,Positive,FC,Bad,Mia,It is possible that either the mystery box contains a blue ball or it contains a grey ball.,D-C-D,a green ball,a yellow ball,a green ball,blue,grey,yellow,green,Bad,Good,3|16|8|19|10|14|5|4|7|1|9|21|2|12|24|18|23|17|22|13|11|15|20|6,-22.77374839782715,-22.46906089782715,-22.77374839782715,-22.46906089782715
Martyetal_2022,Exp_6,54,Test,Low,Positive,II,Good,Mia,Either the mystery box contains a green ball or it contains a blue ball.,A-B-A,a green ball,a blue ball,a green ball,green,blue,grey,yellow,Bad,Good,9|16|22|8|4|15|13|23|7|20|11|6|14|18|21|1|3|5|10|12|2|24|19|17,-22.39376449584961,-23.27657699584961,-22.39376449584961,-23.27657699584961
Martyetal_2022,Exp_6,55,Test,Low,Positive,FC,Good,Mia,It is possible that either the mystery box contains a grey ball or it contains a green ball.,A-C-B,a grey ball,a yellow ball,a green ball,grey,green,yellow,blue,Bad,Good,16|18|20|23|9|15|12|24|3|19|17|14|5|4|6|21|8|10|11|2|7|13|1|22,-22.526124954223633,-23.342775344848633,-22.526124954223633,-23.342775344848633
Martyetal_2022,Exp_6,56,Test,Low,Positive,DIST,Bad,Mia,It is certain that either the mystery box contains a yellow ball or it contains a green ball.,A-C-B,a yellow ball,a grey ball,a green ball,yellow,green,grey,blue,Bad,Good,5|16|23|12|13|7|8|1|2|21|10|9|20|17|22|3|11|15|6|24|19|14|4|18,-22.81415557861328,-23.37421417236328,-22.81415557861328,-23.37421417236328
Martyetal_2022,Exp_6,57,Test,Low,Positive,FC,Target,Sam,It is possible that either the mystery box contains a green ball or it contains a yellow ball.,A-C-A,a green ball,a blue ball,a green ball,green,yellow,blue,grey,Bad,Good,16|23|21|17|3|5|11|1|22|8|24|13|12|15|14|7|6|18|19|10|2|20|9|4,-22.40381622314453,-23.17945098876953,-22.40381622314453,-23.17945098876953
Martyetal_2022,Exp_6,58,Test,Low,Negative,II,Bad,Mia,Either the mystery box does not contain a yellow ball or it does not contain a blue ball.,AB-AB-AB,a yellow ball and a blue ball,a yellow ball and a blue ball,a yellow ball and a blue ball,yellow,blue,green,grey,Bad,Good,5|1|9|11|19|12|20|13|22|8|15|7|3|2|6|14|4|21|17|24|18|10|23|16,-22.656492233276367,-23.002195358276367,-22.656492233276367,-23.002195358276367
Martyetal_2022,Exp_6,59,Test,Low,Negative,SI,Good,Mia,It is possible that the mystery box does not contain a yellow ball.,A-D-A,a yellow ball,a grey ball,a yellow ball,yellow,green,blue,grey,Bad,Good,21|23|11|13|6|18|3|14|19|22|10|5|20|12|15|4|2|24|17|7|8|1|16|9,-22.331832885742188,-22.881637573242188,-22.331832885742188,-22.881637573242188
Martyetal_2022,Exp_6,60,Test,Low,Negative,II,Bad,Mia,Either the mystery box does not contain a yellow ball or it does not contain a grey ball.,AB-AB-AB,a yellow ball and a grey ball,a yellow ball and a grey ball,a yellow ball and a grey ball,yellow,grey,green,blue,Bad,Good,14|18|22|5|10|16|4|3|9|2|21|17|20|7|19|23|1|13|8|15|24|11|12|6,-22.485027313232422,-22.840984344482422,-22.485027313232422,-22.840984344482422
Martyetal_2022,Exp_6,61,Test,Low,Positive,DIST,Target,Mia,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-A-A,a green ball,a green ball,a green ball,green,yellow,blue,grey,Bad,Good,20|23|21|19|17|9|6|14|15|11|4|1|2|7|10|8|22|12|13|5|24|16|3|18,-22.259065628051758,-23.004671096801758,-22.259065628051758,-23.004671096801758
Martyetal_2022,Exp_6,62,Test,Low,Negative,DIST,Target,Mia,It is certain that either the mystery box does not contain a yellow ball or it does not contain a grey ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good,22|5|1|20|16|8|17|18|2|13|15|11|12|4|9|7|3|10|23|24|21|19|6|14,-22.648786544799805,-23.210065841674805,-22.648786544799805,-23.210065841674805
Martyetal_2022,Exp_6,63,Test,Low,Positive,SI,Target,Mia,It is possible that the mystery box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,blue,grey,Bad,Good,15|7|14|21|8|22|12|3|23|19|4|1|20|16|17|24|18|10|6|9|13|2|5|11,-22.283090591430664,-22.531137466430664,-22.283090591430664,-22.531137466430664
Martyetal_2022,Exp_6,64,Test,Low,Positive,FC,Target,Mia,It is possible that either the mystery box contains a yellow ball or it contains a green ball.,A-C-A,a yellow ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,9|21|19|15|5|1|2|24|7|18|13|20|11|23|14|10|22|8|3|6|4|16|17|12,-22.447649002075195,-22.476945877075195,-22.447649002075195,-22.476945877075195
Martyetal_2022,Exp_6,65,Test,Low,Positive,II,Bad,Sam,Either the mystery box contains a yellow ball or it contains a green ball.,D-C-D,a blue ball,a grey ball,a blue ball,yellow,green,grey,blue,Bad,Good,3|18|16|17|5|19|22|2|21|7|1|20|4|15|6|11|10|8|24|23|14|12|13|9,-22.696746826171875,-22.741668701171875,-22.696746826171875,-22.741668701171875
