Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_6,25,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,2|13|14|7|24|4|5|15|20|11|1|12|6|19|8|18|22|17|23|3|9|21|10|16,-1.0341796875,-1.0625,-1.0341796875,-1.0625
Martyetal_2022,Exp_6,26,Test,Low,Positive,FC,Good,Sam,It is possible that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,21|13|23|5|15|20|19|1|6|4|14|22|9|2|11|16|8|17|10|3|7|18|24|12,-1.2080078125,-0.8515625,-1.2080078125,-0.8515625
Martyetal_2022,Exp_6,27,Test,Low,Positive,SI,Good,Mia,It is possible that the mystery box contains a green ball.,A-D-C,a green ball,a grey ball,a blue ball,green,yellow,blue,grey,Bad,Good,15|8|20|4|21|17|12|16|24|5|18|23|14|1|3|22|13|10|9|2|7|11|6|19,-2.43359375,-0.390869140625,-2.43359375,-0.390869140625
Martyetal_2022,Exp_6,28,Test,Low,Positive,DIST,Bad,Sam,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,7|4|8|24|18|13|10|6|2|22|21|23|17|12|11|16|19|5|9|1|3|14|15|20,-1.0341796875,-1.015625,-1.0341796875,-1.015625
Martyetal_2022,Exp_6,29,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a grey ball or it contains a blue ball.,D-C-D,a green ball,a yellow ball,a green ball,grey,blue,yellow,green,Bad,Good,20|7|1|13|3|23|18|16|2|21|15|19|6|17|11|5|24|14|12|8|4|10|22|9,-1.3837890625,-0.7138671875,-1.3837890625,-0.7138671875
Martyetal_2022,Exp_6,30,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a green ball or it contains a blue ball.,A-A-A,a green ball,a green ball,a green ball,green,blue,yellow,grey,Bad,Good,9|18|1|3|11|8|24|16|6|14|21|20|19|23|7|17|5|10|22|12|15|2|4|13,-0.94384765625,-1.0185546875,-0.94384765625,-1.0185546875
Martyetal_2022,Exp_6,31,Test,Low,Negative,DIST,Bad,Sam,It is certain that either the mystery box does not contain a blue ball or it does not contain a yellow ball.,A-AB-B,a blue ball,a blue ball and a yellow ball,a yellow ball,blue,yellow,green,grey,Bad,Good,12|6|18|20|10|17|19|11|24|16|14|21|4|3|9|15|8|7|22|23|2|5|13|1,-1.654296875,-0.67626953125,-1.654296875,-0.67626953125
Martyetal_2022,Exp_6,32,Test,Low,Negative,DIST,Good,Mia,It is certain that either the mystery box does not contain a green ball or it does not contain a blue ball.,A-B-A,a green ball,a blue ball,a green ball,green,blue,yellow,grey,Bad,Good,19|22|9|10|14|24|17|20|11|18|6|7|4|5|15|1|13|2|12|16|8|21|23|3,-0.71533203125,-1.7177734375,-0.71533203125,-1.7177734375
Martyetal_2022,Exp_6,33,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a blue ball or it contains a yellow ball.,D-C-D,a grey ball,a green ball,a grey ball,blue,yellow,green,grey,Bad,Good,8|3|23|21|1|15|17|13|18|14|11|9|12|5|16|24|2|6|10|20|4|19|7|22,-0.88720703125,-1.177734375,-0.88720703125,-1.177734375
Martyetal_2022,Exp_6,34,Test,Low,Negative,II,Good,Mia,Either the mystery box does not contain a grey ball or it does not contain a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,4|22|8|13|14|21|23|10|19|3|24|5|17|9|11|7|12|2|18|16|15|6|20|1,-1.2158203125,-1.0234375,-1.2158203125,-1.0234375
