Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_2,Deontic,9,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a yellow ball or a green ball.,A-CD-C,a grey ball and a blue ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,60|7|8|59|6|64|5|61|57|3|2|62|58|4|63|1,-27.617042541503906,-23.645362854003906,-27.617042541503906,-23.645362854003906
Martyetal_2023,Exp_2,Deontic,10,Test,Block_A,Nominal,Control_4,Bad,Sam,No box contains a green ball or a grey ball.,A-CD-A,a green ball,a yellow ball and a blue ball,a green ball,green,grey,yellow,blue,Bad,Good,61|7|5|57|58|8|1|64|60|2|62|6|63|3|4|59,-27.099279403686523,-23.469396591186523,-27.099279403686523,-23.469396591186523
Martyetal_2023,Exp_2,Deontic,11,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a yellow ball or a grey ball.,A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,green,blue,Bad,Good,64|4|58|8|2|60|3|57|5|63|7|61|6|62|59|1,-26.98377227783203,-24.94959259033203,-26.98377227783203,-24.94959259033203
Martyetal_2023,Exp_2,Deontic,12,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a green ball or a grey ball.,A-AB-B,a green ball,a green ball and a grey ball,a grey ball,green,grey,yellow,blue,Bad,Good,57|60|58|1|4|64|2|63|6|59|3|8|62|7|5|61,-27.721223831176758,-24.578645706176758,-27.721223831176758,-24.578645706176758
Martyetal_2023,Exp_2,Deontic,13,Test,Block_A,Nominal,Test,Target_2,Sam,Every box contains a grey ball or a green ball.,A-AC-AC,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball,grey,green,yellow,blue,Bad,Good,64|4|7|58|61|2|3|63|6|62|5|8|60|57|59|1,-27.284624099731445,-25.121538162231445,-27.284624099731445,-25.121538162231445
Martyetal_2023,Exp_2,Deontic,14,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a green ball or a blue ball.,A-CD-C,a grey ball,a grey ball and a yellow ball,a green ball,green,blue,grey,yellow,Bad,Good,5|58|60|64|1|62|7|4|59|3|6|61|57|8|2|63,-26.93030548095703,-22.89905548095703,-26.93030548095703,-22.89905548095703
Martyetal_2023,Exp_2,Deontic,15,Test,Block_A,Nominal,Control_2,Good,Mia,Every box contains a grey ball and a yellow ball.,AB-AB-AB,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball and a yellow ball,grey,yellow,blue,green,Bad,Good,1|7|57|58|63|61|5|60|8|4|6|64|59|62|3|2,-27.007301330566406,-25.863746643066406,-27.007301330566406,-25.863746643066406
Martyetal_2023,Exp_2,Deontic,16,Test,Block_A,Nominal,Control_4,Good,Mia,No box contains a blue ball or a yellow ball.,C-CD-C,a green ball,a green ball and a grey ball,a green ball,blue,yellow,green,grey,Bad,Good,60|7|1|59|62|61|3|2|4|63|8|64|57|5|6|58,-26.871553421020508,-23.367647171020508,-26.871553421020508,-23.367647171020508
Martyetal_2023,Exp_2,Deontic,17,Test,Block_A,Nominal,Control_2,Bad,Mia,Every box contains a grey ball and a green ball.,AB-CD-C,a grey ball and a green ball,a blue ball,a blue ball and a yellow ball,grey,green,blue,yellow,Bad,Good,61|5|4|63|1|60|7|8|59|57|58|64|62|2|3|6,-26.36186408996582,-23.01616096496582,-26.36186408996582,-23.01616096496582
Martyetal_2023,Exp_2,Deontic,18,Test,Block_A,Nominal,Control_3,Bad,Mia,No box contains a grey ball.,A-CD-A,a yellow ball and a blue ball,a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,4|6|58|57|5|60|7|1|2|63|8|59|3|64|62|61,-26.72138214111328,-22.70380401611328,-26.72138214111328,-22.70380401611328
Martyetal_2023,Exp_2,Deontic,19,Test,Block_A,Nominal,Control_1,Good,Sam,Every box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,58|7|4|3|64|57|62|63|5|2|61|8|60|6|1|59,-26.783601760864258,-23.937898635864258,-26.783601760864258,-23.937898635864258
Martyetal_2023,Exp_2,Deontic,20,Test,Block_A,Nominal,Control_2,Good,Sam,Every box contains a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,yellow,grey,Bad,Good,62|2|58|57|59|5|61|7|3|8|64|4|1|63|60|6,-26.712425231933594,-24.102073669433594,-26.712425231933594,-24.102073669433594
Martyetal_2023,Exp_2,Deontic,21,Test,Block_A,Nominal,Control_4,Bad,Mia,No box contains a blue ball or a green ball.,A-CD-A,a blue ball,a blue ball,a grey ball and a yellow ball,blue,green,grey,yellow,Bad,Good,58|59|64|7|57|2|8|1|3|63|6|61|5|4|60|62,-26.800609588623047,-22.528148651123047,-26.800609588623047,-22.528148651123047
