Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_1,Epistemic,9,Test,Block_A,Nominal,Control_1,Good,Mia,Every visible box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good,57|59|58|2|8|3|63|5|60|61|6|7|64|4|1|62,-23.561595916748047,-23.309154510498047,-23.561595916748047,-23.309154510498047
Martyetal_2023,Exp_1,Epistemic,10,Test,Block_A,Nominal,Test,Target_1,Mia,Every visible box contains a yellow ball or a green ball.,A-AB-AB,a yellow and a green ball,a yellow ball,a yellow and a green ball,yellow,green,grey,blue,Bad,Good,4|63|8|64|57|2|7|5|1|60|58|62|3|59|6|61,-23.918380737304688,-23.317306518554688,-23.918380737304688,-23.317306518554688
Martyetal_2023,Exp_1,Epistemic,11,Test,Block_A,Nominal,Control_1,Bad,Mia,Every visible box contains a grey ball.,A-CD-C,a green ball and a yellow ball,a green ball,a grey ball,grey,blue,green,yellow,Bad,Good,3|7|59|4|1|8|6|61|60|5|57|62|58|63|64|2,-23.59559440612793,-23.14808464050293,-23.59559440612793,-23.14808464050293
Martyetal_2023,Exp_1,Epistemic,12,Test,Block_A,Nominal,Control_2,Good,Sam,Every visible box contains a grey ball and a green ball.,AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,yellow,blue,Bad,Good,6|7|57|59|2|4|1|64|5|3|8|63|62|58|61|60,-23.531702041625977,-22.990686416625977,-23.531702041625977,-22.990686416625977
Martyetal_2023,Exp_1,Epistemic,13,Test,Block_A,Nominal,Control_3,Bad,Mia,No visible box contains a yellow ball.,A-CD-A,a yellow ball,a yellow ball,a grey ball and a blue ball,yellow,green,grey,blue,Bad,Good,6|64|61|5|58|8|62|4|60|57|63|3|1|59|7|2,-23.32012939453125,-22.86553955078125,-23.32012939453125,-22.86553955078125
Martyetal_2023,Exp_1,Epistemic,14,Test,Block_A,Nominal,Test,Target_1,Sam,Every visible box contains a yellow ball or a grey ball.,A-AB-A,a yellow ball,a yellow ball and a grey ball,a yellow ball,yellow,grey,blue,green,Bad,Good,62|63|7|61|8|6|3|1|57|64|2|60|59|4|5|58,-23.735031127929688,-22.704025268554688,-23.735031127929688,-22.704025268554688
Martyetal_2023,Exp_1,Epistemic,15,Test,Block_A,Nominal,Test,Good,Sam,Every visible box contains a green ball or a grey ball.,A-AB-B,a grey ball,a green ball and a grey ball,a green ball,green,grey,blue,yellow,Bad,Good,8|3|6|64|62|61|57|2|1|7|58|5|63|4|59|60,-23.556041717529297,-23.082408905029297,-23.556041717529297,-23.082408905029297
Martyetal_2023,Exp_1,Epistemic,16,Test,Block_A,Nominal,Control_3,Good,Sam,No visible box contains a green ball.,C-CD-C,a grey ball,a grey ball and a blue ball,a grey ball,green,yellow,grey,blue,Bad,Good,61|3|2|63|7|62|4|1|5|8|6|57|59|64|60|58,-23.552560806274414,-22.966867446899414,-23.552560806274414,-22.966867446899414
Martyetal_2023,Exp_1,Epistemic,17,Test,Block_A,Nominal,Control_4,Good,Sam,No visible box contains a green ball or a yellow ball.,C-CD-C,a blue ball,a blue ball,a blue ball and a grey ball,green,yellow,blue,grey,Bad,Good,57|62|4|63|60|8|61|5|6|1|64|7|59|3|58|2,-23.64012908935547,-23.02855682373047,-23.64012908935547,-23.02855682373047
Martyetal_2023,Exp_1,Epistemic,18,Test,Block_A,Nominal,Test,Bad,Sam,Every visible box contains a blue ball or a yellow ball.,A-CD-C,a green ball,a green ball and a grey ball,a blue ball,blue,yellow,green,grey,Bad,Good,58|61|3|7|57|60|64|2|4|59|8|63|6|5|62|1,-24.066118240356445,-23.323442459106445,-24.066118240356445,-23.323442459106445
Martyetal_2023,Exp_1,Epistemic,19,Test,Block_A,Nominal,Control_1,Good,Mia,Every visible box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,6|62|58|57|63|3|61|60|8|64|4|2|7|1|5|59,-23.58973503112793,-23.15028190612793,-23.58973503112793,-23.15028190612793
