Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_1,Epistemic,9,Test,Block_A,Nominal,Control_1,Good,Mia,Every visible box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good,1|62|8|7|6|58|4|5|64|60|61|2|63|57|3|59,-12.5809907913208,-10.8856782913208,-12.5809907913208,-10.8856782913208
Martyetal_2023,Exp_1,Epistemic,10,Test,Block_A,Nominal,Test,Target_1,Mia,Every visible box contains a yellow ball or a green ball.,A-AB-AB,a yellow and a green ball,a yellow ball,a yellow and a green ball,yellow,green,grey,blue,Bad,Good,64|8|63|3|7|61|2|1|60|59|5|62|6|57|58|4,-12.773468017578125,-11.000030517578125,-12.773468017578125,-11.000030517578125
Martyetal_2023,Exp_1,Epistemic,11,Test,Block_A,Nominal,Control_1,Bad,Mia,Every visible box contains a grey ball.,A-CD-C,a green ball and a yellow ball,a green ball,a grey ball,grey,blue,green,yellow,Bad,Good,6|63|4|7|57|2|61|59|3|60|62|5|58|8|1|64,-12.5687837600708,-10.9281587600708,-12.5687837600708,-10.9281587600708
Martyetal_2023,Exp_1,Epistemic,12,Test,Block_A,Nominal,Control_2,Good,Sam,Every visible box contains a grey ball and a green ball.,AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,yellow,blue,Bad,Good,64|60|6|3|58|57|7|59|62|5|4|63|61|2|8|1,-12.050230026245117,-10.753355026245117,-12.050230026245117,-10.753355026245117
Martyetal_2023,Exp_1,Epistemic,13,Test,Block_A,Nominal,Control_3,Bad,Mia,No visible box contains a yellow ball.,A-CD-A,a yellow ball,a yellow ball,a grey ball and a blue ball,yellow,green,grey,blue,Bad,Good,4|2|61|6|3|8|64|58|63|7|60|62|1|59|57|5,-13.002012252807617,-10.752012252807617,-13.002012252807617,-10.752012252807617
Martyetal_2023,Exp_1,Epistemic,14,Test,Block_A,Nominal,Test,Target_1,Sam,Every visible box contains a yellow ball or a grey ball.,A-AB-A,a yellow ball,a yellow ball and a grey ball,a yellow ball,yellow,grey,blue,green,Bad,Good,6|57|63|7|8|5|4|64|60|58|2|61|59|3|62|1,-13.051283836364746,-10.977065086364746,-13.051283836364746,-10.977065086364746
Martyetal_2023,Exp_1,Epistemic,15,Test,Block_A,Nominal,Test,Good,Sam,Every visible box contains a green ball or a grey ball.,A-AB-B,a grey ball,a green ball and a grey ball,a green ball,green,grey,blue,yellow,Bad,Good,3|7|61|60|64|1|58|57|62|63|4|59|8|6|5|2,-12.589476585388184,-10.566039085388184,-12.589476585388184,-10.566039085388184
Martyetal_2023,Exp_1,Epistemic,16,Test,Block_A,Nominal,Control_3,Good,Sam,No visible box contains a green ball.,C-CD-C,a grey ball,a grey ball and a blue ball,a grey ball,green,yellow,grey,blue,Bad,Good,60|7|5|63|57|4|64|59|62|1|6|58|8|2|3|61,-13.116707801818848,-10.823739051818848,-13.116707801818848,-10.823739051818848
Martyetal_2023,Exp_1,Epistemic,17,Test,Block_A,Nominal,Control_4,Good,Sam,No visible box contains a green ball or a yellow ball.,C-CD-C,a blue ball,a blue ball,a blue ball and a grey ball,green,yellow,blue,grey,Bad,Good,63|7|57|1|2|4|64|61|60|3|5|62|8|59|58|6,-12.857442855834961,-11.408224105834961,-12.857442855834961,-11.408224105834961
Martyetal_2023,Exp_1,Epistemic,18,Test,Block_A,Nominal,Test,Bad,Sam,Every visible box contains a blue ball or a yellow ball.,A-CD-C,a green ball,a green ball and a grey ball,a blue ball,blue,yellow,green,grey,Bad,Good,5|61|62|1|6|8|7|57|58|4|59|2|3|60|63|64,-13.244318008422852,-11.127130508422852,-13.244318008422852,-11.127130508422852
