Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_6,25,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,7|15|18|12|4|9|3|5|17|20|2|23|8|6|13|11|22|19|24|10|14|1|21|16,-22.002525329589844,-26.62329864501953,-22.002525329589844,-26.62329864501953
Martyetal_2022,Exp_6,26,Test,Low,Positive,FC,Good,Sam,It is possible that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,3|7|11|15|18|22|21|4|13|1|5|17|6|16|19|2|20|10|24|14|9|12|8|23,-21.116695404052734,-29.21219253540039,-21.116695404052734,-29.21219253540039
Martyetal_2022,Exp_6,27,Test,Low,Positive,SI,Good,Mia,It is possible that the mystery box contains a green ball.,A-D-C,a green ball,a grey ball,a blue ball,green,yellow,blue,grey,Bad,Good,23|2|18|19|16|5|21|9|6|8|24|14|13|1|17|10|15|3|4|22|20|7|12|11,-19.848169326782227,-31.56769561767578,-19.848169326782227,-31.56769561767578
Martyetal_2022,Exp_6,28,Test,Low,Positive,DIST,Bad,Sam,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,7|22|12|14|18|19|11|20|16|21|1|13|24|2|17|8|4|10|3|15|9|23|5|6,-21.97298240661621,-29.71051025390625,-21.97298240661621,-29.71051025390625
Martyetal_2022,Exp_6,29,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a grey ball or it contains a blue ball.,D-C-D,a green ball,a yellow ball,a green ball,grey,blue,yellow,green,Bad,Good,13|5|20|16|23|9|24|18|11|21|17|10|14|3|6|8|22|12|15|4|19|1|2|7,-16.4016056060791,-36.848873138427734,-16.4016056060791,-36.848873138427734
Martyetal_2022,Exp_6,30,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a green ball or it contains a blue ball.,A-A-A,a green ball,a green ball,a green ball,green,blue,yellow,grey,Bad,Good,5|18|3|11|13|16|12|10|8|9|19|6|20|22|21|15|24|14|7|23|17|4|2|1,-19.754674911499023,-27.408449172973633,-19.754674911499023,-27.408449172973633
Martyetal_2022,Exp_6,31,Test,Low,Negative,DIST,Bad,Sam,It is certain that either the mystery box does not contain a blue ball or it does not contain a yellow ball.,A-AB-B,a blue ball,a blue ball and a yellow ball,a yellow ball,blue,yellow,green,grey,Bad,Good,10|17|11|9|16|5|23|14|8|7|15|18|4|21|3|24|2|20|6|19|1|12|13|22,-19.178470611572266,-22.53706932067871,-19.178470611572266,-22.53706932067871
Martyetal_2022,Exp_6,32,Test,Low,Negative,DIST,Good,Mia,It is certain that either the mystery box does not contain a green ball or it does not contain a blue ball.,A-B-A,a green ball,a blue ball,a green ball,green,blue,yellow,grey,Bad,Good,16|21|4|10|9|22|20|13|17|7|1|5|3|19|18|24|6|14|2|11|8|12|23|15,-14.600979804992676,-27.46234130859375,-14.600979804992676,-27.46234130859375
Martyetal_2022,Exp_6,33,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a blue ball or it contains a yellow ball.,D-C-D,a grey ball,a green ball,a grey ball,blue,yellow,green,grey,Bad,Good,11|7|6|18|12|22|5|19|1|9|3|24|17|13|15|20|10|16|8|21|2|4|14|23,-21.09130859375,-29.890169143676758,-21.09130859375,-29.890169143676758
Martyetal_2022,Exp_6,34,Test,Low,Negative,II,Good,Mia,Either the mystery box does not contain a grey ball or it does not contain a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,17|13|23|7|15|20|10|24|2|19|4|1|6|11|3|18|16|14|5|8|12|9|21|22,-18.819541931152344,-24.127275466918945,-18.819541931152344,-24.127275466918945
