Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_3,9,Test,Test,Good,Sam,`The mystery box contains a grey ball or a green ball.',A-AA-B,a green ball,a green ball and a green ball,a grey ball,green,grey,yellow,blue,Bad,Good,2|1|4|7|5|8|3|6,-4.090659141540527,-4.319375991821289,-12.271976470947266,-12.958127975463867
Deganoetal_2024,Exp_3,10,Test,Control_4,Bad,Sam,`The mystery box does not contain a grey ball or a blue ball.',A-CD-B,a green ball and a yellow ball,a grey ball,a blue ball,grey,blue,green,yellow,Bad,Good,8|3|2|6|4|1|5|7,-4.1419782638549805,-4.418019771575928,-12.425933837890625,-13.254058837890625
Deganoetal_2024,Exp_3,11,Test,Test,Good-Excl,Mia,`The mystery box contains a yellow ball or a grey ball.',A-AB-B,a yellow ball,a grey ball and a yellow ball,a grey ball,grey,yellow,green,blue,Bad,Good,7|4|3|1|2|8|6|5,-4.126039505004883,-4.3265604972839355,-12.378118515014648,-12.979681015014648
Deganoetal_2024,Exp_3,12,Test,Test,Target_1,Mia,`The mystery box contains a grey ball or a green ball.',A-AB-AB,a green ball and a grey ball,a green ball and a grey ball,a green ball,green,grey,blue,yellow,Bad,Good,6|3|4|1|7|2|8|5,-4.491135597229004,-4.241135597229004,-13.473406791687012,-12.723406791687012
Deganoetal_2024,Exp_3,13,Test,Control_4,Good,Sam,`The mystery box does not contain a blue ball or a grey ball.',C-CD-C,a yellow ball,a yellow ball,a yellow and a green ball,blue,grey,yellow,green,Bad,Good,4|6|3|5|8|7|2|1,-4.179776191711426,-4.382901191711426,-12.539327621459961,-13.148702621459961
Deganoetal_2024,Exp_3,14,Test,Control_1,Bad,Sam,`The mystery box contains a green ball.',A-CD-C,a green ball,a blue ball,a blue ball and a yellow ball,green,grey,blue,yellow,Bad,Good,5|2|4|7|3|6|8|1,-4.374615669250488,-4.109099388122559,-13.123847007751465,-12.32729721069336
Deganoetal_2024,Exp_3,15,Test,Test,Target_2,Mia,`The mystery box contains a green ball or a grey ball.',A-AA-A,a grey ball,a grey ball and a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,5|8|3|7|1|2|4|6,-4.3210062980651855,-4.101382255554199,-12.963018417358398,-12.304146766662598
Deganoetal_2024,Exp_3,16,Test,Control_3,Good,Sam,`The mystery box contains a grey ball and a green ball.',AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,1|8|4|7|3|6|2|5,-4.421353340148926,-4.151104927062988,-13.264059066772461,-12.453314781188965
Deganoetal_2024,Exp_3,17,Test,Control_2,Good,Mia,`The mystery box does not contain a blue ball.',C-CD-C,a green ball,a green ball and a yellow ball,a green ball,blue,grey,green,yellow,Bad,Good,1|8|2|7|6|3|4|5,-4.03623104095459,-4.330502033233643,-12.10869312286377,-12.99150562286377
Deganoetal_2024,Exp_3,18,Test,Control_4,Bad,Mia,`The mystery box does not contain a blue ball or a grey ball.',A-CD-B,a blue ball,a grey ball,a green ball and a yellow ball,blue,grey,green,yellow,Bad,Good,7|3|4|6|5|2|8|1,-4.415685653686523,-4.145493984222412,-13.24705696105957,-12.436481475830078
Deganoetal_2024,Exp_3,19,Test,Test,Good-Excl,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,blue,green,Bad,Good,2|1|6|3|7|8|4|5,-4.094509601593018,-4.297634601593018,-12.283528327941895,-12.892903327941895
Deganoetal_2024,Exp_3,20,Test,Control_3,Good,Mia,`The mystery box contains a grey ball and a green ball.',AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,4|3|6|2|7|8|1|5,-4.400900363922119,-4.174337863922119,-13.2027006149292,-12.5230131149292
Deganoetal_2024,Exp_3,21,Test,Control_1,Bad,Mia,`The mystery box contains a blue ball.',A-CD-C,a yellow and a green ball,a yellow ball,a blue ball,blue,grey,yellow,green,Bad,Good,5|3|4|8|7|1|6|2,-4.054845809936523,-4.343908309936523,-12.164536476135254,-13.031723976135254
Deganoetal_2024,Exp_3,22,Test,Test,Target_1,Mia,`The mystery box contains a blue ball or a yellow ball.',A-AB-A,a yellow ball,a yellow ball,a yellow ball and a blue ball,yellow,blue,grey,green,Bad,Good,5|1|3|6|8|4|2|7,-4.387174606323242,-4.1319661140441895,-13.16152286529541,-12.39589786529541
Deganoetal_2024,Exp_3,23,Test,Test,Good-Excl,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-B,a yellow ball and a grey ball,a grey ball,a yellow ball,yellow,grey,green,blue,Bad,Good,8|5|7|2|1|6|4|3,-4.462136745452881,-4.209532737731934,-13.386409759521484,-12.628597259521484
Deganoetal_2024,Exp_3,24,Test,Test,Bad,Mia,`The mystery box contains a green ball or a blue ball.',A-CD-B,a green ball,a grey ball and a yellow ball,a blue ball,blue,green,grey,yellow,Bad,Good,3|5|4|7|1|2|6|8,-4.094640731811523,-4.333961486816406,-12.28392219543457,-13.001883506774902
Deganoetal_2024,Exp_3,25,Test,Control_2,Bad,Mia,`The mystery box does not contain a blue ball.',A-CD-A,a blue ball,a blue ball,a grey ball and a green ball,blue,yellow,grey,green,Bad,Good,4|6|7|8|2|1|3|5,-4.431698799133301,-4.176429271697998,-13.295096397399902,-12.529287338256836
Deganoetal_2024,Exp_3,26,Test,Control_1,Good,Sam,`The mystery box contains a blue ball.',A-A-A,a blue ball,a blue ball,a blue ball,blue,grey,green,yellow,Bad,Good,2|6|3|1|4|5|8|7,-4.07159948348999,-4.3007659912109375,-12.214797973632812,-12.902297973632812
Deganoetal_2024,Exp_3,27,Test,Test,Target_1,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-A,a yellow ball,a yellow ball and a grey ball,a yellow ball,yellow,grey,green,blue,Bad,Good,3|1|6|5|2|8|7|4,-4.121772766113281,-4.319087505340576,-12.365318298339844,-12.95726203918457
Deganoetal_2024,Exp_3,28,Test,Test,Target_2,Mia,`The mystery box contains a grey ball or a green ball.',A-AA-AA,a green ball and a green ball,a green ball,a green ball and a green ball,green,grey,blue,yellow,Bad,Good,6|7|3|1|4|5|8|2,-4.465497970581055,-4.224793910980225,-13.396493911743164,-12.674381256103516
