Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_6,25,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,7|11|14|9|10|4|20|16|23|15|6|2|17|19|1|12|5|22|13|8|21|3|24|18,-8.105918884277344,-10.840293884277344,-8.105918884277344,-10.840293884277344
Martyetal_2022,Exp_6,26,Test,Low,Positive,FC,Good,Sam,It is possible that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,11|1|7|5|19|6|13|24|18|10|16|15|4|22|14|21|12|20|23|9|2|17|8|3,-7.974948883056641,-10.65463638305664,-7.974948883056641,-10.65463638305664
Martyetal_2022,Exp_6,27,Test,Low,Positive,SI,Good,Mia,It is possible that the mystery box contains a green ball.,A-D-C,a green ball,a grey ball,a blue ball,green,yellow,blue,grey,Bad,Good,7|3|6|8|13|19|22|11|24|21|12|23|14|18|16|4|5|15|2|9|10|17|1|20,-8.216456413269043,-10.716456413269043,-8.216456413269043,-10.716456413269043
Martyetal_2022,Exp_6,28,Test,Low,Positive,DIST,Bad,Sam,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,2|24|5|19|20|16|10|15|1|12|18|22|23|13|4|9|6|3|8|17|21|11|14|7,-7.7600297927856445,-10.357686042785645,-7.7600297927856445,-10.357686042785645
Martyetal_2022,Exp_6,29,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a grey ball or it contains a blue ball.,D-C-D,a green ball,a yellow ball,a green ball,grey,blue,yellow,green,Bad,Good,24|21|1|10|19|6|15|8|20|18|11|3|16|17|14|22|13|12|9|5|4|2|23|7,-7.814731121063232,-10.50613784790039,-7.814731121063232,-10.50613784790039
Martyetal_2022,Exp_6,30,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a green ball or it contains a blue ball.,A-A-A,a green ball,a green ball,a green ball,green,blue,yellow,grey,Bad,Good,5|1|22|16|2|21|19|15|9|12|24|6|4|10|20|13|7|8|23|18|11|3|14|17,-8.256122589111328,-11.435810089111328,-8.256122589111328,-11.435810089111328
Martyetal_2022,Exp_6,31,Test,Low,Negative,DIST,Bad,Sam,It is certain that either the mystery box does not contain a blue ball or it does not contain a yellow ball.,A-AB-B,a blue ball,a blue ball and a yellow ball,a yellow ball,blue,yellow,green,grey,Bad,Good,1|3|20|14|18|12|17|24|7|4|6|16|9|2|15|23|11|8|22|5|19|21|13|10,-8.490915298461914,-11.279977798461914,-8.490915298461914,-11.279977798461914
Martyetal_2022,Exp_6,32,Test,Low,Negative,DIST,Good,Mia,It is certain that either the mystery box does not contain a green ball or it does not contain a blue ball.,A-B-A,a green ball,a blue ball,a green ball,green,blue,yellow,grey,Bad,Good,4|15|21|12|2|20|11|23|3|14|7|18|13|17|10|19|1|24|5|8|16|9|6|22,-8.316189765930176,-10.898221015930176,-8.316189765930176,-10.898221015930176
Martyetal_2022,Exp_6,33,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a blue ball or it contains a yellow ball.,D-C-D,a grey ball,a green ball,a grey ball,blue,yellow,green,grey,Bad,Good,23|18|1|15|20|24|3|6|4|22|14|17|8|7|19|10|5|11|16|21|2|9|12|13,-7.779834747314453,-10.393115997314453,-7.779834747314453,-10.393115997314453
Martyetal_2022,Exp_6,34,Test,Low,Negative,II,Good,Mia,Either the mystery box does not contain a grey ball or it does not contain a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,10|19|7|8|3|15|11|18|17|1|20|6|12|23|5|16|9|13|4|21|2|24|14|22,-7.888227462768555,-10.329633712768555,-7.888227462768555,-10.329633712768555
