Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_2,Deontic,9,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a yellow ball or a green ball.,A-CD-C,a grey ball and a blue ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,1|59|62|57|5|60|7|2|63|61|4|6|64|8|3|58,-1.5849609375,-0.2568359375,-1.5849609375,-0.2568359375
Martyetal_2023,Exp_2,Deontic,10,Test,Block_A,Nominal,Control_4,Bad,Sam,No box contains a green ball or a grey ball.,A-CD-A,a green ball,a yellow ball and a blue ball,a green ball,green,grey,yellow,blue,Bad,Good,7|61|4|2|58|62|60|6|8|1|57|5|64|3|63|59,-1.486328125,-0.283203125,-1.486328125,-0.283203125
Martyetal_2023,Exp_2,Deontic,11,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a yellow ball or a grey ball.,A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,green,blue,Bad,Good,2|60|59|6|64|61|7|62|63|58|1|5|8|3|4|57,-0.79638671875,-0.65576171875,-0.79638671875,-0.65576171875
Martyetal_2023,Exp_2,Deontic,12,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a green ball or a grey ball.,A-AB-B,a green ball,a green ball and a grey ball,a grey ball,green,grey,yellow,blue,Bad,Good,59|62|4|60|8|2|1|6|64|5|7|61|57|3|63|58,-1.623046875,-0.232666015625,-1.623046875,-0.232666015625
Martyetal_2023,Exp_2,Deontic,13,Test,Block_A,Nominal,Test,Target_2,Sam,Every box contains a grey ball or a green ball.,A-AC-AC,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball,grey,green,yellow,blue,Bad,Good,58|3|7|59|5|6|62|57|4|64|8|63|60|61|1|2,-1.16015625,-0.41015625,-1.16015625,-0.41015625
Martyetal_2023,Exp_2,Deontic,14,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a green ball or a blue ball.,A-CD-C,a grey ball,a grey ball and a yellow ball,a green ball,green,blue,grey,yellow,Bad,Good,58|2|60|5|6|62|64|63|7|57|1|4|61|59|3|8,-1.544921875,-0.263427734375,-1.544921875,-0.263427734375
Martyetal_2023,Exp_2,Deontic,15,Test,Block_A,Nominal,Control_2,Good,Mia,Every box contains a grey ball and a yellow ball.,AB-AB-AB,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball and a yellow ball,grey,yellow,blue,green,Bad,Good,3|8|63|62|2|6|7|61|57|60|58|5|1|64|59|4,-1.1494140625,-0.399169921875,-1.1494140625,-0.399169921875
Martyetal_2023,Exp_2,Deontic,16,Test,Block_A,Nominal,Control_4,Good,Mia,No box contains a blue ball or a yellow ball.,C-CD-C,a green ball,a green ball and a grey ball,a green ball,blue,yellow,green,grey,Bad,Good,57|59|6|4|61|58|63|2|8|62|1|7|64|60|3|5,-1.091796875,-0.419921875,-1.091796875,-0.419921875
Martyetal_2023,Exp_2,Deontic,17,Test,Block_A,Nominal,Control_2,Bad,Mia,Every box contains a grey ball and a green ball.,AB-CD-C,a grey ball and a green ball,a blue ball,a blue ball and a yellow ball,grey,green,blue,yellow,Bad,Good,59|60|4|7|1|58|63|2|64|57|8|6|61|3|5|62,-1.923828125,-0.173828125,-1.923828125,-0.173828125
Martyetal_2023,Exp_2,Deontic,18,Test,Block_A,Nominal,Control_3,Bad,Mia,No box contains a grey ball.,A-CD-A,a yellow ball and a blue ball,a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,62|64|63|1|5|6|3|4|2|7|61|8|57|59|58|60,-1.1826171875,-0.385498046875,-1.1826171875,-0.385498046875
