Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_4,25,Test,High,Negative,SI,Bad,Mia,It is not certain that the mystery box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,grey,blue,Bad,Good,19|7|17|6|4|8|13|24|10|22|12|15|21|3|9|18|11|2|16|23|20|1|5|14,-0.925384521484375,-0.5074577927589417,-0.925384521484375,-0.5074577927589417
Martyetal_2022,Exp_4,26,Test,High,Positive,DIST,Good,Mia,It is certain that the mystery box contains either a grey ball or a blue ball.,A-AB-B,a grey ball,a grey ball and a blue ball,a blue ball,grey,blue,green,yellow,Bad,Good,18|4|5|11|3|2|10|17|1|23|8|24|16|15|12|13|9|22|19|6|21|14|20|7,-0.577247679233551,-0.8651167750358582,-0.577247679233551,-0.8651167750358582
Martyetal_2022,Exp_4,27,Test,High,Negative,FC,Target,Mia,It is not certain that the mystery box contains both a yellow ball and a green ball.,A-AB-A,a yellow ball,a yellow and a green ball,a yellow ball,yellow,green,grey,blue,Bad,Good,13|21|15|17|7|8|1|19|6|18|4|5|2|24|23|20|3|16|12|11|10|22|9|14,-0.5846779942512512,-0.8570897579193115,-0.5846779942512512,-0.8570897579193115
Martyetal_2022,Exp_4,28,Test,High,Negative,DIST,Good,Sam,It is not possible that the mystery box contains both a blue ball and a yellow ball.,A-B-A,a blue ball,a yellow ball,a blue ball,blue,yellow,green,grey,Bad,Good,14|18|19|9|17|12|7|13|1|11|10|15|8|21|3|20|2|24|6|16|22|4|23|5,-0.540397047996521,-0.9546911120414734,-0.540397047996521,-0.9546911120414734
Martyetal_2022,Exp_4,29,Test,High,Positive,II,Good,Sam,The mystery box contains either a grey ball or a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,21|22|12|9|24|17|1|16|8|6|14|18|2|3|15|23|5|10|13|20|4|19|11|7,-0.6110138297080994,-0.8139793872833252,-0.6110138297080994,-0.8139793872833252
Martyetal_2022,Exp_4,30,Test,High,Positive,FC,Target,Mia,It is possible that the mystery box contains either a grey ball or a blue ball.,A-C-A,a grey ball,a yellow ball,a grey ball,grey,blue,yellow,green,Bad,Good,18|17|10|4|14|23|22|13|16|20|7|15|6|8|21|5|2|11|1|3|24|9|12|19,-0.6017937064170837,-0.8204717636108398,-0.6017937064170837,-0.8204717636108398
Martyetal_2022,Exp_4,31,Test,High,Positive,II,Target,Sam,The mystery box contains either a grey ball or a green ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,22|10|23|6|12|11|9|1|19|20|16|4|8|15|2|24|7|21|5|17|18|3|13|14,-0.376315712928772,-1.220065712928772,-0.376315712928772,-1.220065712928772
Martyetal_2022,Exp_4,32,Test,High,Negative,II,Good,Mia,The mystery box does not contain both a grey ball and a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,blue,yellow,Bad,Good,15|4|10|8|11|20|1|24|2|6|21|13|18|12|17|3|7|16|22|5|19|23|14|9,-0.7084192037582397,-0.7083868980407715,-0.7084192037582397,-0.7083868980407715
Martyetal_2022,Exp_4,33,Test,High,Positive,FC,Target,Sam,It is possible that the mystery box contains either a yellow ball or a green ball.,A-C-A,a yellow ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,7|3|8|14|15|10|20|16|4|18|2|9|6|17|21|11|5|1|22|19|12|23|24|13,-0.6931818723678589,-0.7479280829429626,-0.6931818723678589,-0.7479280829429626
Martyetal_2022,Exp_4,34,Test,High,Positive,SI,Bad,Mia,It is possible that the mystery box contains a yellow ball.,D-D-D,a green ball,a green ball,a green ball,yellow,blue,grey,green,Bad,Good,13|7|14|20|12|8|21|16|9|23|6|22|2|18|19|5|4|3|17|24|1|10|11|15,-0.29650914669036865,-1.405875325202942,-0.29650914669036865,-1.405875325202942
