Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_1,Epistemic,9,Test,Block_A,Nominal,Control_1,Good,Mia,Every visible box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good,8|63|64|5|62|59|61|6|4|60|57|58|3|2|1|7,-1.0595703125,-0.466064453125,-1.0595703125,-0.466064453125
Martyetal_2023,Exp_1,Epistemic,10,Test,Block_A,Nominal,Test,Target_1,Mia,Every visible box contains a yellow ball or a green ball.,A-AB-AB,a yellow and a green ball,a yellow ball,a yellow and a green ball,yellow,green,grey,blue,Bad,Good,57|5|61|3|62|2|8|64|59|7|6|1|63|4|58|60,-0.92724609375,-0.53662109375,-0.92724609375,-0.53662109375
Martyetal_2023,Exp_1,Epistemic,11,Test,Block_A,Nominal,Control_1,Bad,Mia,Every visible box contains a grey ball.,A-CD-C,a green ball and a yellow ball,a green ball,a grey ball,grey,blue,green,yellow,Bad,Good,1|60|62|3|5|58|57|7|63|61|64|6|8|4|59|2,-0.99755859375,-0.497314453125,-0.99755859375,-0.497314453125
Martyetal_2023,Exp_1,Epistemic,12,Test,Block_A,Nominal,Control_2,Good,Sam,Every visible box contains a grey ball and a green ball.,AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,yellow,blue,Bad,Good,3|62|60|2|4|63|59|64|5|61|57|6|8|7|1|58,-1.0869140625,-0.44677734375,-1.0869140625,-0.44677734375
Martyetal_2023,Exp_1,Epistemic,13,Test,Block_A,Nominal,Control_3,Bad,Mia,No visible box contains a yellow ball.,A-CD-A,a yellow ball,a yellow ball,a grey ball and a blue ball,yellow,green,grey,blue,Bad,Good,3|2|57|1|61|8|63|7|59|62|4|6|60|5|64|58,-2.3046875,-0.1170654296875,-2.3046875,-0.1170654296875
Martyetal_2023,Exp_1,Epistemic,14,Test,Block_A,Nominal,Test,Target_1,Sam,Every visible box contains a yellow ball or a grey ball.,A-AB-A,a yellow ball,a yellow ball and a grey ball,a yellow ball,yellow,grey,blue,green,Bad,Good,61|3|62|8|57|1|64|60|58|7|4|5|6|59|63|2,-0.46923828125,-1.0166015625,-0.46923828125,-1.0166015625
Martyetal_2023,Exp_1,Epistemic,15,Test,Block_A,Nominal,Test,Good,Sam,Every visible box contains a green ball or a grey ball.,A-AB-B,a grey ball,a green ball and a grey ball,a green ball,green,grey,blue,yellow,Bad,Good,58|7|5|2|57|4|3|64|8|59|60|62|1|61|63|6,-1.66796875,-0.2308349609375,-1.66796875,-0.2308349609375
Martyetal_2023,Exp_1,Epistemic,16,Test,Block_A,Nominal,Control_3,Good,Sam,No visible box contains a green ball.,C-CD-C,a grey ball,a grey ball and a blue ball,a grey ball,green,yellow,grey,blue,Bad,Good,8|59|1|62|2|61|4|5|57|3|64|63|7|6|58|60,-1.052734375,-0.474365234375,-1.052734375,-0.474365234375
Martyetal_2023,Exp_1,Epistemic,17,Test,Block_A,Nominal,Control_4,Good,Sam,No visible box contains a green ball or a yellow ball.,C-CD-C,a blue ball,a blue ball,a blue ball and a grey ball,green,yellow,blue,grey,Bad,Good,2|8|63|6|7|3|5|62|57|60|61|1|64|59|4|58,-1.248046875,-0.357666015625,-1.248046875,-0.357666015625
Martyetal_2023,Exp_1,Epistemic,18,Test,Block_A,Nominal,Test,Bad,Sam,Every visible box contains a blue ball or a yellow ball.,A-CD-C,a green ball,a green ball and a grey ball,a blue ball,blue,yellow,green,grey,Bad,Good,64|8|60|6|2|62|3|4|1|61|5|63|58|57|7|59,-0.94873046875,-0.54248046875,-0.94873046875,-0.54248046875
Martyetal_2023,Exp_1,Epistemic,19,Test,Block_A,Nominal,Control_1,Good,Mia,Every visible box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,4|1|58|8|61|64|5|59|57|3|62|63|60|2|7|6,-1.126953125,-0.439208984375,-1.126953125,-0.439208984375
Martyetal_2023,Exp_1,Epistemic,20,Test,Block_A,Nominal,Test,Good,Mia,Every visible box contains a green ball or a yellow ball.,A-AB-B,a green ball,a yellow ball,a green ball and a yellow ball,green,yellow,blue,grey,Bad,Good,5|6|2|61|60|4|58|8|64|1|59|57|3|63|62|7,-0.89453125,-0.59765625,-0.89453125,-0.59765625
Martyetal_2023,Exp_1,Epistemic,21,Test,Block_A,Nominal,Control_4,Good,Sam,No visible box contains a green ball or a yellow ball.,C-CD-C,a blue ball,a blue ball and a grey ball,a blue ball,green,yellow,blue,grey,Bad,Good,61|2|8|3|57|1|64|6|5|62|4|63|59|60|7|58,-0.276611328125,-1.4794921875,-0.276611328125,-1.4794921875
Martyetal_2023,Exp_1,Epistemic,22,Test,Block_A,Nominal,Test,Target_1,Sam,Every visible box contains a green ball or a yellow ball.,A-AB-A,a green ball,a green ball,a green ball and a yellow ball,green,yellow,grey,blue,Bad,Good,59|60|4|63|64|2|6|3|61|5|8|7|57|62|1|58,-0.728515625,-0.712890625,-0.728515625,-0.712890625
Martyetal_2023,Exp_1,Epistemic,23,Test,Block_A,Nominal,Control_4,Bad,Mia,No visible box contains a grey ball or a blue ball.,A-CD-A,a grey ball,a green ball and a yellow ball,a grey ball,grey,blue,green,yellow,Bad,Good,63|5|64|1|60|62|6|61|4|3|2|59|57|58|8|7,-1.271484375,-0.36572265625,-1.271484375,-0.36572265625
Martyetal_2023,Exp_1,Epistemic,24,Test,Block_A,Nominal,Control_2,Bad,Mia,Every visible box contains a green ball and a blue ball.,AB-CD-C,a yellow ball,a yellow ball and a grey ball,a green ball and a blue ball,green,blue,yellow,grey,Bad,Good,1|8|59|2|60|7|58|61|3|63|4|62|57|64|6|5,-1.845703125,-0.1890869140625,-1.845703125,-0.1890869140625
Martyetal_2023,Exp_1,Epistemic,25,Test,Block_A,Nominal,Test,Target_2,Sam,Every visible box contains a yellow ball or a green ball.,A-AC-A,a yellow ball,a yellow ball and a blue ball,a yellow ball,yellow,green,blue,grey,Bad,Good,4|2|58|64|61|3|8|7|6|1|59|57|63|60|5|62,-0.85205078125,-0.60205078125,-0.85205078125,-0.60205078125
Martyetal_2023,Exp_1,Epistemic,26,Test,Block_A,Nominal,Control_3,Bad,Mia,No visible box contains a grey ball.,A-CD-A,a grey ball,a grey ball,a yellow ball and a blue ball,grey,green,yellow,blue,Bad,Good,63|64|58|5|61|3|59|6|62|57|4|2|7|60|8|1,-1.333984375,-0.333740234375,-1.333984375,-0.333740234375
Martyetal_2023,Exp_1,Epistemic,27,Test,Block_A,Nominal,Test,Target_1,Sam,Every visible box contains a blue ball or a grey ball.,A-AB-AB,a blue ball and a grey ball,a blue ball,a blue ball and a grey ball,blue,grey,green,yellow,Bad,Good,8|2|64|4|59|6|61|1|60|62|57|63|58|7|3|5,-2.017578125,-0.15869140625,-2.017578125,-0.15869140625
Martyetal_2023,Exp_1,Epistemic,28,Test,Block_A,Nominal,Control_4,Bad,Mia,No visible box contains a grey ball or a green ball.,A-CD-A,a grey ball,a grey ball,a yellow ball and a blue ball,grey,green,yellow,blue,Bad,Good,58|64|61|5|60|7|1|3|2|6|57|8|62|59|4|63,-2.029296875,-0.15380859375,-2.029296875,-0.15380859375
Martyetal_2023,Exp_1,Epistemic,29,Test,Block_A,Nominal,Test,Bad,Mia,Every visible box contains a green ball or a grey ball.,A-CD-C,a blue ball,a blue ball and a yellow ball,a green ball,green,grey,blue,yellow,Bad,Good,63|1|5|58|60|4|62|3|8|7|61|64|59|2|57|6,-1.7265625,-0.226806640625,-1.7265625,-0.226806640625
Martyetal_2023,Exp_1,Epistemic,30,Test,Block_A,Nominal,Test,Target_2,Sam,Every visible box contains a green ball or a blue ball.,A-AC-A,a green ball,a green ball and a yellow ball,a green ball,green,blue,yellow,grey,Bad,Good,2|1|3|59|57|4|61|62|58|8|6|60|5|63|64|7,-1.03125,-0.468994140625,-1.03125,-0.468994140625
Martyetal_2023,Exp_1,Epistemic,31,Test,Block_A,Nominal,Test,Good,Mia,Every visible box contains a blue ball or a grey ball.,A-AB-B,a blue ball and a grey ball,a grey ball,a blue ball,blue,grey,yellow,green,Bad,Good,7|64|1|58|2|3|61|8|63|62|59|4|57|60|5|6,-1.6328125,-0.2425537109375,-1.6328125,-0.2425537109375
Martyetal_2023,Exp_1,Epistemic,32,Test,Block_A,Nominal,Test,Target_2,Sam,Every visible box contains a grey ball or a blue ball.,A-AC-AD,a grey ball and a yellow ball,a grey ball,a grey ball and a green ball,grey,blue,green,yellow,Bad,Good,64|8|63|2|57|61|62|4|1|5|59|3|58|7|60|6,-1.1728515625,-0.406982421875,-1.1728515625,-0.406982421875
Martyetal_2023,Exp_1,Epistemic,33,Test,Block_A,Nominal,Test,Good,Mia,Every visible box contains a yellow ball or a green ball.,A-AB-B,a green ball,a yellow and a green ball,a yellow ball,yellow,green,blue,grey,Bad,Good,1|62|57|2|64|5|60|8|59|6|63|4|61|7|3|58,-1.1220703125,-0.41845703125,-1.1220703125,-0.41845703125
Martyetal_2023,Exp_1,Epistemic,34,Test,Block_A,Nominal,Test,Target_2,Sam,Every visible box contains a blue ball or a green ball.,A-AC-AC,a blue ball,a blue ball and a yellow ball,a blue ball and a yellow ball,blue,green,yellow,grey,Bad,Good,61|64|5|62|58|6|1|3|8|63|60|57|4|7|2|59,-1.1650390625,-0.399658203125,-1.1650390625,-0.399658203125
Martyetal_2023,Exp_1,Epistemic,35,Test,Block_A,Nominal,Test,Bad,Mia,Every visible box contains a grey ball or a blue ball.,A-CD-C,a yellow and a green ball,a grey ball,a yellow ball,grey,blue,yellow,green,Bad,Good,6|62|59|4|63|3|5|7|64|60|57|58|1|61|8|2,-1.3466796875,-0.3623046875,-1.3466796875,-0.3623046875
Martyetal_2023,Exp_1,Epistemic,36,Test,Block_A,Nominal,Control_3,Good,Sam,No visible box contains a green ball.,C-CD-C,a blue ball,a blue ball,a blue ball and a yellow ball,green,grey,blue,yellow,Bad,Good,4|58|6|1|60|5|62|57|2|8|64|59|3|63|7|61,-0.6884765625,-0.7197265625,-0.6884765625,-0.7197265625
Martyetal_2023,Exp_1,Epistemic,37,Test,Block_A,Nominal,Test,Good,Mia,Every visible box contains a green ball or a blue ball.,A-AB-B,a green ball,a green ball and a blue ball,a blue ball,green,blue,grey,yellow,Bad,Good,57|59|3|63|64|7|6|8|2|61|62|1|58|5|60|4,-1.263671875,-0.357421875,-1.263671875,-0.357421875
Martyetal_2023,Exp_1,Epistemic,38,Test,Block_A,Nominal,Test,Target_2,Sam,Every visible box contains a blue ball or a yellow ball.,A-AC-AC,a blue ball and a grey ball,a blue ball,a blue ball and a grey ball,blue,yellow,grey,green,Bad,Good,60|61|62|2|64|3|8|5|7|1|58|6|63|59|4|57,-0.75,-0.6875,-0.75,-0.6875
Martyetal_2023,Exp_1,Epistemic,39,Test,Block_A,Nominal,Control_2,Good,Sam,Every visible box contains a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,grey,yellow,Bad,Good,4|2|1|63|8|7|61|6|60|3|57|5|62|58|64|59,-0.62744140625,-0.79931640625,-0.62744140625,-0.79931640625
Martyetal_2023,Exp_1,Epistemic,40,Test,Block_A,Nominal,Control_1,Good,Sam,Every visible box contains a blue ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,yellow,green,grey,Bad,Good,4|7|58|62|64|59|63|2|3|61|8|5|57|6|1|60,-0.5234375,-0.9609375,-0.5234375,-0.9609375
Martyetal_2023,Exp_1,Epistemic,41,Test,Block_A,Nominal,Control_4,Bad,Mia,No visible box contains a blue ball or a green ball.,A-CD-A,a blue ball,a grey ball and a yellow ball,a blue ball,blue,green,grey,yellow,Bad,Good,5|61|6|1|2|60|63|4|59|3|62|7|57|64|8|58,-1.515625,-0.281494140625,-1.515625,-0.281494140625
