Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_4,25,Test,High,Negative,SI,Bad,Mia,It is not certain that the mystery box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,grey,blue,Bad,Good,20|6|24|14|17|12|22|4|11|1|7|9|15|16|18|21|23|3|10|5|8|2|13|19,-4.828125,-7.99609375,-4.828125,-7.99609375
Martyetal_2022,Exp_4,26,Test,High,Positive,DIST,Good,Mia,It is certain that the mystery box contains either a grey ball or a blue ball.,A-AB-B,a grey ball,a grey ball and a blue ball,a blue ball,grey,blue,green,yellow,Bad,Good,3|8|1|4|19|7|16|15|22|17|5|24|23|20|13|18|6|9|11|14|12|2|21|10,-4.984375,-6.7109375,-4.984375,-6.7109375
Martyetal_2022,Exp_4,27,Test,High,Negative,FC,Target,Mia,It is not certain that the mystery box contains both a yellow ball and a green ball.,A-AB-A,a yellow ball,a yellow and a green ball,a yellow ball,yellow,green,grey,blue,Bad,Good,10|2|24|20|5|12|13|6|3|8|19|9|22|1|4|23|18|7|21|17|16|11|14|15,-5.12109375,-7.08984375,-5.12109375,-7.08984375
Martyetal_2022,Exp_4,28,Test,High,Negative,DIST,Good,Sam,It is not possible that the mystery box contains both a blue ball and a yellow ball.,A-B-A,a blue ball,a yellow ball,a blue ball,blue,yellow,green,grey,Bad,Good,18|7|24|22|3|8|13|19|14|17|4|5|1|6|23|2|9|21|15|20|11|12|10|16,-5.4453125,-6.82421875,-5.4453125,-6.82421875
Martyetal_2022,Exp_4,29,Test,High,Positive,II,Good,Sam,The mystery box contains either a grey ball or a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,11|24|18|14|23|2|22|6|3|16|1|19|13|5|9|15|4|12|21|7|10|8|20|17,-5.640625,-8.796875,-5.640625,-8.796875
Martyetal_2022,Exp_4,30,Test,High,Positive,FC,Target,Mia,It is possible that the mystery box contains either a grey ball or a blue ball.,A-C-A,a grey ball,a yellow ball,a grey ball,grey,blue,yellow,green,Bad,Good,14|13|10|6|20|2|9|3|18|11|16|22|1|23|24|8|12|4|5|7|17|15|21|19,-5.46875,-7.14453125,-5.46875,-7.14453125
Martyetal_2022,Exp_4,31,Test,High,Positive,II,Target,Sam,The mystery box contains either a grey ball or a green ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,14|12|4|13|16|15|7|2|1|20|6|9|23|11|5|10|17|24|3|8|19|18|21|22,-5.03515625,-8.46875,-5.03515625,-8.46875
Martyetal_2022,Exp_4,32,Test,High,Negative,II,Good,Mia,The mystery box does not contain both a grey ball and a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,blue,yellow,Bad,Good,9|12|13|8|24|17|19|18|4|21|3|10|6|23|11|14|2|7|1|22|16|5|20|15,-4.95703125,-6.20703125,-4.95703125,-6.20703125
Martyetal_2022,Exp_4,33,Test,High,Positive,FC,Target,Sam,It is possible that the mystery box contains either a yellow ball or a green ball.,A-C-A,a yellow ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,9|1|11|15|6|12|13|14|18|22|2|20|21|3|24|10|7|4|23|19|8|17|16|5,-5.01171875,-7.125,-5.01171875,-7.125
Martyetal_2022,Exp_4,34,Test,High,Positive,SI,Bad,Mia,It is possible that the mystery box contains a yellow ball.,D-D-D,a green ball,a green ball,a green ball,yellow,blue,grey,green,Bad,Good,20|24|15|18|4|3|9|17|21|5|2|7|23|12|1|22|6|14|19|13|8|16|11|10,-4.70703125,-8.1796875,-4.70703125,-8.1796875
