Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_2,Deontic,9,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a yellow ball or a green ball.,A-CD-C,a grey ball and a blue ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,58|3|57|1|7|5|59|8|62|6|61|64|60|63|4|2,-21.990896224975586,-21.340017318725586,-21.990896224975586,-21.340017318725586
Martyetal_2023,Exp_2,Deontic,10,Test,Block_A,Nominal,Control_4,Bad,Sam,No box contains a green ball or a grey ball.,A-CD-A,a green ball,a yellow ball and a blue ball,a green ball,green,grey,yellow,blue,Bad,Good,60|62|5|59|61|7|2|4|63|3|8|58|1|57|64|6,-22.26817512512207,-20.97569465637207,-22.26817512512207,-20.97569465637207
Martyetal_2023,Exp_2,Deontic,11,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a yellow ball or a grey ball.,A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,green,blue,Bad,Good,6|5|58|61|64|7|4|59|2|8|63|3|1|62|57|60,-22.21944236755371,-20.69161033630371,-22.21944236755371,-20.69161033630371
Martyetal_2023,Exp_2,Deontic,12,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a green ball or a grey ball.,A-AB-B,a green ball,a green ball and a grey ball,a grey ball,green,grey,yellow,blue,Bad,Good,62|8|57|64|2|59|58|5|3|1|63|61|4|60|6|7,-21.81258201599121,-20.90974998474121,-21.81258201599121,-20.90974998474121
Martyetal_2023,Exp_2,Deontic,13,Test,Block_A,Nominal,Test,Target_2,Sam,Every box contains a grey ball or a green ball.,A-AC-AC,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball,grey,green,yellow,blue,Bad,Good,59|2|3|8|58|57|63|6|4|5|64|7|1|62|60|61,-22.561206817626953,-21.503101348876953,-22.561206817626953,-21.503101348876953
Martyetal_2023,Exp_2,Deontic,14,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a green ball or a blue ball.,A-CD-C,a grey ball,a grey ball and a yellow ball,a green ball,green,blue,grey,yellow,Bad,Good,5|61|8|60|6|7|1|64|58|59|62|3|2|57|63|4,-22.39411735534668,-21.01569938659668,-22.39411735534668,-21.01569938659668
Martyetal_2023,Exp_2,Deontic,15,Test,Block_A,Nominal,Control_2,Good,Mia,Every box contains a grey ball and a yellow ball.,AB-AB-AB,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball and a yellow ball,grey,yellow,blue,green,Bad,Good,1|64|63|61|8|2|57|4|5|62|60|3|59|6|7|58,-21.74385643005371,-20.78584861755371,-21.74385643005371,-20.78584861755371
Martyetal_2023,Exp_2,Deontic,16,Test,Block_A,Nominal,Control_4,Good,Mia,No box contains a blue ball or a yellow ball.,C-CD-C,a green ball,a green ball and a grey ball,a green ball,blue,yellow,green,grey,Bad,Good,62|60|58|8|1|2|59|64|63|4|57|6|7|61|3|5,-22.053062438964844,-20.896324157714844,-22.053062438964844,-20.896324157714844
Martyetal_2023,Exp_2,Deontic,17,Test,Block_A,Nominal,Control_2,Bad,Mia,Every box contains a grey ball and a green ball.,AB-CD-C,a grey ball and a green ball,a blue ball,a blue ball and a yellow ball,grey,green,blue,yellow,Bad,Good,61|1|57|7|5|8|63|64|3|60|62|59|2|4|6|58,-22.526962280273438,-21.236434936523438,-22.526962280273438,-21.236434936523438
Martyetal_2023,Exp_2,Deontic,18,Test,Block_A,Nominal,Control_3,Bad,Mia,No box contains a grey ball.,A-CD-A,a yellow ball and a blue ball,a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,63|5|62|60|6|8|58|4|2|59|57|3|7|64|1|61,-22.20984649658203,-21.22742462158203,-22.20984649658203,-21.22742462158203
Martyetal_2023,Exp_2,Deontic,19,Test,Block_A,Nominal,Control_1,Good,Sam,Every box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,61|60|2|62|5|3|7|8|57|58|1|63|6|59|64|4,-22.174850463867188,-21.415573120117188,-22.174850463867188,-21.415573120117188
Martyetal_2023,Exp_2,Deontic,20,Test,Block_A,Nominal,Control_2,Good,Sam,Every box contains a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,yellow,grey,Bad,Good,4|64|57|60|3|5|7|1|2|59|61|8|58|62|63|6,-21.87053680419922,-20.47698211669922,-21.87053680419922,-20.47698211669922
Martyetal_2023,Exp_2,Deontic,21,Test,Block_A,Nominal,Control_4,Bad,Mia,No box contains a blue ball or a green ball.,A-CD-A,a blue ball,a blue ball,a grey ball and a yellow ball,blue,green,grey,yellow,Bad,Good,3|64|5|8|59|1|6|62|63|7|61|60|2|57|4|58,-22.033344268798828,-21.456195831298828,-22.033344268798828,-21.456195831298828
Martyetal_2023,Exp_2,Deontic,22,Test,Block_A,Nominal,Test,Target_2,Mia,Every box contains a yellow ball or a green ball.,A-AC-AD,a yellow ball,a yellow ball and a grey ball,a yellow ball and a blue ball,yellow,green,blue,grey,Bad,Good,64|7|2|60|59|57|5|1|6|8|63|4|62|61|58|3,-22.41767120361328,-21.58075714111328,-22.41767120361328,-21.58075714111328
Martyetal_2023,Exp_2,Deontic,23,Test,Block_A,Nominal,Test,Bad,Mia,Every box contains a green ball or a blue ball.,A-CD-C,a green ball,a grey ball and a yellow ball,a grey ball,green,blue,grey,yellow,Bad,Good,2|61|62|1|60|63|57|5|6|8|3|64|59|58|4|7,-22.152873992919922,-21.062053680419922,-22.152873992919922,-21.062053680419922
Martyetal_2023,Exp_2,Deontic,24,Test,Block_A,Nominal,Test,Good,Sam,Every box contains a green ball or a grey ball.,A-AB-B,a grey ball,a green ball,a green ball and a grey ball,green,grey,blue,yellow,Bad,Good,59|4|5|7|60|1|6|3|57|62|2|8|61|63|64|58,-21.76597023010254,-20.65268898010254,-21.76597023010254,-20.65268898010254
Martyetal_2023,Exp_2,Deontic,25,Test,Block_A,Nominal,Control_1,Bad,Sam,Every box contains a blue ball.,A-CD-C,a blue ball,a yellow ball,a yellow ball and a grey ball,blue,green,yellow,grey,Bad,Good,57|58|64|8|61|1|7|4|63|60|5|2|3|6|62|59,-21.930044174194336,-21.147329330444336,-21.930044174194336,-21.147329330444336
Martyetal_2023,Exp_2,Deontic,26,Test,Block_A,Nominal,Control_2,Good,Sam,Every box contains a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,grey,yellow,Bad,Good,63|7|57|61|59|3|8|58|4|64|2|62|1|6|60|5,-22.472585678100586,-21.699636459350586,-22.472585678100586,-21.699636459350586
Martyetal_2023,Exp_2,Deontic,27,Test,Block_A,Nominal,Control_4,Bad,Sam,No box contains a grey ball or a blue ball.,A-CD-A,a yellow and a green ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,60|1|64|6|58|4|61|2|57|3|62|7|5|8|63|59,-22.21046257019043,-21.15431022644043,-22.21046257019043,-21.15431022644043
