Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_2,Deontic,9,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a yellow ball or a green ball.,A-CD-C,a grey ball and a blue ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,62|7|64|1|57|63|58|3|61|2|8|5|60|4|6|59,-1.3395780324935913,-0.3195696771144867,-1.3395780324935913,-0.3195696771144867
Martyetal_2023,Exp_2,Deontic,10,Test,Block_A,Nominal,Control_4,Bad,Sam,No box contains a green ball or a grey ball.,A-CD-A,a green ball,a yellow ball and a blue ball,a green ball,green,grey,yellow,blue,Bad,Good,64|2|4|8|62|1|3|5|57|60|61|59|63|7|58|6,-0.7453718781471252,-0.6674247980117798,-0.7453718781471252,-0.6674247980117798
Martyetal_2023,Exp_2,Deontic,11,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a yellow ball or a grey ball.,A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,green,blue,Bad,Good,8|62|6|61|5|1|4|63|57|59|64|7|58|2|60|3,-0.3915213942527771,-1.1727714538574219,-0.3915213942527771,-1.1727714538574219
Martyetal_2023,Exp_2,Deontic,12,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a green ball or a grey ball.,A-AB-B,a green ball,a green ball and a grey ball,a grey ball,green,grey,yellow,blue,Bad,Good,59|5|2|3|64|58|63|6|60|7|61|1|57|62|4|8,-0.4521714746952057,-1.0615603923797607,-0.4521714746952057,-1.0615603923797607
Martyetal_2023,Exp_2,Deontic,13,Test,Block_A,Nominal,Test,Target_2,Sam,Every box contains a grey ball or a green ball.,A-AC-AC,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball,grey,green,yellow,blue,Bad,Good,3|5|61|2|58|7|63|60|8|57|64|59|62|6|4|1,-0.5861749053001404,-0.8854002952575684,-0.5861749053001404,-0.8854002952575684
Martyetal_2023,Exp_2,Deontic,14,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a green ball or a blue ball.,A-CD-C,a grey ball,a grey ball and a yellow ball,a green ball,green,blue,grey,yellow,Bad,Good,57|1|3|8|61|7|2|58|6|5|64|63|60|4|62|59,-0.8163089752197266,-0.6202126741409302,-0.8163089752197266,-0.6202126741409302
Martyetal_2023,Exp_2,Deontic,15,Test,Block_A,Nominal,Control_2,Good,Mia,Every box contains a grey ball and a yellow ball.,AB-AB-AB,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball and a yellow ball,grey,yellow,blue,green,Bad,Good,61|2|5|1|3|64|6|57|8|63|59|62|4|58|60|7,-0.19267350435256958,-1.8848483562469482,-0.19267350435256958,-1.8848483562469482
Martyetal_2023,Exp_2,Deontic,16,Test,Block_A,Nominal,Control_4,Good,Mia,No box contains a blue ball or a yellow ball.,C-CD-C,a green ball,a green ball and a grey ball,a green ball,blue,yellow,green,grey,Bad,Good,2|3|6|58|64|59|4|5|1|8|61|7|57|63|60|62,-0.3327963054180145,-1.30167818069458,-0.3327963054180145,-1.30167818069458
Martyetal_2023,Exp_2,Deontic,17,Test,Block_A,Nominal,Control_2,Bad,Mia,Every box contains a grey ball and a green ball.,AB-CD-C,a grey ball and a green ball,a blue ball,a blue ball and a yellow ball,grey,green,blue,yellow,Bad,Good,61|62|5|63|8|58|3|4|2|6|1|57|60|59|7|64,-1.011240839958191,-0.47004738450050354,-1.011240839958191,-0.47004738450050354
Martyetal_2023,Exp_2,Deontic,18,Test,Block_A,Nominal,Control_3,Bad,Mia,No box contains a grey ball.,A-CD-A,a yellow ball and a blue ball,a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,61|64|62|1|2|7|3|63|60|8|57|59|58|4|6|5,-0.6778644919395447,-0.7482144832611084,-0.6778644919395447,-0.7482144832611084
Martyetal_2023,Exp_2,Deontic,19,Test,Block_A,Nominal,Control_1,Good,Sam,Every box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,3|4|1|60|2|5|58|57|62|61|8|59|7|6|63|64,-0.1970793455839157,-1.7995140552520752,-0.1970793455839157,-1.7995140552520752
Martyetal_2023,Exp_2,Deontic,20,Test,Block_A,Nominal,Control_2,Good,Sam,Every box contains a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,yellow,grey,Bad,Good,61|59|7|5|63|3|4|1|64|58|62|57|60|2|6|8,-0.08277294039726257,-2.723397970199585,-0.08277294039726257,-2.723397970199585
Martyetal_2023,Exp_2,Deontic,21,Test,Block_A,Nominal,Control_4,Bad,Mia,No box contains a blue ball or a green ball.,A-CD-A,a blue ball,a blue ball,a grey ball and a yellow ball,blue,green,grey,yellow,Bad,Good,8|4|5|2|1|59|7|63|61|58|6|60|64|57|3|62,-0.7473973035812378,-0.6851938366889954,-0.7473973035812378,-0.6851938366889954
Martyetal_2023,Exp_2,Deontic,22,Test,Block_A,Nominal,Test,Target_2,Mia,Every box contains a yellow ball or a green ball.,A-AC-AD,a yellow ball,a yellow ball and a grey ball,a yellow ball and a blue ball,yellow,green,blue,grey,Bad,Good,61|62|6|59|3|5|60|63|58|2|8|1|4|64|57|7,-0.7255105376243591,-0.6787601113319397,-0.7255105376243591,-0.6787601113319397
Martyetal_2023,Exp_2,Deontic,23,Test,Block_A,Nominal,Test,Bad,Mia,Every box contains a green ball or a blue ball.,A-CD-C,a green ball,a grey ball and a yellow ball,a grey ball,green,blue,grey,yellow,Bad,Good,62|57|63|7|4|61|60|3|6|8|1|59|5|58|64|2,-1.0357897281646729,-0.47484833002090454,-1.0357897281646729,-0.47484833002090454
Martyetal_2023,Exp_2,Deontic,24,Test,Block_A,Nominal,Test,Good,Sam,Every box contains a green ball or a grey ball.,A-AB-B,a grey ball,a green ball,a green ball and a grey ball,green,grey,blue,yellow,Bad,Good,57|8|58|2|62|63|7|61|60|6|4|1|3|64|59|5,-0.5721181035041809,-0.9087711572647095,-0.5721181035041809,-0.9087711572647095
Martyetal_2023,Exp_2,Deontic,25,Test,Block_A,Nominal,Control_1,Bad,Sam,Every box contains a blue ball.,A-CD-C,a blue ball,a yellow ball,a yellow ball and a grey ball,blue,green,yellow,grey,Bad,Good,2|5|4|62|3|63|59|60|57|8|6|61|7|1|64|58,-0.8563758730888367,-0.5478507280349731,-0.8563758730888367,-0.5478507280349731
Martyetal_2023,Exp_2,Deontic,26,Test,Block_A,Nominal,Control_2,Good,Sam,Every box contains a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,grey,yellow,Bad,Good,62|63|59|8|1|7|64|3|6|4|2|61|60|5|57|58,-0.08878860622644424,-2.6343917846679688,-0.08878860622644424,-2.6343917846679688
Martyetal_2023,Exp_2,Deontic,27,Test,Block_A,Nominal,Control_4,Bad,Sam,No box contains a grey ball or a blue ball.,A-CD-A,a yellow and a green ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,64|4|60|6|57|63|58|59|5|62|61|8|3|2|7|1,-0.6699064373970032,-0.756073534488678,-0.6699064373970032,-0.756073534488678
Martyetal_2023,Exp_2,Deontic,28,Test,Block_A,Nominal,Test,Target_1,Mia,Every box contains a blue ball or a grey ball.,A-AB-A,a blue ball,a blue ball,a blue ball and a grey ball,blue,grey,green,yellow,Bad,Good,2|63|8|4|61|3|6|5|7|59|58|57|60|64|62|1,-0.27472490072250366,-1.4969300031661987,-0.27472490072250366,-1.4969300031661987
Martyetal_2023,Exp_2,Deontic,29,Test,Block_A,Nominal,Test,Target_2,Mia,Every box contains a green ball or a yellow ball.,A-AC-A,a green ball and a blue ball,a green ball,a green ball,green,yellow,blue,grey,Bad,Good,5|57|6|4|1|61|62|8|63|3|7|60|58|2|59|64,-0.884627103805542,-0.556502103805542,-0.884627103805542,-0.556502103805542
