Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_1,Epistemic,9,Test,Block_A,Nominal,Control_1,Good,Mia,Every visible box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good,7|2|64|6|1|63|61|58|3|4|5|59|57|60|62|8,-0.7900390625,-0.6513671875,-0.7900390625,-0.6513671875
Martyetal_2023,Exp_1,Epistemic,10,Test,Block_A,Nominal,Test,Target_1,Mia,Every visible box contains a yellow ball or a green ball.,A-AB-AB,a yellow and a green ball,a yellow ball,a yellow and a green ball,yellow,green,grey,blue,Bad,Good,3|60|4|8|1|57|64|61|7|6|59|58|5|2|63|62,-1.197265625,-0.393798828125,-1.197265625,-0.393798828125
Martyetal_2023,Exp_1,Epistemic,11,Test,Block_A,Nominal,Control_1,Bad,Mia,Every visible box contains a grey ball.,A-CD-C,a green ball and a yellow ball,a green ball,a grey ball,grey,blue,green,yellow,Bad,Good,7|8|63|2|1|60|59|61|57|4|6|64|5|62|58|3,-0.8017578125,-0.62353515625,-0.8017578125,-0.62353515625
Martyetal_2023,Exp_1,Epistemic,12,Test,Block_A,Nominal,Control_2,Good,Sam,Every visible box contains a grey ball and a green ball.,AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,yellow,blue,Bad,Good,4|58|59|3|7|62|64|2|1|6|61|8|5|57|60|63,-0.40234375,-1.154296875,-0.40234375,-1.154296875
Martyetal_2023,Exp_1,Epistemic,13,Test,Block_A,Nominal,Control_3,Bad,Mia,No visible box contains a yellow ball.,A-CD-A,a yellow ball,a yellow ball,a grey ball and a blue ball,yellow,green,grey,blue,Bad,Good,59|2|58|7|61|8|63|5|3|4|60|1|62|57|64|6,-1.7939453125,-0.1982421875,-1.7939453125,-0.1982421875
Martyetal_2023,Exp_1,Epistemic,14,Test,Block_A,Nominal,Test,Target_1,Sam,Every visible box contains a yellow ball or a grey ball.,A-AB-A,a yellow ball,a yellow ball and a grey ball,a yellow ball,yellow,grey,blue,green,Bad,Good,4|5|60|7|6|8|3|1|57|59|61|63|2|58|62|64,-1.5947265625,-0.244384765625,-1.5947265625,-0.244384765625
Martyetal_2023,Exp_1,Epistemic,15,Test,Block_A,Nominal,Test,Good,Sam,Every visible box contains a green ball or a grey ball.,A-AB-B,a grey ball,a green ball and a grey ball,a green ball,green,grey,blue,yellow,Bad,Good,1|64|5|61|8|3|4|7|2|60|57|63|59|62|6|58,-0.509765625,-0.97314453125,-0.509765625,-0.97314453125
Martyetal_2023,Exp_1,Epistemic,16,Test,Block_A,Nominal,Control_3,Good,Sam,No visible box contains a green ball.,C-CD-C,a grey ball,a grey ball and a blue ball,a grey ball,green,yellow,grey,blue,Bad,Good,1|58|60|64|59|57|3|63|61|4|8|2|5|7|62|6,-0.97705078125,-0.50341796875,-0.97705078125,-0.50341796875
Martyetal_2023,Exp_1,Epistemic,17,Test,Block_A,Nominal,Control_4,Good,Sam,No visible box contains a green ball or a yellow ball.,C-CD-C,a blue ball,a blue ball,a blue ball and a grey ball,green,yellow,blue,grey,Bad,Good,2|6|61|60|4|64|62|5|63|7|57|58|8|3|59|1,-0.8935546875,-0.564453125,-0.8935546875,-0.564453125
Martyetal_2023,Exp_1,Epistemic,18,Test,Block_A,Nominal,Test,Bad,Sam,Every visible box contains a blue ball or a yellow ball.,A-CD-C,a green ball,a green ball and a grey ball,a blue ball,blue,yellow,green,grey,Bad,Good,57|8|59|4|60|2|63|64|61|6|62|3|58|1|5|7,-1.7998046875,-0.203857421875,-1.7998046875,-0.203857421875
