Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_1,9,Test,Test,Target_1,Mia,`The mystery box contains a blue ball or a grey ball.',A-AB-A,a blue ball,a blue ball and a grey ball,a blue ball,blue,grey,green,yellow,Bad,Good,7|5|4|6|1|2|8|3,-3.079148054122925,-3.4515438079833984,-9.237443923950195,-10.354631423950195
Deganoetal_2024,Exp_1,10,Test,Test,Target_2,Sam,`The mystery box contains a yellow ball or a blue ball.',A-AC-A,a yellow ball,a yellow ball and a grey ball,a yellow ball,yellow,blue,grey,green,Bad,Good,7|2|8|3|5|6|1|4,-3.336740493774414,-3.3315322399139404,-10.010221481323242,-9.994596481323242
Deganoetal_2024,Exp_1,11,Test,Test,Target_2,Mia,`The mystery box contains a grey ball or a blue ball.',A-AC-AD,a grey ball and a yellow ball,a grey ball,a grey ball and a green ball,grey,blue,green,yellow,Bad,Good,2|3|8|7|1|6|4|5,-3.0738942623138428,-3.4645192623138428,-9.22168254852295,-10.39355754852295
Deganoetal_2024,Exp_1,12,Test,Test,Target_2,Mia,`The mystery box contains a green ball or a blue ball.',A-AC-AC,a green ball and a yellow ball,a green ball and a yellow ball,a green ball,green,blue,yellow,grey,Bad,Good,6|2|3|8|7|1|4|5,-3.2495360374450684,-3.2990150451660156,-9.748607635498047,-9.897045135498047
Deganoetal_2024,Exp_1,13,Test,Control_2,Bad,Mia,`The mystery box does not contain a yellow ball.',A-CD-A,a yellow ball,a yellow ball,a grey ball and a green ball,yellow,blue,grey,green,Bad,Good,1|5|8|4|2|6|3|7,-3.256206512451172,-3.2926650047302246,-9.768619537353516,-9.877994537353516
Deganoetal_2024,Exp_1,14,Test,Control_4,Bad,Sam,`The mystery box does not contain a grey ball or a blue ball.',A-CD-A,a grey ball,a yellow and a green ball,a grey ball,grey,blue,yellow,green,Bad,Good,8|7|6|3|1|4|2|5,-3.122861862182617,-3.513486862182617,-9.368585586547852,-10.540460586547852
Deganoetal_2024,Exp_1,15,Test,Control_1,Good,Sam,`The mystery box contains a grey ball.',A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,green,yellow,Bad,Good,7|5|1|6|8|3|4|2,-3.3374619483947754,-3.3687119483947754,-10.012385368347168,-10.106135368347168
Deganoetal_2024,Exp_1,16,Test,Control_1,Good,Sam,`The mystery box contains a yellow ball.',A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good,2|6|4|1|8|5|7|3,-3.156418800354004,-3.562668800354004,-9.469256401062012,-10.688006401062012
Deganoetal_2024,Exp_1,17,Test,Test,Target_2,Mia,`The mystery box contains a blue ball or a yellow ball.',A-AC-AD,a blue ball and a grey ball,a blue ball,a blue ball and a green ball,blue,yellow,green,grey,Bad,Good,1|8|7|4|6|3|2|5,-3.2670464515686035,-3.2826714515686035,-9.801138877868652,-9.848013877868652
Deganoetal_2024,Exp_1,18,Test,Test,Good-Excl,Sam,`The mystery box contains a blue ball or a yellow ball.',A-AB-B,a blue ball,a yellow ball,a blue ball and a yellow ball,blue,yellow,green,grey,Bad,Good,4|6|8|2|3|7|5|1,-3.334725856781006,-3.311288356781006,-10.00417709350586,-9.93386459350586
Deganoetal_2024,Exp_1,19,Test,Test,Good,Sam,`The mystery box contains a blue ball or a yellow ball.',A-AC-B,a yellow ball,a blue ball and a green ball,a blue ball,blue,yellow,green,grey,Bad,Good,4|2|1|5|6|8|3|7,-3.3351240158081055,-3.322103261947632,-10.005372047424316,-9.966309547424316
Deganoetal_2024,Exp_1,20,Test,Test,Bad,Sam,`The mystery box contains a grey ball or a yellow ball.',A-CD-C,a grey ball,a green ball and a blue ball,a green ball,grey,yellow,green,blue,Bad,Good,1|4|6|3|5|7|2|8,-3.310718536376953,-3.3289477825164795,-9.93215560913086,-9.98684310913086
Deganoetal_2024,Exp_1,21,Test,Control_4,Good,Mia,`The mystery box does not contain a blue ball or a yellow ball.',C-CD-C,a grey ball and a green ball,a grey ball,a grey ball,blue,yellow,grey,green,Bad,Good,5|6|2|4|1|8|7|3,-3.2630538940429688,-3.3021163940429688,-9.789161682128906,-9.906349182128906
Deganoetal_2024,Exp_1,22,Test,Test,Target_2,Sam,`The mystery box contains a blue ball or a grey ball.',A-AC-A,a blue ball,a blue ball,a blue ball and a green ball,blue,grey,green,yellow,Bad,Good,3|7|5|8|2|1|4|6,-3.3366153240203857,-3.315782070159912,-10.009845733642578,-9.947345733642578
Deganoetal_2024,Exp_1,23,Test,Test,Target_1,Mia,`The mystery box contains a blue ball or a grey ball.',A-AB-AB,a blue ball,a blue ball and a grey ball,a blue ball and a grey ball,blue,grey,green,yellow,Bad,Good,7|5|4|2|8|1|6|3,-3.256333112716675,-3.2771663665771484,-9.768999099731445,-9.831499099731445
