Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_6,25,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,4|20|21|9|6|23|16|18|8|13|24|2|15|22|17|10|11|12|7|5|14|19|1|3,-6.160344123840332,-5.894719123840332,-6.160344123840332,-5.894719123840332
Martyetal_2022,Exp_6,26,Test,Low,Positive,FC,Good,Sam,It is possible that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,20|21|9|8|11|2|16|7|24|12|23|17|1|5|18|14|10|22|4|6|3|15|13|19,-6.316064357757568,-5.862939357757568,-6.316064357757568,-5.862939357757568
Martyetal_2022,Exp_6,27,Test,Low,Positive,SI,Good,Mia,It is possible that the mystery box contains a green ball.,A-D-C,a green ball,a grey ball,a blue ball,green,yellow,blue,grey,Bad,Good,24|1|23|21|17|22|7|10|15|13|11|9|14|16|8|20|18|19|6|3|4|2|12|5,-6.302577972412109,-5.896327972412109,-6.302577972412109,-5.896327972412109
Martyetal_2022,Exp_6,28,Test,Low,Positive,DIST,Bad,Sam,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,21|6|19|3|8|18|23|20|5|10|24|22|9|4|12|2|14|1|17|13|15|7|11|16,-6.398065567016602,-6.132440567016602,-6.398065567016602,-6.132440567016602
Martyetal_2022,Exp_6,29,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a grey ball or it contains a blue ball.,D-C-D,a green ball,a yellow ball,a green ball,grey,blue,yellow,green,Bad,Good,11|10|21|18|9|13|7|22|5|12|15|6|1|4|2|20|16|17|19|14|8|23|3|24,-6.399442672729492,-5.930692672729492,-6.399442672729492,-5.930692672729492
Martyetal_2022,Exp_6,30,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a green ball or it contains a blue ball.,A-A-A,a green ball,a green ball,a green ball,green,blue,yellow,grey,Bad,Good,20|7|5|2|13|10|14|15|17|18|8|21|16|9|11|23|6|12|22|3|19|1|4|24,-6.215490341186523,-5.746740341186523,-6.215490341186523,-5.746740341186523
Martyetal_2022,Exp_6,31,Test,Low,Negative,DIST,Bad,Sam,It is certain that either the mystery box does not contain a blue ball or it does not contain a yellow ball.,A-AB-B,a blue ball,a blue ball and a yellow ball,a yellow ball,blue,yellow,green,grey,Bad,Good,3|8|11|1|19|2|4|9|21|7|17|14|16|22|5|13|18|24|12|23|10|20|15|6,-6.336568832397461,-6.195943832397461,-6.336568832397461,-6.195943832397461
Martyetal_2022,Exp_6,32,Test,Low,Negative,DIST,Good,Mia,It is certain that either the mystery box does not contain a green ball or it does not contain a blue ball.,A-B-A,a green ball,a blue ball,a green ball,green,blue,yellow,grey,Bad,Good,10|15|7|13|2|17|20|18|5|8|11|12|19|23|3|21|24|16|4|14|22|9|6|1,-6.409996032714844,-6.027183532714844,-6.409996032714844,-6.027183532714844
Martyetal_2022,Exp_6,33,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a blue ball or it contains a yellow ball.,D-C-D,a grey ball,a green ball,a grey ball,blue,yellow,green,grey,Bad,Good,20|3|18|22|13|6|14|16|5|21|24|23|7|12|9|11|8|1|17|10|4|15|2|19,-6.436102867126465,-5.982977867126465,-6.436102867126465,-5.982977867126465
Martyetal_2022,Exp_6,34,Test,Low,Negative,II,Good,Mia,Either the mystery box does not contain a grey ball or it does not contain a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,7|3|20|8|24|22|12|2|15|10|5|6|23|11|19|4|21|9|16|17|18|13|14|1,-6.107915878295898,-5.732915878295898,-6.107915878295898,-5.732915878295898
