Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_3,9,Test,Test,Good,Sam,`The mystery box contains a grey ball or a green ball.',A-AA-B,a green ball,a green ball and a green ball,a grey ball,green,grey,yellow,blue,Bad,Good,3|5|2|7|6|4|1|8,-3.8199586868286133,-5.609228610992432,-7.639917373657227,-11.218457221984863
Deganoetal_2024,Exp_3,10,Test,Control_4,Bad,Sam,`The mystery box does not contain a grey ball or a blue ball.',A-CD-B,a green ball and a yellow ball,a grey ball,a blue ball,grey,blue,green,yellow,Bad,Good,2|4|6|8|7|1|5|3,-3.6731128692626953,-5.468278884887695,-7.346225738525391,-10.93655776977539
Deganoetal_2024,Exp_3,11,Test,Test,Good-Excl,Mia,`The mystery box contains a yellow ball or a grey ball.',A-AB-B,a yellow ball,a grey ball and a yellow ball,a grey ball,grey,yellow,green,blue,Bad,Good,5|4|3|8|7|2|6|1,-3.8188440799713135,-4.623011589050293,-7.637688159942627,-9.246023178100586
Deganoetal_2024,Exp_3,12,Test,Test,Target_1,Mia,`The mystery box contains a grey ball or a green ball.',A-AB-AB,a green ball and a grey ball,a green ball and a grey ball,a green ball,green,grey,blue,yellow,Bad,Good,2|3|6|4|5|1|8|7,-3.6632003784179688,-5.575973033905029,-7.3264007568359375,-11.151946067810059
Deganoetal_2024,Exp_3,13,Test,Control_4,Good,Sam,`The mystery box does not contain a blue ball or a grey ball.',C-CD-C,a yellow ball,a yellow ball,a yellow and a green ball,blue,grey,yellow,green,Bad,Good,4|7|5|1|2|6|8|3,-3.7071290016174316,-5.6188459396362305,-7.414258003234863,-11.237691879272461
Deganoetal_2024,Exp_3,14,Test,Control_1,Bad,Sam,`The mystery box contains a green ball.',A-CD-C,a green ball,a blue ball,a blue ball and a yellow ball,green,grey,blue,yellow,Bad,Good,5|3|6|8|2|1|4|7,-4.762917995452881,-4.403593063354492,-9.525835990905762,-8.807186126708984
Deganoetal_2024,Exp_3,15,Test,Test,Target_2,Mia,`The mystery box contains a green ball or a grey ball.',A-AA-A,a grey ball,a grey ball and a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,7|8|3|5|1|4|2|6,-3.6483511924743652,-5.186147212982178,-7.2967023849487305,-10.372294425964355
Deganoetal_2024,Exp_3,16,Test,Control_3,Good,Sam,`The mystery box contains a grey ball and a green ball.',AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,4|7|8|2|1|5|3|6,-3.7698888778686523,-4.76108980178833,-7.539777755737305,-9.52217960357666
Deganoetal_2024,Exp_3,17,Test,Control_2,Good,Mia,`The mystery box does not contain a blue ball.',C-CD-C,a green ball,a green ball and a yellow ball,a green ball,blue,grey,green,yellow,Bad,Good,7|5|1|4|2|3|8|6,-3.7770302295684814,-4.453116416931152,-7.554060459136963,-8.906232833862305
Deganoetal_2024,Exp_3,18,Test,Control_4,Bad,Mia,`The mystery box does not contain a blue ball or a grey ball.',A-CD-B,a blue ball,a grey ball,a green ball and a yellow ball,blue,grey,green,yellow,Bad,Good,1|4|7|8|2|3|5|6,-3.593766927719116,-5.480144500732422,-7.187533855438232,-10.960289001464844
Deganoetal_2024,Exp_3,19,Test,Test,Good-Excl,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,blue,green,Bad,Good,3|2|1|8|6|7|4|5,-3.757598876953125,-5.545699119567871,-7.51519775390625,-11.091398239135742
Deganoetal_2024,Exp_3,20,Test,Control_3,Good,Mia,`The mystery box contains a grey ball and a green ball.',AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,7|2|4|6|8|5|1|3,-3.746114730834961,-5.83019495010376,-7.492229461669922,-11.66038990020752
Deganoetal_2024,Exp_3,21,Test,Control_1,Bad,Mia,`The mystery box contains a blue ball.',A-CD-C,a yellow and a green ball,a yellow ball,a blue ball,blue,grey,yellow,green,Bad,Good,3|6|1|5|4|2|7|8,-4.152137756347656,-4.314613342285156,-8.304275512695312,-8.629226684570312
Deganoetal_2024,Exp_3,22,Test,Test,Target_1,Mia,`The mystery box contains a blue ball or a yellow ball.',A-AB-A,a yellow ball,a yellow ball,a yellow ball and a blue ball,yellow,blue,grey,green,Bad,Good,8|6|4|5|1|3|2|7,-3.8109307289123535,-4.581080436706543,-7.621861457824707,-9.162160873413086
Deganoetal_2024,Exp_3,23,Test,Test,Good-Excl,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-B,a yellow ball and a grey ball,a grey ball,a yellow ball,yellow,grey,green,blue,Bad,Good,7|5|2|8|4|6|3|1,-3.717921495437622,-5.581620216369629,-7.435842990875244,-11.163240432739258
Deganoetal_2024,Exp_3,24,Test,Test,Bad,Mia,`The mystery box contains a green ball or a blue ball.',A-CD-B,a green ball,a grey ball and a yellow ball,a blue ball,blue,green,grey,yellow,Bad,Good,6|4|8|2|3|5|7|1,-3.8776371479034424,-4.342879295349121,-7.755274295806885,-8.685758590698242
Deganoetal_2024,Exp_3,25,Test,Control_2,Bad,Mia,`The mystery box does not contain a blue ball.',A-CD-A,a blue ball,a blue ball,a grey ball and a green ball,blue,yellow,grey,green,Bad,Good,6|5|4|1|3|7|8|2,-3.59982967376709,-5.471813201904297,-7.19965934753418,-10.943626403808594
Deganoetal_2024,Exp_3,26,Test,Control_1,Good,Sam,`The mystery box contains a blue ball.',A-A-A,a blue ball,a blue ball,a blue ball,blue,grey,green,yellow,Bad,Good,5|7|2|3|4|6|8|1,-3.9206626415252686,-6.141825199127197,-7.841325283050537,-12.283650398254395
Deganoetal_2024,Exp_3,27,Test,Test,Target_1,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-A,a yellow ball,a yellow ball and a grey ball,a yellow ball,yellow,grey,green,blue,Bad,Good,1|8|3|5|2|7|6|4,-3.7692720890045166,-5.580135822296143,-7.538544178009033,-11.160271644592285
Deganoetal_2024,Exp_3,28,Test,Test,Target_2,Mia,`The mystery box contains a grey ball or a green ball.',A-AA-AA,a green ball and a green ball,a green ball,a green ball and a green ball,green,grey,blue,yellow,Bad,Good,3|2|5|1|7|6|8|4,-3.6306586265563965,-5.395962238311768,-7.261317253112793,-10.791924476623535
Deganoetal_2024,Exp_3,29,Test,Test,Good,Mia,`The mystery box contains a grey ball or a blue ball.',A-AA-B,a blue ball,a blue ball and a blue ball,a grey ball,blue,grey,green,yellow,Bad,Good,7|6|4|3|5|2|8|1,-3.825201988220215,-4.565891265869141,-7.65040397644043,-9.131782531738281
Deganoetal_2024,Exp_3,30,Test,Test,Target_1,Sam,`The mystery box contains a yellow ball or a green ball.',A-AB-AB,a green ball and a yellow ball,a green ball,a green ball and a yellow ball,green,yellow,blue,grey,Bad,Good,2|1|8|3|6|4|5|7,-3.715772867202759,-5.498150825500488,-7.431545734405518,-10.996301651000977
Deganoetal_2024,Exp_3,31,Test,Control_1,Good,Sam,`The mystery box contains a blue ball.',A-A-A,a blue ball,a blue ball,a blue ball,blue,yellow,grey,green,Bad,Good,2|8|4|6|3|1|5|7,-3.880510091781616,-4.858290195465088,-7.761020183563232,-9.716580390930176
Deganoetal_2024,Exp_3,32,Test,Control_4,Bad,Sam,`The mystery box does not contain a blue ball or a grey ball.',A-CD-B,a blue ball,a yellow and a green ball,a grey ball,blue,grey,yellow,green,Bad,Good,2|4|7|1|5|8|3|6,-3.6890931129455566,-5.4865899085998535,-7.378186225891113,-10.973179817199707
Deganoetal_2024,Exp_3,33,Test,Control_2,Bad,Mia,`The mystery box does not contain a blue ball.',A-CD-A,a blue ball,a green ball and a yellow ball,a blue ball,blue,grey,green,yellow,Bad,Good,5|7|2|6|3|4|1|8,-3.6209022998809814,-5.471756458282471,-7.241804599761963,-10.943512916564941
Deganoetal_2024,Exp_3,34,Test,Test,Bad,Mia,`The mystery box contains a yellow ball or a grey ball.',A-CD-B,a yellow ball,a green ball and a blue ball,a grey ball,grey,yellow,green,blue,Bad,Good,6|3|7|5|1|4|8|2,-3.844377279281616,-4.580315113067627,-7.688754558563232,-9.160630226135254
Deganoetal_2024,Exp_3,35,Test,Test,Bad,Mia,`The mystery box contains a yellow ball or a blue ball.',A-CD-B,a grey ball and a green ball,a blue ball,a yellow ball,blue,yellow,grey,green,Bad,Good,7|5|4|3|2|6|8|1,-3.8499908447265625,-4.499063968658447,-7.699981689453125,-8.998127937316895
Deganoetal_2024,Exp_3,36,Test,Control_2,Good,Mia,`The mystery box does not contain a blue ball.',C-CD-C,a green ball and a yellow ball,a green ball,a green ball,blue,grey,green,yellow,Bad,Good,1|8|7|2|6|4|3|5,-3.788567543029785,-4.464850425720215,-7.57713508605957,-8.92970085144043
Deganoetal_2024,Exp_3,37,Test,Control_4,Good,Sam,`The mystery box does not contain a green ball or a grey ball.',C-CD-C,a blue ball,a blue ball,a blue ball and a yellow ball,green,grey,blue,yellow,Bad,Good,5|7|4|6|1|2|3|8,-3.6915178298950195,-5.776162147521973,-7.383035659790039,-11.552324295043945
Deganoetal_2024,Exp_3,38,Test,Control_3,Good,Sam,`The mystery box contains a blue ball and a grey ball.',AB-AB-AB,a blue ball and a grey ball,a blue ball and a grey ball,a blue ball and a grey ball,blue,grey,yellow,green,Bad,Good,6|3|2|5|1|4|7|8,-3.7342591285705566,-4.735964298248291,-7.468518257141113,-9.471928596496582
