Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_2,Deontic,9,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a yellow ball or a green ball.,A-CD-C,a grey ball and a blue ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,7|63|58|62|57|6|5|60|3|59|8|1|2|4|64|61,-6.086153984069824,-5.633028984069824,-6.086153984069824,-5.633028984069824
Martyetal_2023,Exp_2,Deontic,10,Test,Block_A,Nominal,Control_4,Bad,Sam,No box contains a green ball or a grey ball.,A-CD-A,a green ball,a yellow ball and a blue ball,a green ball,green,grey,yellow,blue,Bad,Good,60|58|62|7|8|63|64|4|6|2|1|61|57|5|3|59,-6.29158353805542,-5.72127103805542,-6.29158353805542,-5.72127103805542
Martyetal_2023,Exp_2,Deontic,11,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a yellow ball or a grey ball.,A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,green,blue,Bad,Good,4|58|59|63|57|61|5|60|1|62|3|6|64|2|8|7,-6.120353698730469,-5.573478698730469,-6.120353698730469,-5.573478698730469
Martyetal_2023,Exp_2,Deontic,12,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a green ball or a grey ball.,A-AB-B,a green ball,a green ball and a grey ball,a grey ball,green,grey,yellow,blue,Bad,Good,64|1|63|4|7|58|57|8|3|62|5|61|59|2|6|60,-5.954290390014648,-5.548040390014648,-5.954290390014648,-5.548040390014648
Martyetal_2023,Exp_2,Deontic,13,Test,Block_A,Nominal,Test,Target_2,Sam,Every box contains a grey ball or a green ball.,A-AC-AC,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball,grey,green,yellow,blue,Bad,Good,8|64|58|4|3|2|5|60|59|7|62|57|1|6|61|63,-6.038863182067871,-5.648238182067871,-6.038863182067871,-5.648238182067871
Martyetal_2023,Exp_2,Deontic,14,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a green ball or a blue ball.,A-CD-C,a grey ball,a grey ball and a yellow ball,a green ball,green,blue,grey,yellow,Bad,Good,8|58|64|61|62|1|5|4|57|59|6|63|60|3|7|2,-6.237338066101074,-5.737338066101074,-6.237338066101074,-5.737338066101074
Martyetal_2023,Exp_2,Deontic,15,Test,Block_A,Nominal,Control_2,Good,Mia,Every box contains a grey ball and a yellow ball.,AB-AB-AB,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball and a yellow ball,grey,yellow,blue,green,Bad,Good,59|4|57|63|62|5|60|58|8|64|7|3|6|1|2|61,-6.008570194244385,-5.703882694244385,-6.008570194244385,-5.703882694244385
Martyetal_2023,Exp_2,Deontic,16,Test,Block_A,Nominal,Control_4,Good,Mia,No box contains a blue ball or a yellow ball.,C-CD-C,a green ball,a green ball and a grey ball,a green ball,blue,yellow,green,grey,Bad,Good,7|62|63|6|1|2|5|8|57|3|59|58|4|64|61|60,-6.149740219116211,-5.548177719116211,-6.149740219116211,-5.548177719116211
Martyetal_2023,Exp_2,Deontic,17,Test,Block_A,Nominal,Control_2,Bad,Mia,Every box contains a grey ball and a green ball.,AB-CD-C,a grey ball and a green ball,a blue ball,a blue ball and a yellow ball,grey,green,blue,yellow,Bad,Good,3|8|59|1|6|61|4|5|2|62|57|58|60|63|64|7,-6.123342514038086,-5.592092514038086,-6.123342514038086,-5.592092514038086
Martyetal_2023,Exp_2,Deontic,18,Test,Block_A,Nominal,Control_3,Bad,Mia,No box contains a grey ball.,A-CD-A,a yellow ball and a blue ball,a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,64|3|57|63|1|4|2|5|60|7|61|6|8|62|59|58,-5.979357719421387,-5.612170219421387,-5.979357719421387,-5.612170219421387
