Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_4,25,Test,High,Negative,SI,Bad,Mia,It is not certain that the mystery box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,grey,blue,Bad,Good,11|13|2|17|5|9|16|18|10|8|24|14|4|20|15|1|7|22|23|6|12|19|3|21,-28.017593383789062,-28.698257446289062,-28.017593383789062,-28.698257446289062
Martyetal_2022,Exp_4,26,Test,High,Positive,DIST,Good,Mia,It is certain that the mystery box contains either a grey ball or a blue ball.,A-AB-B,a grey ball,a grey ball and a blue ball,a blue ball,grey,blue,green,yellow,Bad,Good,5|22|11|15|20|24|12|1|13|18|3|10|2|19|4|16|14|7|9|17|6|23|21|8,-27.560558319091797,-29.160655975341797,-27.560558319091797,-29.160655975341797
Martyetal_2022,Exp_4,27,Test,High,Negative,FC,Target,Mia,It is not certain that the mystery box contains both a yellow ball and a green ball.,A-AB-A,a yellow ball,a yellow and a green ball,a yellow ball,yellow,green,grey,blue,Bad,Good,11|8|5|1|20|21|24|19|7|15|23|13|17|3|6|2|22|14|10|4|18|16|12|9,-27.906265258789062,-28.285171508789062,-27.906265258789062,-28.285171508789062
Martyetal_2022,Exp_4,28,Test,High,Negative,DIST,Good,Sam,It is not possible that the mystery box contains both a blue ball and a yellow ball.,A-B-A,a blue ball,a yellow ball,a blue ball,blue,yellow,green,grey,Bad,Good,8|2|18|6|17|5|3|1|13|4|10|11|20|15|19|12|22|21|24|14|9|16|7|23,-28.113296508789062,-28.038101196289062,-28.113296508789062,-28.038101196289062
Martyetal_2022,Exp_4,29,Test,High,Positive,II,Good,Sam,The mystery box contains either a grey ball or a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,3|21|18|16|22|17|2|6|11|12|13|7|23|10|9|14|5|1|15|20|8|4|19|24,-27.533220291137695,-27.226579666137695,-27.533220291137695,-27.226579666137695
Martyetal_2022,Exp_4,30,Test,High,Positive,FC,Target,Mia,It is possible that the mystery box contains either a grey ball or a blue ball.,A-C-A,a grey ball,a yellow ball,a grey ball,grey,blue,yellow,green,Bad,Good,7|13|1|9|15|23|10|20|22|12|16|21|14|5|11|8|18|17|24|2|19|4|3|6,-27.98243522644043,-29.04005241394043,-27.98243522644043,-29.04005241394043
Martyetal_2022,Exp_4,31,Test,High,Positive,II,Target,Sam,The mystery box contains either a grey ball or a green ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,14|20|23|4|19|18|17|9|12|13|24|15|2|21|1|16|10|3|5|8|11|7|6|22,-27.54884147644043,-28.43653678894043,-27.54884147644043,-28.43653678894043
Martyetal_2022,Exp_4,32,Test,High,Negative,II,Good,Mia,The mystery box does not contain both a grey ball and a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,blue,yellow,Bad,Good,4|17|6|15|18|14|16|19|2|13|5|24|12|1|21|8|7|23|22|20|3|10|9|11,-27.879901885986328,-27.936542510986328,-27.879901885986328,-27.936542510986328
Martyetal_2022,Exp_4,33,Test,High,Positive,FC,Target,Sam,It is possible that the mystery box contains either a yellow ball or a green ball.,A-C-A,a yellow ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,22|15|24|9|14|6|11|12|21|18|7|10|13|16|23|4|8|19|17|5|1|2|20|3,-27.85353660583496,-27.59963035583496,-27.85353660583496,-27.59963035583496
Martyetal_2022,Exp_4,34,Test,High,Positive,SI,Bad,Mia,It is possible that the mystery box contains a yellow ball.,D-D-D,a green ball,a green ball,a green ball,yellow,blue,grey,green,Bad,Good,15|11|9|2|13|21|5|18|17|19|1|12|3|22|24|20|7|10|6|14|4|23|16|8,-27.99610710144043,-29.08790397644043,-27.99610710144043,-29.08790397644043
