Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_1,9,Test,Test,Target_1,Mia,`The mystery box contains a blue ball or a grey ball.',A-AB-A,a blue ball,a blue ball and a grey ball,a blue ball,blue,grey,green,yellow,Bad,Good,5|3|8|1|7|4|6|2,-2.7411060333251953,-2.782858371734619,-5.482212066650391,-5.565716743469238
Deganoetal_2024,Exp_1,10,Test,Test,Target_2,Sam,`The mystery box contains a yellow ball or a blue ball.',A-AC-A,a yellow ball,a yellow ball and a grey ball,a yellow ball,yellow,blue,grey,green,Bad,Good,6|3|5|7|1|8|4|2,-2.293114185333252,-2.987438678741455,-4.586228370666504,-5.97487735748291
Deganoetal_2024,Exp_1,11,Test,Test,Target_2,Mia,`The mystery box contains a grey ball or a blue ball.',A-AC-AD,a grey ball and a yellow ball,a grey ball,a grey ball and a green ball,grey,blue,green,yellow,Bad,Good,5|4|3|8|1|2|7|6,-2.5008795261383057,-2.7517173290252686,-5.001759052276611,-5.503434658050537
Deganoetal_2024,Exp_1,12,Test,Test,Target_2,Mia,`The mystery box contains a green ball or a blue ball.',A-AC-AC,a green ball and a yellow ball,a green ball and a yellow ball,a green ball,green,blue,yellow,grey,Bad,Good,1|6|5|7|8|3|4|2,-2.894343614578247,-2.610041856765747,-5.788687229156494,-5.220083713531494
Deganoetal_2024,Exp_1,13,Test,Control_2,Bad,Mia,`The mystery box does not contain a yellow ball.',A-CD-A,a yellow ball,a yellow ball,a grey ball and a green ball,yellow,blue,grey,green,Bad,Good,1|8|5|7|6|4|3|2,-2.7099812030792236,-2.7022383213043213,-5.419962406158447,-5.404476642608643
Deganoetal_2024,Exp_1,14,Test,Control_4,Bad,Sam,`The mystery box does not contain a grey ball or a blue ball.',A-CD-A,a grey ball,a yellow and a green ball,a grey ball,grey,blue,yellow,green,Bad,Good,2|7|5|4|8|1|3|6,-2.4051320552825928,-3.0909388065338135,-4.8102641105651855,-6.181877613067627
Deganoetal_2024,Exp_1,15,Test,Control_1,Good,Sam,`The mystery box contains a grey ball.',A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,green,yellow,Bad,Good,1|4|2|8|6|3|7|5,-2.3111867904663086,-2.934157609939575,-4.622373580932617,-5.86831521987915
Deganoetal_2024,Exp_1,16,Test,Control_1,Good,Sam,`The mystery box contains a yellow ball.',A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good,5|8|1|2|3|7|6|4,-2.6863033771514893,-2.921586513519287,-5.3726067543029785,-5.843173027038574
Deganoetal_2024,Exp_1,17,Test,Test,Target_2,Mia,`The mystery box contains a blue ball or a yellow ball.',A-AC-AD,a blue ball and a grey ball,a blue ball,a blue ball and a green ball,blue,yellow,green,grey,Bad,Good,7|3|2|6|8|5|4|1,-2.89274263381958,-2.6907598972320557,-5.78548526763916,-5.381519794464111
Deganoetal_2024,Exp_1,18,Test,Test,Good-Excl,Sam,`The mystery box contains a blue ball or a yellow ball.',A-AB-B,a blue ball,a yellow ball,a blue ball and a yellow ball,blue,yellow,green,grey,Bad,Good,7|5|3|2|6|8|1|4,-2.718848705291748,-2.8500590324401855,-5.437697410583496,-5.700118064880371
Deganoetal_2024,Exp_1,19,Test,Test,Good,Sam,`The mystery box contains a blue ball or a yellow ball.',A-AC-B,a yellow ball,a blue ball and a green ball,a blue ball,blue,yellow,green,grey,Bad,Good,1|2|6|3|7|5|8|4,-2.7428598403930664,-2.8670849800109863,-5.485719680786133,-5.734169960021973
Deganoetal_2024,Exp_1,20,Test,Test,Bad,Sam,`The mystery box contains a grey ball or a yellow ball.',A-CD-C,a grey ball,a green ball and a blue ball,a green ball,grey,yellow,green,blue,Bad,Good,2|3|6|4|5|8|1|7,-2.34804368019104,-3.007737636566162,-4.69608736038208,-6.015475273132324
Deganoetal_2024,Exp_1,21,Test,Control_4,Good,Mia,`The mystery box does not contain a blue ball or a yellow ball.',C-CD-C,a grey ball and a green ball,a grey ball,a grey ball,blue,yellow,grey,green,Bad,Good,3|8|5|4|1|7|6|2,-2.8152568340301514,-2.7134642601013184,-5.630513668060303,-5.426928520202637
Deganoetal_2024,Exp_1,22,Test,Test,Target_2,Sam,`The mystery box contains a blue ball or a grey ball.',A-AC-A,a blue ball,a blue ball,a blue ball and a green ball,blue,grey,green,yellow,Bad,Good,3|4|2|5|1|6|7|8,-2.776756525039673,-2.8569564819335938,-5.553513050079346,-5.7139129638671875
Deganoetal_2024,Exp_1,23,Test,Test,Target_1,Mia,`The mystery box contains a blue ball or a grey ball.',A-AB-AB,a blue ball,a blue ball and a grey ball,a blue ball and a grey ball,blue,grey,green,yellow,Bad,Good,7|6|2|4|3|8|5|1,-2.456345796585083,-2.8609421253204346,-4.912691593170166,-5.721884250640869
Deganoetal_2024,Exp_1,24,Test,Control_2,Bad,Sam,`The mystery box does not contain a blue ball.',A-CD-A,a blue ball,a blue ball,a grey ball and a yellow ball,blue,green,grey,yellow,Bad,Good,7|4|8|1|3|6|2|5,-2.751190662384033,-2.900343656539917,-5.502381324768066,-5.800687313079834
Deganoetal_2024,Exp_1,25,Test,Control_3,Good,Mia,`The mystery box contains a yellow ball and a blue ball.',AB-AB-AB,a yellow ball and a blue ball,a yellow ball and a blue ball,a yellow ball and a blue ball,yellow,blue,green,grey,Bad,Good,2|8|6|5|3|4|1|7,-2.857417583465576,-2.771986484527588,-5.714835166931152,-5.543972969055176
Deganoetal_2024,Exp_1,26,Test,Test,Target_1,Mia,`The mystery box contains a blue ball or a green ball.',A-AB-AB,a blue ball and a green ball,a blue ball,a blue ball and a green ball,blue,green,yellow,grey,Bad,Good,5|6|1|3|4|2|7|8,-2.4702367782592773,-2.7918827533721924,-4.940473556518555,-5.583765506744385
Deganoetal_2024,Exp_1,27,Test,Test,Bad,Mia,`The mystery box contains a grey ball or a green ball.',A-CD-C,a blue ball and a yellow ball,a grey ball,a blue ball,grey,green,blue,yellow,Bad,Good,4|2|7|6|8|1|3|5,-2.7856123447418213,-2.6276943683624268,-5.571224689483643,-5.2553887367248535
Deganoetal_2024,Exp_1,28,Test,Test,Bad,Mia,`The mystery box contains a yellow ball or a green ball.',A-CD-C,a grey ball and a blue ball,a yellow ball,a grey ball,yellow,green,grey,blue,Bad,Good,7|4|6|3|1|8|5|2,-2.4386584758758545,-2.7279534339904785,-4.877316951751709,-5.455906867980957
