Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_2,9,Test,Control_2,Bad,Mia,`The mystery box does not contain a grey ball.',A-CD-A,a grey ball,a grey ball,a blue ball and a green ball,grey,yellow,blue,green,Bad,Good,2|5|8|1|4|6|7|3,-2.661010503768921,-2.650862455368042,-13.305051803588867,-13.254311561584473
Deganoetal_2024,Exp_2,10,Test,Control_3,Good,Sam,`The mystery box contains a yellow ball and a blue ball.',AB-AB-AB,a yellow ball and a blue ball,a yellow ball and a blue ball,a yellow ball and a blue ball,yellow,blue,grey,green,Bad,Good,6|2|3|8|4|1|7|5,-2.6773929595947266,-2.655219793319702,-13.386964797973633,-13.276098251342773
Deganoetal_2024,Exp_2,11,Test,Control_4,Good,Sam,`The mystery box does not contain a grey ball or a blue ball.',C-CD-C,a green ball,a green ball and a yellow ball,a green ball,grey,blue,green,yellow,Bad,Good,1|2|4|7|3|6|5|8,-2.687206268310547,-2.679452657699585,-13.436031341552734,-13.397262573242188
Deganoetal_2024,Exp_2,12,Test,Test,Good,Mia,`The mystery box contains a green ball or a blue ball.',A-AA-B,a green ball and a green ball,a blue ball,a green ball,green,blue,grey,yellow,Bad,Good,6|2|8|3|4|7|5|1,-2.6327757835388184,-2.7242186069488525,-13.163878440856934,-13.621092796325684
Deganoetal_2024,Exp_2,13,Test,Control_1,Good,Sam,`The mystery box contains a green ball.',A-A-A,a green ball,a green ball,a green ball,green,grey,yellow,blue,Bad,Good,6|7|1|2|4|5|3|8,-2.620070219039917,-2.7399139404296875,-13.100350379943848,-13.699569702148438
Deganoetal_2024,Exp_2,14,Test,Control_4,Good,Mia,`The mystery box does not contain a green ball or a blue ball.',C-CD-C,a grey ball,a grey ball,a grey ball and a yellow ball,green,blue,grey,yellow,Bad,Good,4|5|2|6|7|1|3|8,-2.660689115524292,-2.6651837825775146,-13.303445816040039,-13.325919151306152
Deganoetal_2024,Exp_2,15,Test,Test,Good,Mia,`The mystery box contains a blue ball or a green ball.',A-AA-B,a green ball,a blue ball,a blue ball and a blue ball,blue,green,yellow,grey,Bad,Good,3|1|8|5|6|2|4|7,-2.676809072494507,-2.6615138053894043,-13.384044647216797,-13.307568550109863
Deganoetal_2024,Exp_2,16,Test,Test,Bad,Sam,`The mystery box contains a green ball or a grey ball.',A-CD-B,a green ball,a yellow ball and a blue ball,a grey ball,green,grey,yellow,blue,Bad,Good,6|8|7|3|2|4|1|5,-2.702482223510742,-2.682612657546997,-13.512411117553711,-13.413063049316406
Deganoetal_2024,Exp_2,17,Test,Control_1,Bad,Mia,`The mystery box contains a green ball.',A-CD-C,a green ball,a grey ball,a grey ball and a yellow ball,green,blue,grey,yellow,Bad,Good,6|4|2|3|7|1|5|8,-2.604553699493408,-2.710026979446411,-13.022768020629883,-13.550134658813477
Deganoetal_2024,Exp_2,18,Test,Control_4,Bad,Mia,`The mystery box does not contain a grey ball or a green ball.',A-CD-B,a grey ball,a green ball,a yellow ball and a blue ball,grey,green,yellow,blue,Bad,Good,2|4|8|7|3|5|6|1,-2.6131961345672607,-2.718980550765991,-13.065979957580566,-13.594902992248535
