Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_3,9,Test,Test,Good,Sam,`The mystery box contains a grey ball or a green ball.',A-AA-B,a green ball,a green ball and a green ball,a grey ball,green,grey,yellow,blue,Bad,Good,8|1|4|6|5|7|2|3,-3.057295322418213,-3.858076572418213,-9.17188549041748,-11.57422924041748
Deganoetal_2024,Exp_3,10,Test,Control_4,Bad,Sam,`The mystery box does not contain a grey ball or a blue ball.',A-CD-B,a green ball and a yellow ball,a grey ball,a blue ball,grey,blue,green,yellow,Bad,Good,6|2|1|7|4|5|3|8,-3.5654730796813965,-3.0146918296813965,-10.696418762207031,-9.044075012207031
Deganoetal_2024,Exp_3,11,Test,Test,Good-Excl,Mia,`The mystery box contains a yellow ball or a grey ball.',A-AB-B,a yellow ball,a grey ball and a yellow ball,a grey ball,grey,yellow,green,blue,Bad,Good,6|4|2|7|3|1|8|5,-3.0619678497314453,-3.879676580429077,-9.185903549194336,-11.639029502868652
Deganoetal_2024,Exp_3,12,Test,Test,Target_1,Mia,`The mystery box contains a grey ball or a green ball.',A-AB-AB,a green ball and a grey ball,a green ball and a grey ball,a green ball,green,grey,blue,yellow,Bad,Good,6|1|4|5|7|8|3|2,-3.5242507457733154,-3.0398757457733154,-10.572751998901367,-9.119626998901367
Deganoetal_2024,Exp_3,13,Test,Control_4,Good,Sam,`The mystery box does not contain a blue ball or a grey ball.',C-CD-C,a yellow ball,a yellow ball,a yellow and a green ball,blue,grey,yellow,green,Bad,Good,5|3|7|8|6|4|1|2,-3.019632339477539,-3.849059820175171,-9.058897018432617,-11.547179222106934
Deganoetal_2024,Exp_3,14,Test,Control_1,Bad,Sam,`The mystery box contains a green ball.',A-CD-C,a green ball,a blue ball,a blue ball and a yellow ball,green,grey,blue,yellow,Bad,Good,6|3|2|1|7|4|5|8,-3.0226340293884277,-3.7999777793884277,-9.067901611328125,-11.399932861328125
Deganoetal_2024,Exp_3,15,Test,Test,Target_2,Mia,`The mystery box contains a green ball or a grey ball.',A-AA-A,a grey ball,a grey ball and a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,7|3|2|5|6|8|4|1,-3.567021369934082,-3.0683236122131348,-10.701064109802246,-9.204970359802246
Deganoetal_2024,Exp_3,16,Test,Control_3,Good,Sam,`The mystery box contains a grey ball and a green ball.',AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,5|4|7|6|2|1|3|8,-3.0196101665496826,-3.825599431991577,-9.058830261230469,-11.476798057556152
Deganoetal_2024,Exp_3,17,Test,Control_2,Good,Mia,`The mystery box does not contain a blue ball.',C-CD-C,a green ball,a green ball and a yellow ball,a green ball,blue,grey,green,yellow,Bad,Good,5|1|8|3|2|4|7|6,-3.0753448009490967,-3.9112823009490967,-9.226034164428711,-11.733846664428711
Deganoetal_2024,Exp_3,18,Test,Control_4,Bad,Mia,`The mystery box does not contain a blue ball or a grey ball.',A-CD-B,a blue ball,a grey ball,a green ball and a yellow ball,blue,grey,green,yellow,Bad,Good,4|3|6|8|1|7|5|2,-3.5088038444519043,-3.0192203521728516,-10.526411056518555,-9.057661056518555
Deganoetal_2024,Exp_3,19,Test,Test,Good-Excl,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,blue,green,Bad,Good,8|4|6|3|5|2|1|7,-3.0568933486938477,-3.8824143409729004,-9.170680046081543,-11.647242546081543
Deganoetal_2024,Exp_3,20,Test,Control_3,Good,Mia,`The mystery box contains a grey ball and a green ball.',AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,blue,yellow,Bad,Good,1|2|3|8|5|4|7|6,-3.0116987228393555,-3.845032215118408,-9.035096168518066,-11.535096168518066
Deganoetal_2024,Exp_3,21,Test,Control_1,Bad,Mia,`The mystery box contains a blue ball.',A-CD-C,a yellow and a green ball,a yellow ball,a blue ball,blue,grey,yellow,green,Bad,Good,2|8|7|1|4|6|3|5,-3.572197914123535,-3.037041664123535,-10.716593742370605,-9.111124992370605
Deganoetal_2024,Exp_3,22,Test,Test,Target_1,Mia,`The mystery box contains a blue ball or a yellow ball.',A-AB-A,a yellow ball,a yellow ball,a yellow ball and a blue ball,yellow,blue,grey,green,Bad,Good,2|6|3|5|1|8|7|4,-3.053154468536377,-3.857841968536377,-9.159462928771973,-11.573525428771973
Deganoetal_2024,Exp_3,23,Test,Test,Good-Excl,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-B,a yellow ball and a grey ball,a grey ball,a yellow ball,yellow,grey,green,blue,Bad,Good,1|5|6|7|2|8|4|3,-3.045461654663086,-3.889211654663086,-9.136384963989258,-11.667634963989258
Deganoetal_2024,Exp_3,24,Test,Test,Bad,Mia,`The mystery box contains a green ball or a blue ball.',A-CD-B,a green ball,a grey ball and a yellow ball,a blue ball,blue,green,grey,yellow,Bad,Good,7|6|5|8|1|4|2|3,-3.0538530349731445,-3.872863531112671,-9.161559104919434,-11.618590354919434
Deganoetal_2024,Exp_3,25,Test,Control_2,Bad,Mia,`The mystery box does not contain a blue ball.',A-CD-A,a blue ball,a blue ball,a grey ball and a green ball,blue,yellow,grey,green,Bad,Good,5|1|6|4|2|3|8|7,-3.0607926845550537,-3.9006364345550537,-9.182377815246582,-11.701909065246582
Deganoetal_2024,Exp_3,26,Test,Control_1,Good,Sam,`The mystery box contains a blue ball.',A-A-A,a blue ball,a blue ball,a blue ball,blue,grey,green,yellow,Bad,Good,8|4|1|3|5|7|6|2,-3.049689292907715,-3.830939292907715,-9.149067878723145,-11.492817878723145
Deganoetal_2024,Exp_3,27,Test,Test,Target_1,Mia,`The mystery box contains a grey ball or a yellow ball.',A-AB-A,a yellow ball,a yellow ball and a grey ball,a yellow ball,yellow,grey,green,blue,Bad,Good,3|6|4|1|2|5|7|8,-3.5553226470947266,-3.065739393234253,-10.66596794128418,-9.19721794128418
Deganoetal_2024,Exp_3,28,Test,Test,Target_2,Mia,`The mystery box contains a grey ball or a green ball.',A-AA-AA,a green ball and a green ball,a green ball,a green ball and a green ball,green,grey,blue,yellow,Bad,Good,3|7|1|4|5|6|8|2,-3.036585807800293,-3.8829400539398193,-9.109757423400879,-11.648819923400879
Deganoetal_2024,Exp_3,29,Test,Test,Good,Mia,`The mystery box contains a grey ball or a blue ball.',A-AA-B,a blue ball,a blue ball and a blue ball,a grey ball,blue,grey,green,yellow,Bad,Good,4|7|5|1|6|8|2|3,-3.549476385116577,-3.0624969005584717,-10.648428916931152,-9.187490463256836
Deganoetal_2024,Exp_3,30,Test,Test,Target_1,Sam,`The mystery box contains a yellow ball or a green ball.',A-AB-AB,a green ball and a yellow ball,a green ball,a green ball and a yellow ball,green,yellow,blue,grey,Bad,Good,2|3|1|5|8|6|7|4,-3.020082950592041,-3.820863723754883,-9.060248374938965,-11.462591171264648
