Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_5,25,Test,Intermediate,Negative,SI,Bad,Mia,It is possible that the mystery box does not contain a blue ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,yellow,green,grey,Bad,Good,19|15|11|18|3|4|5|23|16|2|12|8|21|22|9|20|13|7|1|10|24|14|6|17,-6.356644153594971,-5.723831653594971,-6.356644153594971,-5.723831653594971
Martyetal_2022,Exp_5,26,Test,Intermediate,Positive,DIST,Bad,Mia,It is certain that the mystery box contains either a blue ball or a grey ball.,A-C-B,a blue ball,a green ball,a grey ball,blue,grey,green,yellow,Bad,Good,24|6|5|14|16|15|1|13|8|11|7|4|20|2|21|9|17|12|18|23|3|22|19|10,-6.289732456207275,-6.078794956207275,-6.289732456207275,-6.078794956207275
Martyetal_2022,Exp_5,27,Test,Intermediate,Positive,II,Good,Mia,The mystery box contains either a yellow ball or a blue ball.,A-B-A,a yellow ball,a blue ball,a yellow ball,yellow,blue,green,grey,Bad,Good,5|8|6|13|12|2|16|3|20|24|21|9|14|23|15|11|1|17|22|7|18|10|4|19,-6.333392143249512,-6.013079643249512,-6.333392143249512,-6.013079643249512
Martyetal_2022,Exp_5,28,Test,Intermediate,Positive,FC,Target,Sam,It is possible that the mystery box contains either a grey ball or a blue ball.,A-C-A,a grey ball,a green ball,a grey ball,grey,blue,green,yellow,Bad,Good,18|3|20|1|16|4|23|11|9|7|13|22|24|6|12|5|17|8|10|15|21|2|19|14,-6.208578109741211,-5.927328109741211,-6.208578109741211,-5.927328109741211
Martyetal_2022,Exp_5,29,Test,Intermediate,Negative,FC,Bad,Mia,It is possible that the mystery box does not contain both a green ball and a yellow ball.,AB-AB-AB,a green ball and a yellow ball,a green ball and a yellow ball,a green ball and a yellow ball,green,yellow,blue,grey,Bad,Good,17|12|19|11|6|10|3|1|15|16|2|4|9|22|5|13|20|18|21|23|8|7|14|24,-6.386773586273193,-5.918023586273193,-6.386773586273193,-5.918023586273193
Martyetal_2022,Exp_5,30,Test,Intermediate,Negative,SI,Good,Mia,It is possible that the mystery box does not contain a grey ball.,A-D-A,a grey ball,a blue ball,a grey ball,grey,green,yellow,blue,Bad,Good,1|4|24|6|23|12|10|19|3|21|9|2|22|7|5|20|18|16|13|15|17|11|8|14,-6.346229553222656,-5.729042053222656,-6.346229553222656,-5.729042053222656
Martyetal_2022,Exp_5,31,Test,Intermediate,Negative,SI,Target,Sam,It is possible that the mystery box does not contain a yellow ball.,D-D-D,a green ball,a green ball,a green ball,yellow,blue,grey,green,Bad,Good,2|1|14|9|12|23|7|22|20|6|5|13|8|15|24|16|18|17|4|10|11|3|21|19,-6.251040935516357,-5.985415935516357,-6.251040935516357,-5.985415935516357
Martyetal_2022,Exp_5,32,Test,Intermediate,Negative,FC,Good,Sam,It is possible that the mystery box does not contain both a grey ball and a yellow ball.,A-AB-B,a grey ball,a grey ball and a yellow ball,a yellow ball,grey,yellow,blue,green,Bad,Good,1|3|24|22|10|15|7|5|21|20|2|4|8|14|11|23|16|19|18|17|9|12|6|13,-6.332667350769043,-5.918604850769043,-6.332667350769043,-5.918604850769043
Martyetal_2022,Exp_5,33,Test,Intermediate,Positive,SI,Good,Mia,It is possible that the mystery box contains a blue ball.,A-D-C,a blue ball,a yellow ball,a grey ball,blue,green,grey,yellow,Bad,Good,13|3|16|2|15|23|20|4|5|19|7|9|24|8|14|11|1|6|17|18|21|12|22|10,-6.3210015296936035,-5.9381890296936035,-6.3210015296936035,-5.9381890296936035
Martyetal_2022,Exp_5,34,Test,Intermediate,Positive,SI,Target,Mia,It is possible that the mystery box contains a green ball.,A-A-A,a green ball,a green ball,a green ball,green,grey,blue,yellow,Bad,Good,6|22|24|1|11|15|2|9|12|5|21|20|10|14|3|7|13|19|8|23|17|18|4|16,-6.076716423034668,-5.873591423034668,-6.076716423034668,-5.873591423034668
Martyetal_2022,Exp_5,35,Test,Intermediate,Positive,DIST,Target,Sam,It is certain that the mystery box contains either a grey ball or a yellow ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,yellow,green,blue,Bad,Good,15|24|16|1|7|9|17|8|11|22|6|5|18|19|23|14|2|12|21|13|3|20|10|4,-6.540372848510742,-6.251310348510742,-6.540372848510742,-6.251310348510742
Martyetal_2022,Exp_5,36,Test,Intermediate,Positive,II,Bad,Sam,The mystery box contains either a grey ball or a green ball.,D-C-D,a yellow ball,a blue ball,a yellow ball,grey,green,blue,yellow,Bad,Good,22|15|3|14|18|7|9|4|20|5|21|10|16|19|17|23|11|6|24|13|1|2|8|12,-6.589917182922363,-6.144604682922363,-6.589917182922363,-6.144604682922363
Martyetal_2022,Exp_5,37,Test,Intermediate,Negative,II,Bad,Mia,The mystery box does not contain both a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,yellow,grey,Bad,Good,21|12|16|5|19|10|13|11|20|3|24|4|9|7|15|18|2|22|23|8|17|1|14|6,-6.4570841789245605,-6.0664591789245605,-6.4570841789245605,-6.0664591789245605
Martyetal_2022,Exp_5,38,Test,Intermediate,Positive,SI,Bad,Sam,It is possible that the mystery box contains a green ball.,D-D-D,a yellow ball,a yellow ball,a yellow ball,green,blue,grey,yellow,Bad,Good,11|13|2|7|16|21|10|9|23|22|12|17|20|1|15|4|8|14|19|5|24|18|3|6,-6.415419578552246,-6.016982078552246,-6.415419578552246,-6.016982078552246
Martyetal_2022,Exp_5,39,Test,Intermediate,Positive,II,Target,Mia,The mystery box contains either a grey ball or a green ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,1|16|21|5|18|2|6|23|11|9|10|7|24|17|22|19|3|15|8|14|12|13|20|4,-6.330092906951904,-5.923842906951904,-6.330092906951904,-5.923842906951904
Martyetal_2022,Exp_5,40,Test,Intermediate,Negative,SI,Target,Sam,It is possible that the mystery box does not contain a blue ball.,D-D-D,a green ball,a green ball,a green ball,blue,yellow,grey,green,Bad,Good,10|4|5|9|22|8|3|16|11|13|15|14|20|1|17|2|24|19|18|23|12|6|7|21,-6.510016441345215,-6.056891441345215,-6.510016441345215,-6.056891441345215
Martyetal_2022,Exp_5,41,Test,Intermediate,Negative,DIST,Bad,Mia,It is certain that the mystery box does not contain both a blue ball and a green ball.,A-AB-B,a blue ball,a blue ball and a green ball,a green ball,blue,green,grey,yellow,Bad,Good,15|12|1|5|10|19|16|18|17|9|2|24|23|11|14|7|3|8|4|22|20|21|13|6,-6.077339172363281,-6.014839172363281,-6.077339172363281,-6.014839172363281
Martyetal_2022,Exp_5,42,Test,Intermediate,Negative,SI,Target,Sam,It is possible that the mystery box does not contain a yellow ball.,D-D-D,a grey ball,a grey ball,a grey ball,yellow,green,blue,grey,Bad,Good,3|8|1|14|21|12|24|20|11|7|13|19|5|15|16|18|23|4|22|2|10|9|17|6,-6.500790596008301,-6.078915596008301,-6.500790596008301,-6.078915596008301
