Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_2,Deontic,9,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a yellow ball or a green ball.,A-CD-C,a grey ball and a blue ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,8|7|63|5|61|62|1|3|60|59|64|58|6|57|4|2,-8.496955871582031,-7.649299144744873,-8.496955871582031,-7.649299144744873
Martyetal_2023,Exp_2,Deontic,10,Test,Block_A,Nominal,Control_4,Bad,Sam,No box contains a green ball or a grey ball.,A-CD-A,a green ball,a yellow ball and a blue ball,a green ball,green,grey,yellow,blue,Bad,Good,2|60|8|5|61|6|7|4|1|62|63|57|59|58|64|3,-8.337368965148926,-7.649868965148926,-8.337368965148926,-7.649868965148926
Martyetal_2023,Exp_2,Deontic,11,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a yellow ball or a grey ball.,A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,green,blue,Bad,Good,4|64|6|7|2|59|63|61|57|58|1|5|8|62|60|3,-8.512842178344727,-7.715967178344727,-8.512842178344727,-7.715967178344727
Martyetal_2023,Exp_2,Deontic,12,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a green ball or a grey ball.,A-AB-B,a green ball,a green ball and a grey ball,a grey ball,green,grey,yellow,blue,Bad,Good,4|58|61|3|5|62|64|63|60|57|2|1|6|7|59|8,-8.390551567077637,-7.663989067077637,-8.390551567077637,-7.663989067077637
Martyetal_2023,Exp_2,Deontic,13,Test,Block_A,Nominal,Test,Target_2,Sam,Every box contains a grey ball or a green ball.,A-AC-AC,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball,grey,green,yellow,blue,Bad,Good,6|58|63|7|61|62|60|3|1|2|64|5|57|59|8|4,-8.31989574432373,-7.394114971160889,-8.31989574432373,-7.394114971160889
Martyetal_2023,Exp_2,Deontic,14,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a green ball or a blue ball.,A-CD-C,a grey ball,a grey ball and a yellow ball,a green ball,green,blue,grey,yellow,Bad,Good,63|7|59|2|1|4|61|6|64|62|8|60|5|57|3|58,-8.909505844116211,-7.921224594116211,-8.909505844116211,-7.921224594116211
Martyetal_2023,Exp_2,Deontic,15,Test,Block_A,Nominal,Control_2,Good,Mia,Every box contains a grey ball and a yellow ball.,AB-AB-AB,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball and a yellow ball,grey,yellow,blue,green,Bad,Good,60|5|4|57|7|61|64|8|3|1|59|58|2|63|62|6,-7.983885765075684,-7.249510765075684,-7.983885765075684,-7.249510765075684
Martyetal_2023,Exp_2,Deontic,16,Test,Block_A,Nominal,Control_4,Good,Mia,No box contains a blue ball or a yellow ball.,C-CD-C,a green ball,a green ball and a grey ball,a green ball,blue,yellow,green,grey,Bad,Good,60|58|1|61|64|63|59|62|3|7|2|8|6|5|57|4,-8.282700538635254,-7.399888038635254,-8.282700538635254,-7.399888038635254
Martyetal_2023,Exp_2,Deontic,17,Test,Block_A,Nominal,Control_2,Bad,Mia,Every box contains a grey ball and a green ball.,AB-CD-C,a grey ball and a green ball,a blue ball,a blue ball and a yellow ball,grey,green,blue,yellow,Bad,Good,6|5|64|59|3|60|57|2|62|7|58|8|1|63|4|61,-8.72141170501709,-7.84641170501709,-8.72141170501709,-7.84641170501709
Martyetal_2023,Exp_2,Deontic,18,Test,Block_A,Nominal,Control_3,Bad,Mia,No box contains a grey ball.,A-CD-A,a yellow ball and a blue ball,a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,1|59|57|5|3|8|61|4|62|60|6|64|58|7|2|63,-8.539204597473145,-7.820454120635986,-8.539204597473145,-7.820454120635986
Martyetal_2023,Exp_2,Deontic,19,Test,Block_A,Nominal,Control_1,Good,Sam,Every box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,62|1|3|63|64|57|58|2|6|59|5|7|61|60|4|8,-8.99974536895752,-8.31224536895752,-8.99974536895752,-8.31224536895752
