Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_2,Deontic,9,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a yellow ball or a green ball.,A-CD-C,a grey ball and a blue ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,5|4|59|57|60|6|1|7|61|58|2|62|8|3|63|64,-14.542072,-0.026701292,-14.542072,-0.026701292
Martyetal_2023,Exp_2,Deontic,10,Test,Block_A,Nominal,Control_4,Bad,Sam,No box contains a green ball or a grey ball.,A-CD-A,a green ball,a yellow ball and a blue ball,a green ball,green,grey,yellow,blue,Bad,Good,64|5|57|60|61|3|2|63|62|1|59|4|7|6|58|8,-0.16334587,-1.6028671,-0.16334587,-1.6028671
Martyetal_2023,Exp_2,Deontic,11,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a yellow ball or a grey ball.,A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,green,blue,Bad,Good,61|6|58|63|60|59|1|62|7|64|57|5|8|2|4|3,-0.05296221,-9.1238365,-0.05296221,-9.1238365
Martyetal_2023,Exp_2,Deontic,12,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a green ball or a grey ball.,A-AB-B,a green ball,a green ball and a grey ball,a grey ball,green,grey,yellow,blue,Bad,Good,60|7|6|4|58|63|64|62|5|1|57|61|2|3|8|59,-0.098647885,-10.080161,-0.098647885,-10.080161
Martyetal_2023,Exp_2,Deontic,13,Test,Block_A,Nominal,Test,Target_2,Sam,Every box contains a grey ball or a green ball.,A-AC-AC,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball,grey,green,yellow,blue,Bad,Good,61|62|3|59|8|64|57|7|60|6|1|4|5|63|2|58,-13.601981,-0.1303074,-13.601981,-0.1303074
Martyetal_2023,Exp_2,Deontic,14,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a green ball or a blue ball.,A-CD-C,a grey ball,a grey ball and a yellow ball,a green ball,green,blue,grey,yellow,Bad,Good,7|64|57|6|2|4|1|61|58|59|3|8|63|60|62|5,-14.7858305,-0.028280081,-14.7858305,-0.028280081
Martyetal_2023,Exp_2,Deontic,15,Test,Block_A,Nominal,Control_2,Good,Mia,Every box contains a grey ball and a yellow ball.,AB-AB-AB,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball and a yellow ball,grey,yellow,blue,green,Bad,Good,58|3|8|4|60|63|62|57|1|64|5|59|6|61|7|2,-0.5875595,-13.432477,-0.5875595,-13.432477
Martyetal_2023,Exp_2,Deontic,16,Test,Block_A,Nominal,Control_4,Good,Mia,No box contains a blue ball or a yellow ball.,C-CD-C,a green ball,a green ball and a grey ball,a green ball,blue,yellow,green,grey,Bad,Good,64|3|59|5|8|7|4|2|61|57|6|1|62|60|58|63,-0.23393239,-9.01397,-0.23393239,-9.01397
Martyetal_2023,Exp_2,Deontic,17,Test,Block_A,Nominal,Control_2,Bad,Mia,Every box contains a grey ball and a green ball.,AB-CD-C,a grey ball and a green ball,a blue ball,a blue ball and a yellow ball,grey,green,blue,yellow,Bad,Good,60|8|58|61|57|7|2|63|4|59|3|5|1|62|6|64,-2.481436,-0.12212999,-2.481436,-0.12212999
Martyetal_2023,Exp_2,Deontic,18,Test,Block_A,Nominal,Control_3,Bad,Mia,No box contains a grey ball.,A-CD-A,a yellow ball and a blue ball,a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,5|62|4|8|59|58|7|6|57|63|2|64|3|60|61|1,-4.3153133,-0.042833827,-4.3153133,-0.042833827
Martyetal_2023,Exp_2,Deontic,19,Test,Block_A,Nominal,Control_1,Good,Sam,Every box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,6|8|60|4|58|64|5|7|59|1|62|61|3|2|63|57,-0.13204753,-12.969288,-0.13204753,-12.969288
Martyetal_2023,Exp_2,Deontic,20,Test,Block_A,Nominal,Control_2,Good,Sam,Every box contains a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,yellow,grey,Bad,Good,60|5|64|3|1|62|63|58|59|4|6|2|8|57|61|7,-0.45642087,-14.093749,-0.45642087,-14.093749
Martyetal_2023,Exp_2,Deontic,21,Test,Block_A,Nominal,Control_4,Bad,Mia,No box contains a blue ball or a green ball.,A-CD-A,a blue ball,a blue ball,a grey ball and a yellow ball,blue,green,grey,yellow,Bad,Good,7|3|57|60|6|61|63|2|58|5|4|64|62|1|8|59,-14.149564,-0.03646078,-14.149564,-0.03646078
Martyetal_2023,Exp_2,Deontic,22,Test,Block_A,Nominal,Test,Target_2,Mia,Every box contains a yellow ball or a green ball.,A-AC-AD,a yellow ball,a yellow ball and a grey ball,a yellow ball and a blue ball,yellow,green,blue,grey,Bad,Good,6|58|8|5|7|61|63|4|60|62|64|1|2|57|59|3,-10.869009,-0.026179763,-10.869009,-0.026179763
Martyetal_2023,Exp_2,Deontic,23,Test,Block_A,Nominal,Test,Bad,Mia,Every box contains a green ball or a blue ball.,A-CD-C,a green ball,a grey ball and a yellow ball,a grey ball,green,blue,grey,yellow,Bad,Good,4|1|64|8|57|3|6|5|61|62|60|63|59|2|7|58,-11.765659,-0.035268467,-11.765659,-0.035268467
Martyetal_2023,Exp_2,Deontic,24,Test,Block_A,Nominal,Test,Good,Sam,Every box contains a green ball or a grey ball.,A-AB-B,a grey ball,a green ball,a green ball and a grey ball,green,grey,blue,yellow,Bad,Good,60|7|59|58|57|61|6|2|63|5|1|4|64|8|62|3,-0.15626258,-9.197526,-0.15626258,-9.197526
Martyetal_2023,Exp_2,Deontic,25,Test,Block_A,Nominal,Control_1,Bad,Sam,Every box contains a blue ball.,A-CD-C,a blue ball,a yellow ball,a yellow ball and a grey ball,blue,green,yellow,grey,Bad,Good,6|64|63|59|2|60|1|3|7|61|5|57|4|58|62|8,-9.058588,-0.048417583,-9.058588,-0.048417583
Martyetal_2023,Exp_2,Deontic,26,Test,Block_A,Nominal,Control_2,Good,Sam,Every box contains a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,grey,yellow,Bad,Good,4|60|63|1|8|5|64|58|57|62|59|2|3|7|6|61,-0.17151254,-13.539848,-0.17151254,-13.539848
Martyetal_2023,Exp_2,Deontic,27,Test,Block_A,Nominal,Control_4,Bad,Sam,No box contains a grey ball or a blue ball.,A-CD-A,a yellow and a green ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,4|3|57|64|61|60|7|8|1|58|63|2|59|5|6|62,-0.025132062,-6.7309604,-0.025132062,-6.7309604
Martyetal_2023,Exp_2,Deontic,28,Test,Block_A,Nominal,Test,Target_1,Mia,Every box contains a blue ball or a grey ball.,A-AB-A,a blue ball,a blue ball,a blue ball and a grey ball,blue,grey,green,yellow,Bad,Good,58|7|59|57|60|5|4|63|1|8|62|64|3|61|6|2,-11.834686,-0.054711316,-11.834686,-0.054711316
Martyetal_2023,Exp_2,Deontic,29,Test,Block_A,Nominal,Test,Target_2,Mia,Every box contains a green ball or a yellow ball.,A-AC-A,a green ball and a blue ball,a green ball,a green ball,green,yellow,blue,grey,Bad,Good,59|60|2|57|64|3|61|7|58|63|1|4|62|5|6|8,-12.205717,-0.056245644,-12.205717,-0.056245644
Martyetal_2023,Exp_2,Deontic,30,Test,Block_A,Nominal,Control_1,Bad,Sam,Every box contains a yellow ball.,A-CD-C,a grey ball,a grey ball and a blue ball,a yellow ball,yellow,green,grey,blue,Bad,Good,8|2|62|5|6|59|3|63|64|4|58|61|1|60|57|7,-13.726378,-0.054740094,-13.726378,-0.054740094
