Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_6,25,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,14|16|3|22|13|10|5|9|15|23|7|11|19|1|8|24|17|2|21|18|4|6|20|12,-0.5580379962921143,-0.8705379962921143,-0.5580379962921143,-0.8705379962921143
Martyetal_2022,Exp_6,26,Test,Low,Positive,FC,Good,Sam,It is possible that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,6|9|11|5|12|10|19|24|20|16|7|15|3|23|4|17|14|1|8|21|2|13|18|22,-0.9167508482933044,-0.5417508482933044,-0.9167508482933044,-0.5417508482933044
Martyetal_2022,Exp_6,27,Test,Low,Positive,SI,Good,Mia,It is possible that the mystery box contains a green ball.,A-D-C,a green ball,a grey ball,a blue ball,green,yellow,blue,grey,Bad,Good,15|13|16|24|2|14|22|20|6|10|11|8|19|3|9|21|12|17|7|23|18|5|4|1,-0.7424802780151367,-0.6643552780151367,-0.7424802780151367,-0.6643552780151367
Martyetal_2022,Exp_6,28,Test,Low,Positive,DIST,Bad,Sam,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,5|16|22|2|14|15|10|7|3|17|18|23|11|20|19|8|13|4|24|6|9|12|21|1,-0.8706442713737488,-0.5737692713737488,-0.8706442713737488,-0.5737692713737488
Martyetal_2022,Exp_6,29,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a grey ball or it contains a blue ball.,D-C-D,a green ball,a yellow ball,a green ball,grey,blue,yellow,green,Bad,Good,11|16|8|21|5|24|2|20|13|23|14|1|6|9|3|12|15|19|7|4|22|18|17|10,-0.9206051230430603,-0.5299801230430603,-0.9206051230430603,-0.5299801230430603
Martyetal_2022,Exp_6,30,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a green ball or it contains a blue ball.,A-A-A,a green ball,a green ball,a green ball,green,blue,yellow,grey,Bad,Good,5|13|19|18|11|16|3|17|21|12|15|23|4|7|22|2|1|24|8|9|20|10|14|6,-0.8998144865036011,-0.5404394865036011,-0.8998144865036011,-0.5404394865036011
Martyetal_2022,Exp_6,31,Test,Low,Negative,DIST,Bad,Sam,It is certain that either the mystery box does not contain a blue ball or it does not contain a yellow ball.,A-AB-B,a blue ball,a blue ball and a yellow ball,a yellow ball,blue,yellow,green,grey,Bad,Good,10|19|11|15|21|12|9|13|4|7|24|23|2|5|14|20|17|6|22|3|8|16|18|1,-0.8538069128990173,-0.5725569128990173,-0.8538069128990173,-0.5725569128990173
Martyetal_2022,Exp_6,32,Test,Low,Negative,DIST,Good,Mia,It is certain that either the mystery box does not contain a green ball or it does not contain a blue ball.,A-B-A,a green ball,a blue ball,a green ball,green,blue,yellow,grey,Bad,Good,5|24|19|20|15|2|18|14|21|6|7|4|9|23|10|13|8|12|22|17|3|11|16|1,-0.8529845476150513,-0.5717345476150513,-0.8529845476150513,-0.5717345476150513
Martyetal_2022,Exp_6,33,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a blue ball or it contains a yellow ball.,D-C-D,a grey ball,a green ball,a grey ball,blue,yellow,green,grey,Bad,Good,15|23|17|12|14|16|2|20|22|6|18|19|9|5|13|1|7|11|24|10|8|4|3|21,-0.7782506346702576,-0.6376256346702576,-0.7782506346702576,-0.6376256346702576
Martyetal_2022,Exp_6,34,Test,Low,Negative,II,Good,Mia,Either the mystery box does not contain a grey ball or it does not contain a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,17|6|4|23|7|8|19|14|16|10|20|5|11|21|9|13|24|1|12|18|3|15|2|22,-1.0291743278503418,-0.4666743278503418,-1.0291743278503418,-0.4666743278503418
Martyetal_2022,Exp_6,35,Test,Low,Positive,DIST,Target,Mia,It is certain that either the mystery box contains a yellow ball or it contains a blue ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,blue,green,grey,Bad,Good,4|3|22|21|15|1|14|7|16|17|19|8|9|18|24|20|13|11|5|2|6|10|23|12,-0.8928331136703491,-0.5490831136703491,-0.8928331136703491,-0.5490831136703491
Martyetal_2022,Exp_6,36,Test,Low,Negative,DIST,Target,Sam,It is certain that either the mystery box does not contain a yellow ball or it does not contain a green ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,green,blue,grey,Bad,Good,17|23|15|9|24|2|19|1|20|14|3|21|12|8|22|7|5|11|10|6|18|4|16|13,-1.13267982006073,-0.41392984986305237,-1.13267982006073,-0.41392984986305237
Martyetal_2022,Exp_6,37,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a blue ball or it contains a green ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,green,grey,yellow,Bad,Good,13|9|2|5|20|3|21|7|23|24|18|14|8|6|22|11|19|17|12|15|16|4|1|10,-0.7833938598632812,-0.6271438598632812,-0.7833938598632812,-0.6271438598632812
Martyetal_2022,Exp_6,38,Test,Low,Positive,SI,Bad,Sam,It is possible that the mystery box contains a yellow ball.,D-D-D,a blue ball,a blue ball,a blue ball,yellow,green,grey,blue,Bad,Good,16|19|15|9|12|6|2|8|7|11|24|4|14|10|3|20|21|1|17|22|13|5|23|18,-0.9290565848350525,-0.5228065848350525,-0.9290565848350525,-0.5228065848350525
Martyetal_2022,Exp_6,39,Test,Low,Negative,II,Bad,Mia,Either the mystery box does not contain a green ball or it does not contain a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,grey,yellow,Bad,Good,12|15|14|17|16|22|3|1|18|11|20|4|6|21|8|9|7|19|13|2|23|10|24|5,-0.8097432255744934,-0.6222432255744934,-0.8097432255744934,-0.6222432255744934
Martyetal_2022,Exp_6,40,Test,Low,Positive,SI,Bad,Sam,It is possible that the mystery box contains a blue ball.,D-D-D,a green ball,a green ball,a green ball,blue,grey,yellow,green,Bad,Good,24|3|22|7|8|12|21|6|20|5|19|16|4|9|23|14|17|10|15|11|2|18|13|1,-0.9807256460189819,-0.49635064601898193,-0.9807256460189819,-0.49635064601898193
Martyetal_2022,Exp_6,41,Test,Low,Positive,DIST,Target,Mia,It is certain that either the mystery box contains a blue ball or it contains a green ball.,A-A-A,a blue ball,a blue ball,a blue ball,blue,green,grey,yellow,Bad,Good,23|22|7|24|15|3|8|20|9|11|12|19|4|18|6|5|17|13|14|2|16|10|21|1,-0.7945612668991089,-0.6226862668991089,-0.7945612668991089,-0.6226862668991089
Martyetal_2022,Exp_6,42,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a green ball or it contains a yellow ball.,A-A-A,a green ball,a green ball,a green ball,green,yellow,grey,blue,Bad,Good,16|8|11|21|15|10|23|7|13|19|3|9|4|24|6|5|17|18|22|1|12|20|2|14,-0.6575284600257874,-0.7512784600257874,-0.6575284600257874,-0.7512784600257874
