Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_1,Epistemic,9,Test,Block_A,Nominal,Control_1,Good,Mia,Every visible box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good,58|5|2|1|61|57|62|59|60|63|8|3|64|7|4|6,-22.566425323486328,-23.710956573486328,-22.566425323486328,-23.710956573486328
Martyetal_2023,Exp_1,Epistemic,10,Test,Block_A,Nominal,Test,Target_1,Mia,Every visible box contains a yellow ball or a green ball.,A-AB-AB,a yellow and a green ball,a yellow ball,a yellow and a green ball,yellow,green,grey,blue,Bad,Good,4|2|7|3|6|64|60|62|63|8|1|58|5|59|61|57,-22.67579460144043,-23.86329460144043,-22.67579460144043,-23.86329460144043
Martyetal_2023,Exp_1,Epistemic,11,Test,Block_A,Nominal,Control_1,Bad,Mia,Every visible box contains a grey ball.,A-CD-C,a green ball and a yellow ball,a green ball,a grey ball,grey,blue,green,yellow,Bad,Good,7|4|3|57|5|58|2|60|63|59|62|64|6|8|61|1,-22.718767166137695,-23.769548416137695,-22.718767166137695,-23.769548416137695
Martyetal_2023,Exp_1,Epistemic,12,Test,Block_A,Nominal,Control_2,Good,Sam,Every visible box contains a grey ball and a green ball.,AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,yellow,blue,Bad,Good,3|2|57|59|4|60|5|6|64|58|61|63|8|7|62|1,-22.386741638183594,-25.003929138183594,-22.386741638183594,-25.003929138183594
Martyetal_2023,Exp_1,Epistemic,13,Test,Block_A,Nominal,Control_3,Bad,Mia,No visible box contains a yellow ball.,A-CD-A,a yellow ball,a yellow ball,a grey ball and a blue ball,yellow,green,grey,blue,Bad,Good,8|63|1|5|62|7|57|61|64|59|58|60|6|2|4|3,-22.730484008789062,-23.964859008789062,-22.730484008789062,-23.964859008789062
Martyetal_2023,Exp_1,Epistemic,14,Test,Block_A,Nominal,Test,Target_1,Sam,Every visible box contains a yellow ball or a grey ball.,A-AB-A,a yellow ball,a yellow ball and a grey ball,a yellow ball,yellow,grey,blue,green,Bad,Good,60|62|5|64|58|8|57|63|3|4|59|7|1|61|6|2,-22.41017723083496,-23.50783348083496,-22.41017723083496,-23.50783348083496
Martyetal_2023,Exp_1,Epistemic,15,Test,Block_A,Nominal,Test,Good,Sam,Every visible box contains a green ball or a grey ball.,A-AB-B,a grey ball,a green ball and a grey ball,a green ball,green,grey,blue,yellow,Bad,Good,1|8|4|64|62|3|57|60|2|58|6|63|5|61|7|59,-22.304702758789062,-25.023452758789062,-22.304702758789062,-25.023452758789062
Martyetal_2023,Exp_1,Epistemic,16,Test,Block_A,Nominal,Control_3,Good,Sam,No visible box contains a green ball.,C-CD-C,a grey ball,a grey ball and a blue ball,a grey ball,green,yellow,grey,blue,Bad,Good,2|63|59|62|58|3|7|1|4|6|5|57|61|60|8|64,-22.820327758789062,-24.035171508789062,-22.820327758789062,-24.035171508789062
Martyetal_2023,Exp_1,Epistemic,17,Test,Block_A,Nominal,Control_4,Good,Sam,No visible box contains a green ball or a yellow ball.,C-CD-C,a blue ball,a blue ball,a blue ball and a grey ball,green,yellow,blue,grey,Bad,Good,5|4|59|2|1|60|3|7|6|61|8|63|62|57|64|58,-22.722671508789062,-23.933609008789062,-22.722671508789062,-23.933609008789062
Martyetal_2023,Exp_1,Epistemic,18,Test,Block_A,Nominal,Test,Bad,Sam,Every visible box contains a blue ball or a yellow ball.,A-CD-C,a green ball,a green ball and a grey ball,a blue ball,blue,yellow,green,grey,Bad,Good,1|57|6|7|4|62|64|63|58|3|59|60|8|61|5|2,-22.382829666137695,-23.468767166137695,-22.382829666137695,-23.468767166137695
Martyetal_2023,Exp_1,Epistemic,19,Test,Block_A,Nominal,Control_1,Good,Mia,Every visible box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,7|58|5|3|59|64|4|2|8|1|63|60|6|57|62|61,-22.480491638183594,-25.207054138183594,-22.480491638183594,-25.207054138183594
Martyetal_2023,Exp_1,Epistemic,20,Test,Block_A,Nominal,Test,Good,Mia,Every visible box contains a green ball or a yellow ball.,A-AB-B,a green ball,a yellow ball,a green ball and a yellow ball,green,yellow,blue,grey,Bad,Good,59|63|57|1|64|61|6|5|3|58|8|4|60|62|2|7,-22.593767166137695,-23.761735916137695,-22.593767166137695,-23.761735916137695
Martyetal_2023,Exp_1,Epistemic,21,Test,Block_A,Nominal,Control_4,Good,Sam,No visible box contains a green ball or a yellow ball.,C-CD-C,a blue ball,a blue ball and a grey ball,a blue ball,green,yellow,blue,grey,Bad,Good,6|60|5|62|4|59|63|64|61|2|1|7|58|57|8|3,-22.339862823486328,-25.109394073486328,-22.339862823486328,-25.109394073486328
Martyetal_2023,Exp_1,Epistemic,22,Test,Block_A,Nominal,Test,Target_1,Sam,Every visible box contains a green ball or a yellow ball.,A-AB-A,a green ball,a green ball,a green ball and a yellow ball,green,yellow,grey,blue,Bad,Good,2|1|61|60|7|5|3|8|62|64|57|63|59|4|58|6,-22.14845848083496,-24.87502098083496,-22.14845848083496,-24.87502098083496
Martyetal_2023,Exp_1,Epistemic,23,Test,Block_A,Nominal,Control_4,Bad,Mia,No visible box contains a grey ball or a blue ball.,A-CD-A,a grey ball,a green ball and a yellow ball,a grey ball,grey,blue,green,yellow,Bad,Good,2|61|57|62|5|7|6|58|64|63|3|60|1|59|8|4,-22.46485710144043,-25.14063835144043,-22.46485710144043,-25.14063835144043
Martyetal_2023,Exp_1,Epistemic,24,Test,Block_A,Nominal,Control_2,Bad,Mia,Every visible box contains a green ball and a blue ball.,AB-CD-C,a yellow ball,a yellow ball and a grey ball,a green ball and a blue ball,green,blue,yellow,grey,Bad,Good,60|59|62|6|8|57|2|5|3|4|64|7|58|61|63|1,-22.546897888183594,-25.097679138183594,-22.546897888183594,-25.097679138183594
