Study,Experiment,Item_nr,Item_status,Negation,Polarity,Inference_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2022,Exp_6,25,Test,Low,Negative,SI,Bad,Sam,It is possible that the mystery box does not contain a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,9|11|21|20|22|13|6|1|17|24|12|5|2|4|18|8|10|16|15|7|23|19|14|3,-23.723432540893555,-24.254621505737305,-23.723432540893555,-24.254621505737305
Martyetal_2022,Exp_6,26,Test,Low,Positive,FC,Good,Sam,It is possible that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,7|2|22|5|20|12|17|1|11|15|18|6|16|9|21|24|14|4|3|23|8|10|19|13,-24.1136531829834,-24.568342208862305,-24.1136531829834,-24.568342208862305
Martyetal_2022,Exp_6,27,Test,Low,Positive,SI,Good,Mia,It is possible that the mystery box contains a green ball.,A-D-C,a green ball,a grey ball,a blue ball,green,yellow,blue,grey,Bad,Good,2|7|16|6|24|20|14|5|12|23|15|18|9|13|3|11|1|19|4|21|22|17|8|10,-24.138341903686523,-24.698888778686523,-24.138341903686523,-24.698888778686523
Martyetal_2022,Exp_6,28,Test,Low,Positive,DIST,Bad,Sam,It is certain that either the mystery box contains a green ball or it contains a yellow ball.,A-C-B,a green ball,a grey ball,a yellow ball,green,yellow,grey,blue,Bad,Good,20|6|3|19|4|5|16|17|12|15|13|18|14|7|22|11|9|24|8|10|2|21|23|1,-24.456850051879883,-24.651918411254883,-24.456850051879883,-24.651918411254883
Martyetal_2022,Exp_6,29,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a grey ball or it contains a blue ball.,D-C-D,a green ball,a yellow ball,a green ball,grey,blue,yellow,green,Bad,Good,24|22|6|16|4|20|23|14|21|17|9|18|7|15|2|13|5|12|8|1|11|3|10|19,-23.86711311340332,-24.03044319152832,-23.86711311340332,-24.03044319152832
Martyetal_2022,Exp_6,30,Test,Low,Positive,II,Target,Mia,Either the mystery box contains a green ball or it contains a blue ball.,A-A-A,a green ball,a green ball,a green ball,green,blue,yellow,grey,Bad,Good,10|1|9|2|23|18|12|14|8|22|19|5|21|13|15|6|17|16|7|4|24|20|3|11,-24.657238006591797,-24.811779022216797,-24.657238006591797,-24.811779022216797
Martyetal_2022,Exp_6,31,Test,Low,Negative,DIST,Bad,Sam,It is certain that either the mystery box does not contain a blue ball or it does not contain a yellow ball.,A-AB-B,a blue ball,a blue ball and a yellow ball,a yellow ball,blue,yellow,green,grey,Bad,Good,13|12|18|1|20|24|9|5|14|22|15|2|3|11|16|7|17|19|21|10|8|4|23|6,-24.295581817626953,-24.557300567626953,-24.295581817626953,-24.557300567626953
Martyetal_2022,Exp_6,32,Test,Low,Negative,DIST,Good,Mia,It is certain that either the mystery box does not contain a green ball or it does not contain a blue ball.,A-B-A,a green ball,a blue ball,a green ball,green,blue,yellow,grey,Bad,Good,17|13|19|18|1|23|10|12|9|8|14|4|2|5|21|3|11|22|24|6|15|20|7|16,-24.269306182861328,-24.606708526611328,-24.269306182861328,-24.606708526611328
Martyetal_2022,Exp_6,33,Test,Low,Positive,FC,Bad,Sam,It is possible that either the mystery box contains a blue ball or it contains a yellow ball.,D-C-D,a grey ball,a green ball,a grey ball,blue,yellow,green,grey,Bad,Good,18|19|15|1|21|10|4|23|22|17|12|20|14|8|7|16|11|24|13|9|5|3|6|2,-24.48101806640625,-24.03253173828125,-24.48101806640625,-24.03253173828125
Martyetal_2022,Exp_6,34,Test,Low,Negative,II,Good,Mia,Either the mystery box does not contain a grey ball or it does not contain a green ball.,A-B-A,a grey ball,a green ball,a grey ball,grey,green,yellow,blue,Bad,Good,24|2|21|18|19|8|7|1|15|3|23|17|6|5|13|12|16|22|10|11|9|4|14|20,-24.210588455200195,-24.891435623168945,-24.210588455200195,-24.891435623168945
