Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_2,Deontic,9,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a yellow ball or a green ball.,A-CD-C,a grey ball and a blue ball,a grey ball,a yellow ball,yellow,green,grey,blue,Bad,Good,8|59|3|64|61|2|60|62|7|63|57|1|4|6|58|5,-28.7739315032959,-27.4257869720459,-28.7739315032959,-27.4257869720459
Martyetal_2023,Exp_2,Deontic,10,Test,Block_A,Nominal,Control_4,Bad,Sam,No box contains a green ball or a grey ball.,A-CD-A,a green ball,a yellow ball and a blue ball,a green ball,green,grey,yellow,blue,Bad,Good,57|62|58|8|59|4|3|64|61|6|5|7|60|1|63|2,-28.1743221282959,-27.4033260345459,-28.1743221282959,-27.4033260345459
Martyetal_2023,Exp_2,Deontic,11,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a yellow ball or a grey ball.,A-AB-B,a yellow ball,a yellow ball and a grey ball,a grey ball,yellow,grey,green,blue,Bad,Good,4|6|62|59|1|58|61|60|3|8|57|63|2|64|5|7,-28.971471786499023,-27.6796932220459,-28.971471786499023,-27.6796932220459
Martyetal_2023,Exp_2,Deontic,12,Test,Block_A,Nominal,Test,Good,Mia,Every box contains a green ball or a grey ball.,A-AB-B,a green ball,a green ball and a grey ball,a grey ball,green,grey,yellow,blue,Bad,Good,1|64|61|59|6|8|3|60|58|57|4|5|63|7|62|2,-28.0600643157959,-27.2197322845459,-28.0600643157959,-27.2197322845459
Martyetal_2023,Exp_2,Deontic,13,Test,Block_A,Nominal,Test,Target_2,Sam,Every box contains a grey ball or a green ball.,A-AC-AC,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball,grey,green,yellow,blue,Bad,Good,5|57|6|61|3|2|63|62|1|4|64|8|59|58|7|60,-28.0195369720459,-27.7763729095459,-28.0195369720459,-27.7763729095459
Martyetal_2023,Exp_2,Deontic,14,Test,Block_A,Nominal,Test,Bad,Sam,Every box contains a green ball or a blue ball.,A-CD-C,a grey ball,a grey ball and a yellow ball,a green ball,green,blue,grey,yellow,Bad,Good,1|8|2|3|59|5|60|61|7|63|6|62|4|64|57|58,-28.156253814697266,-27.113285064697266,-28.156253814697266,-27.113285064697266
Martyetal_2023,Exp_2,Deontic,15,Test,Block_A,Nominal,Control_2,Good,Mia,Every box contains a grey ball and a yellow ball.,AB-AB-AB,a grey ball and a yellow ball,a grey ball and a yellow ball,a grey ball and a yellow ball,grey,yellow,blue,green,Bad,Good,64|8|7|60|59|3|2|4|1|58|63|5|6|62|61|57,-29.020755767822266,-27.111331939697266,-29.020755767822266,-27.111331939697266
Martyetal_2023,Exp_2,Deontic,16,Test,Block_A,Nominal,Control_4,Good,Mia,No box contains a blue ball or a yellow ball.,C-CD-C,a green ball,a green ball and a grey ball,a green ball,blue,yellow,green,grey,Bad,Good,3|64|59|61|4|62|7|63|58|8|1|57|60|5|6|2,-29.3790340423584,-27.9179744720459,-29.3790340423584,-27.9179744720459
Martyetal_2023,Exp_2,Deontic,17,Test,Block_A,Nominal,Control_2,Bad,Mia,Every box contains a grey ball and a green ball.,AB-CD-C,a grey ball and a green ball,a blue ball,a blue ball and a yellow ball,grey,green,blue,yellow,Bad,Good,58|60|1|7|59|64|6|61|62|8|63|4|2|5|57|3,-28.6069393157959,-27.6835994720459,-28.6069393157959,-27.6835994720459
Martyetal_2023,Exp_2,Deontic,18,Test,Block_A,Nominal,Control_3,Bad,Mia,No box contains a grey ball.,A-CD-A,a yellow ball and a blue ball,a grey ball,a grey ball,grey,green,yellow,blue,Bad,Good,63|58|61|62|64|1|4|2|7|57|8|3|60|59|6|5,-29.648929595947266,-28.827152252197266,-29.648929595947266,-28.827152252197266
Martyetal_2023,Exp_2,Deontic,19,Test,Block_A,Nominal,Control_1,Good,Sam,Every box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,green,blue,yellow,Bad,Good,57|6|59|1|58|62|5|61|7|2|64|8|3|60|63|4,-28.283695220947266,-26.990238189697266,-28.283695220947266,-26.990238189697266
Martyetal_2023,Exp_2,Deontic,20,Test,Block_A,Nominal,Control_2,Good,Sam,Every box contains a green ball and a blue ball.,AB-AB-AB,a green ball and a blue ball,a green ball and a blue ball,a green ball and a blue ball,green,blue,yellow,grey,Bad,Good,61|58|7|1|6|4|3|62|2|63|64|60|59|8|5|57,-28.761722564697266,-27.893558502197266,-28.761722564697266,-27.893558502197266
Martyetal_2023,Exp_2,Deontic,21,Test,Block_A,Nominal,Control_4,Bad,Mia,No box contains a blue ball or a green ball.,A-CD-A,a blue ball,a blue ball,a grey ball and a yellow ball,blue,green,grey,yellow,Bad,Good,2|4|63|7|57|58|8|6|61|5|60|3|64|59|62|1,-28.292001724243164,-27.165048599243164,-28.292001724243164,-27.165048599243164
Martyetal_2023,Exp_2,Deontic,22,Test,Block_A,Nominal,Test,Target_2,Mia,Every box contains a yellow ball or a green ball.,A-AC-AD,a yellow ball,a yellow ball and a grey ball,a yellow ball and a blue ball,yellow,green,blue,grey,Bad,Good,62|7|64|57|8|59|1|2|3|6|63|5|61|60|58|4,-29.3806209564209,-27.7050838470459,-29.3806209564209,-27.7050838470459
Martyetal_2023,Exp_2,Deontic,23,Test,Block_A,Nominal,Test,Bad,Mia,Every box contains a green ball or a blue ball.,A-CD-C,a green ball,a grey ball and a yellow ball,a grey ball,green,blue,grey,yellow,Bad,Good,63|60|64|1|57|8|62|6|61|58|7|59|3|2|5|4,-29.528079986572266,-28.075199127197266,-29.528079986572266,-28.075199127197266
Martyetal_2023,Exp_2,Deontic,24,Test,Block_A,Nominal,Test,Good,Sam,Every box contains a green ball or a grey ball.,A-AB-B,a grey ball,a green ball,a green ball and a grey ball,green,grey,blue,yellow,Bad,Good,61|63|64|1|59|2|5|7|62|4|58|57|60|3|6|8,-29.3468074798584,-28.2002010345459,-29.3468074798584,-28.2002010345459
Martyetal_2023,Exp_2,Deontic,25,Test,Block_A,Nominal,Control_1,Bad,Sam,Every box contains a blue ball.,A-CD-C,a blue ball,a yellow ball,a yellow ball and a grey ball,blue,green,yellow,grey,Bad,Good,61|2|64|63|60|3|8|59|62|58|1|5|57|4|6|7,-29.229129791259766,-27.636722564697266,-29.229129791259766,-27.636722564697266
