Study,Experiment,Item_nr,Item_status,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Deganoetal_2024,Exp_2,9,Test,Control_2,Bad,Mia,`The mystery box does not contain a grey ball.',A-CD-A,a grey ball,a grey ball,a blue ball and a green ball,grey,yellow,blue,green,Bad,Good,3|2|8|5|6|1|7|4,-1.7074081897735596,-0.5042831897735596,-1.7074081897735596,-0.5042831897735596
Deganoetal_2024,Exp_2,10,Test,Control_3,Good,Sam,`The mystery box contains a yellow ball and a blue ball.',AB-AB-AB,a yellow ball and a blue ball,a yellow ball and a blue ball,a yellow ball and a blue ball,yellow,blue,grey,green,Bad,Good,2|8|1|4|7|3|5|6,-0.5611396431922913,-1.2955145835876465,-0.5611396431922913,-1.2955145835876465
Deganoetal_2024,Exp_2,11,Test,Control_4,Good,Sam,`The mystery box does not contain a grey ball or a blue ball.',C-CD-C,a green ball,a green ball and a yellow ball,a green ball,grey,blue,green,yellow,Bad,Good,4|8|5|1|6|7|3|2,-0.695115864276886,-1.4138658046722412,-0.695115864276886,-1.4138658046722412
Deganoetal_2024,Exp_2,12,Test,Test,Good,Mia,`The mystery box contains a green ball or a blue ball.',A-AA-B,a green ball and a green ball,a blue ball,a green ball,green,blue,grey,yellow,Bad,Good,1|5|7|8|6|3|4|2,-0.7486751675605774,-0.9986751675605774,-0.7486751675605774,-0.9986751675605774
Deganoetal_2024,Exp_2,13,Test,Control_1,Good,Sam,`The mystery box contains a green ball.',A-A-A,a green ball,a green ball,a green ball,green,grey,yellow,blue,Bad,Good,4|8|2|3|5|7|1|6,-0.4802127480506897,-2.214587688446045,-0.4802127480506897,-2.214587688446045
Deganoetal_2024,Exp_2,14,Test,Control_4,Good,Mia,`The mystery box does not contain a green ball or a blue ball.',C-CD-C,a grey ball,a grey ball,a grey ball and a yellow ball,green,blue,grey,yellow,Bad,Good,4|2|1|7|8|5|6|3,-0.7989293932914734,-1.2520544528961182,-0.7989293932914734,-1.2520544528961182
Deganoetal_2024,Exp_2,15,Test,Test,Good,Mia,`The mystery box contains a blue ball or a green ball.',A-AA-B,a green ball,a blue ball,a blue ball and a blue ball,blue,green,yellow,grey,Bad,Good,6|7|3|5|4|1|8|2,-0.5460526347160339,-1.5616776943206787,-0.5460526347160339,-1.5616776943206787
Deganoetal_2024,Exp_2,16,Test,Test,Bad,Sam,`The mystery box contains a green ball or a grey ball.',A-CD-B,a green ball,a yellow ball and a blue ball,a grey ball,green,grey,yellow,blue,Bad,Good,2|1|7|3|5|4|8|6,-0.9021138548851013,-0.8708638548851013,-0.9021138548851013,-0.8708638548851013
Deganoetal_2024,Exp_2,17,Test,Control_1,Bad,Mia,`The mystery box contains a green ball.',A-CD-C,a green ball,a grey ball,a grey ball and a yellow ball,green,blue,grey,yellow,Bad,Good,2|7|5|1|4|6|8|3,-2.313385486602783,-0.2508855164051056,-2.313385486602783,-0.2508855164051056
Deganoetal_2024,Exp_2,18,Test,Control_4,Bad,Mia,`The mystery box does not contain a grey ball or a green ball.',A-CD-B,a grey ball,a green ball,a yellow ball and a blue ball,grey,green,yellow,blue,Bad,Good,1|3|6|7|8|4|5|2,-0.9935741424560547,-0.7435741424560547,-0.9935741424560547,-0.7435741424560547
