Study,Experiment,Modal_flavor,Item_nr,Item_status,Block,Quantifier_type,Sentence_type,Condition,Character,Sentence,Box_schema,Content_Box1,Content_Box2,Content_Box3,Color_Ball_A,Color_Ball_B,Color_Ball_C,Color_Ball_D,Answer_option1,Answer_option2,Few_shot_items_order,Mean_logprob_answer_good,Mean_logprob_answer_bad,Sentence_logprob_answer_good,Sentence_logprob_answer_bad
Martyetal_2023,Exp_1,Epistemic,9,Test,Block_A,Nominal,Control_1,Good,Mia,Every visible box contains a yellow ball.,A-A-A,a yellow ball,a yellow ball,a yellow ball,yellow,grey,blue,green,Bad,Good,61|60|59|63|4|1|58|57|62|64|6|5|3|8|2|7,-0.27256640791893005,-2.131941318511963,-0.27256640791893005,-2.131941318511963
Martyetal_2023,Exp_1,Epistemic,10,Test,Block_A,Nominal,Test,Target_1,Mia,Every visible box contains a yellow ball or a green ball.,A-AB-AB,a yellow and a green ball,a yellow ball,a yellow and a green ball,yellow,green,grey,blue,Bad,Good,63|5|64|58|60|59|3|7|57|4|8|6|61|2|1|62,-0.5344009399414062,-2.0187759399414062,-0.5344009399414062,-2.0187759399414062
Martyetal_2023,Exp_1,Epistemic,11,Test,Block_A,Nominal,Control_1,Bad,Mia,Every visible box contains a grey ball.,A-CD-C,a green ball and a yellow ball,a green ball,a grey ball,grey,blue,green,yellow,Bad,Good,62|1|60|3|59|6|63|2|4|64|61|57|7|5|58|8,-2.5401854515075684,-0.2901855707168579,-2.5401854515075684,-0.2901855707168579
Martyetal_2023,Exp_1,Epistemic,12,Test,Block_A,Nominal,Control_2,Good,Sam,Every visible box contains a grey ball and a green ball.,AB-AB-AB,a grey ball and a green ball,a grey ball and a green ball,a grey ball and a green ball,grey,green,yellow,blue,Bad,Good,4|3|5|1|60|58|6|2|61|63|7|8|57|59|64|62,-0.4818132817745209,-2.1693131923675537,-0.4818132817745209,-2.1693131923675537
Martyetal_2023,Exp_1,Epistemic,13,Test,Block_A,Nominal,Control_3,Bad,Mia,No visible box contains a yellow ball.,A-CD-A,a yellow ball,a yellow ball,a grey ball and a blue ball,yellow,green,grey,blue,Bad,Good,59|1|57|8|63|6|60|62|64|7|4|2|61|5|58|3,-2.639477014541626,-0.15510208904743195,-2.639477014541626,-0.15510208904743195
Martyetal_2023,Exp_1,Epistemic,14,Test,Block_A,Nominal,Test,Target_1,Sam,Every visible box contains a yellow ball or a grey ball.,A-AB-A,a yellow ball,a yellow ball and a grey ball,a yellow ball,yellow,grey,blue,green,Bad,Good,4|3|64|2|8|5|58|6|7|1|60|57|61|59|62|63,-0.6955572962760925,-1.4455573558807373,-0.6955572962760925,-1.4455573558807373
Martyetal_2023,Exp_1,Epistemic,15,Test,Block_A,Nominal,Test,Good,Sam,Every visible box contains a green ball or a grey ball.,A-AB-B,a grey ball,a green ball and a grey ball,a green ball,green,grey,blue,yellow,Bad,Good,4|61|64|1|59|6|3|60|58|63|8|57|62|7|2|5,-0.5611281394958496,-1.4361281394958496,-0.5611281394958496,-1.4361281394958496
Martyetal_2023,Exp_1,Epistemic,16,Test,Block_A,Nominal,Control_3,Good,Sam,No visible box contains a green ball.,C-CD-C,a grey ball,a grey ball and a blue ball,a grey ball,green,yellow,grey,blue,Bad,Good,7|8|62|1|2|60|59|6|64|3|5|61|58|4|63|57,-1.2029902935028076,-0.6248653531074524,-1.2029902935028076,-0.6248653531074524
Martyetal_2023,Exp_1,Epistemic,17,Test,Block_A,Nominal,Control_4,Good,Sam,No visible box contains a green ball or a yellow ball.,C-CD-C,a blue ball,a blue ball,a blue ball and a grey ball,green,yellow,blue,grey,Bad,Good,63|5|4|8|1|64|7|62|6|2|60|61|59|3|58|57,-0.8346753716468811,-1.1315503120422363,-0.8346753716468811,-1.1315503120422363
Martyetal_2023,Exp_1,Epistemic,18,Test,Block_A,Nominal,Test,Bad,Sam,Every visible box contains a blue ball or a yellow ball.,A-CD-C,a green ball,a green ball and a grey ball,a blue ball,blue,yellow,green,grey,Bad,Good,60|3|57|64|61|4|62|2|1|5|7|58|59|8|6|63,-1.5311768054962158,-0.5311768054962158,-1.5311768054962158,-0.5311768054962158
Martyetal_2023,Exp_1,Epistemic,19,Test,Block_A,Nominal,Control_1,Good,Mia,Every visible box contains a grey ball.,A-A-A,a grey ball,a grey ball,a grey ball,grey,blue,yellow,green,Bad,Good,60|5|4|57|59|62|64|1|2|8|3|7|63|6|58|61,-0.398509681224823,-2.5235097408294678,-0.398509681224823,-2.5235097408294678
Martyetal_2023,Exp_1,Epistemic,20,Test,Block_A,Nominal,Test,Good,Mia,Every visible box contains a green ball or a yellow ball.,A-AB-B,a green ball,a yellow ball,a green ball and a yellow ball,green,yellow,blue,grey,Bad,Good,63|4|1|8|59|61|3|7|5|60|6|57|58|64|62|2,-0.6845357418060303,-1.3720357418060303,-0.6845357418060303,-1.3720357418060303
Martyetal_2023,Exp_1,Epistemic,21,Test,Block_A,Nominal,Control_4,Good,Sam,No visible box contains a green ball or a yellow ball.,C-CD-C,a blue ball,a blue ball and a grey ball,a blue ball,green,yellow,blue,grey,Bad,Good,4|5|60|8|3|2|64|57|6|61|59|63|1|58|7|62,-0.7116308212280273,-1.3991308212280273,-0.7116308212280273,-1.3991308212280273
Martyetal_2023,Exp_1,Epistemic,22,Test,Block_A,Nominal,Test,Target_1,Sam,Every visible box contains a green ball or a yellow ball.,A-AB-A,a green ball,a green ball,a green ball and a yellow ball,green,yellow,grey,blue,Bad,Good,60|5|61|3|4|1|7|59|2|63|6|8|57|64|58|62,-0.9544366598129272,-1.0325616598129272,-0.9544366598129272,-1.0325616598129272
Martyetal_2023,Exp_1,Epistemic,23,Test,Block_A,Nominal,Control_4,Bad,Mia,No visible box contains a grey ball or a blue ball.,A-CD-A,a grey ball,a green ball and a yellow ball,a grey ball,grey,blue,green,yellow,Bad,Good,3|58|2|4|6|8|63|5|64|62|61|1|7|60|57|59,-1.4317982196807861,-0.47867321968078613,-1.4317982196807861,-0.47867321968078613
Martyetal_2023,Exp_1,Epistemic,24,Test,Block_A,Nominal,Control_2,Bad,Mia,Every visible box contains a green ball and a blue ball.,AB-CD-C,a yellow ball,a yellow ball and a grey ball,a green ball and a blue ball,green,blue,yellow,grey,Bad,Good,5|2|64|6|57|7|4|1|62|60|3|8|63|61|58|59,-1.7797331809997559,-0.46723324060440063,-1.7797331809997559,-0.46723324060440063
Martyetal_2023,Exp_1,Epistemic,25,Test,Block_A,Nominal,Test,Target_2,Sam,Every visible box contains a yellow ball or a green ball.,A-AC-A,a yellow ball,a yellow ball and a blue ball,a yellow ball,yellow,green,blue,grey,Bad,Good,60|7|6|62|5|3|2|58|59|8|64|63|57|1|61|4,-1.1898335218429565,-1.0492085218429565,-1.1898335218429565,-1.0492085218429565
Martyetal_2023,Exp_1,Epistemic,26,Test,Block_A,Nominal,Control_3,Bad,Mia,No visible box contains a grey ball.,A-CD-A,a grey ball,a grey ball,a yellow ball and a blue ball,grey,green,yellow,blue,Bad,Good,6|64|7|5|57|58|4|63|1|59|60|62|2|3|61|8,-2.8480639457702637,-0.1449388712644577,-2.8480639457702637,-0.1449388712644577
